Time;[11:7];[31:48];[31:110];[31:112];[31:115];[32:1];[32:80];[32:85];[32:124];[33:108];[ChannelInfoFieldText([10:1], "$PDA_expression")]_text;[Bandl‰nge auf Abhaspel]
time;Banddicke;Ofenleistung;Wannentemperatur auﬂen;Wannentemperatur innen;Solltemperatur unter Zinnbadrolle;Bandbreite;Abblasung OS Luftdruck;Abblasung US Luftdruck;Bandgeschwindigkeit;Temperatur unter Zinnbadrolle;ChannelInfoFieldText([10:1], "$PDA_expression");Bandl‰nge auf Abhaspel
sec;mm;kW;∞C;∞C;∞C;mm;mbar;mbar;m/min;∞C;;m
1165;0,3;39;296,839;282,067;268;360;289,641;288,874;70;269,602;;3653,57
1166;0,3;30,5;296,781;282,075;268;360;289,641;288,773;70;269,647;;3652,24
1167;0,3;30;296,477;282,075;268;360;289,641;288,773;70;269,686;;3651,87
1168;0,3;23;296,564;281,941;268;360;289,634;288,773;70;269,723;;3650,95
1169;0,3;17;296,665;281,764;268;360;289,612;288,73;70;269,755;;3647,79
1170;0,3;15,5;296,014;281,764;268;360;289,641;288,686;70;269,785;;3644,84
1171;0,3;5;295,942;281,858;268;360;289,641;288,773;70;269,809;;3642,76
1172;0,3;0;295,32;281,72;268;360;289,634;288,773;70;269,829;;3641,58
1173;0,3;0;294,98;281,966;268;360;289,598;288,773;70;269,849;;3639,15
1174;0,3;0;294,748;281,554;268;360;289,641;288,773;70;269,866;;3638,47
1175;0,3;0;294,459;281,568;268;360;289,598;288,773;70;269,882;;3637,65
1176;0,3;0;294,22;281,557;268;360;289,554;288,665;70;269,896;;3636,91
1177;0,3;0;294,126;281,539;268;360;289,497;288,628;70;269,908;;3635,22
1178;0,3;0;293,974;281,561;268;360;289,497;288,679;70;269,916;;3634,1
1179;0,3;0;293,352;281,576;268;360;289,497;288,628;70;269,925;;3634,04
1180;0,3;0;293,056;281,391;268;360;289,374;288,563;70;269,934;;3632,3
1181;0,3;0;292,708;281,344;268;360;289,395;288,571;70;269,942;;3631,17
1182;0,3;0;292,036;281,351;268;360;289,46;288,614;70;269,948;;3630,85
1183;0,3;0;291,898;281,366;268;360;289,497;288,628;70;269,948;;3629,26
1184;0,3;3,5;291,934;281,384;268;360;289,497;288,628;70;269,941;;3627,1
1185;0,3;10,5;291,175;281,395;268;360;289,497;288,65;70;269,936;;3625,98
1186;0,3;16,5;290,972;281,044;268;360;289,497;288,65;70;269,933;;3625,85
1187;0,3;22,5;290,748;281,047;268;360;289,497;288,73;70;269,934;;3625,04
1188;0,3;23,5;290,357;281,047;268;360;289,468;288,686;70;269,932;;3624,96
1189;0,3;34,5;289,959;281,047;268;360;289,482;288,672;70;269,93;;3624,27
1190;0,3;53,5;289,742;281,044;268;360;289,547;288,751;70;269,926;;3623,19
1191;0,3;67;289,265;280,798;268;360;289,641;288,773;70;269,919;;3622,47
1192;0,3;74;289,236;280,682;268;360;289,641;288,773;70;269,91;;3621,7
1193;0,3;88,5;288,824;280,668;268;360;289,605;288,715;70;269,902;;3618,64
1194;0,3;102,5;288,657;280,653;268;360;289,497;288,628;70;269,896;;3615,7
1195;0,3;106;288,383;280,584;268;360;289,497;288,715;70;269,887;;3614,01
1196;0,3;107;288,368;280,519;268;360;289,497;288,766;70;269,877;;3613,01
1197;0,3;123,5;288,187;280,519;268;360;289,446;288,578;70;269,865;;3610,77
1198;0,3;125,5;287,905;280,519;268;360;289,366;288,628;70;269,859;;3608,33
1199;0,3;132;287,789;280,386;268;360;289,388;288,549;70;269,847;;3607,84
1200;0,3;138,5;287,811;280,389;268;360;289,352;288,556;70;269,841;;3607,24
1201;0,3;147;287,703;280,389;268;360;289,352;288,585;70;269,835;;3607,24
1202;0,3;150,5;287,608;280,375;268;360;289,395;288,578;70;269,827;;3606,9
1203;0,3;151,5;287,992;280,02;268;360;289,402;288,6;70;269,818;;3606,21
1204;0,3;152,5;288,05;280,02;268;360;289,395;288,628;70;269,808;;3605,08
1205;0,3;149,5;288,086;280,02;268;360;289,46;288,628;70;269,796;;3604,59
1206;0,3;147,5;288,426;280,02;268;360;289,497;288,686;70;269,786;;3604,32
1207;0,3;146,5;288,802;280,024;268;360;289,497;288,73;70;269,776;;3602,6
1208;0,3;142,5;288,932;279,796;268;360;289,497;288,694;70;269,765;;3600,51
1209;0,3;141,5;289,185;279,81;268;360;289,605;288,686;70;269,753;;3599,66
1210;0,3;140,5;288,882;279,876;268;360;289,641;288,643;70;269,739;;3597,92
1211;0,3;131;289,62;279,778;268;360;289,641;288,686;70;269,729;;3595,16
1212;0,3;126,5;289,714;279,854;268;360;289,641;288,723;70;269,72;;3594,41
1213;0,3;125,5;290,032;279,507;268;360;289,641;288,773;70;269,713;;3593,98
1214;0,3;120;290,09;279,507;268;360;289,641;288,773;70;269,701;;3592,6
1215;0,3;107;290,705;279,499;268;360;289,641;288,773;70;269,688;;3591,07
1216;0,3;111,5;290,82;279,499;268;360;289,641;288,773;70;269,687;;3590,38
1217;0,3;108,5;291,045;279,507;268;360;289,605;288,773;70;269,682;;3589,1
1218;0,3;101;290,856;279,445;268;360;289,641;288,773;70;269,674;;3587,11
1219;0,3;90;291,298;279,391;268;360;289,641;288,773;70;269,666;;3585,2
1220;0,3;90,5;291,848;279,268;268;360;289,641;288,773;70;269,66;;3585,2
1221;0,3;83,5;291,898;279,384;268;360;289,598;288,773;70;269,648;;3585,2
1222;0,3;79,5;292,245;279,38;268;360;289,641;288,773;70;269,642;;3585,1
1223;0,3;78;292,224;279,369;268;360;289,591;288,773;70;269,637;;3583,43
1224;0,3;71,5;292,122;279,376;268;360;289,685;288,773;70;269,633;;3582,05
1225;0,3;70,5;292,13;279,008;268;360;289,692;288,889;70;269,623;;3579,58
1226;0,3;70,5;292,694;279;268;360;289,692;288,918;70;269,619;;3579,02
1227;0,3;69,5;292,795;279;268;360;289,721;288,824;70;269,616;;3579,02
1228;0,3;68;292,918;278,993;268;360;289,641;288,874;70;269,609;;3577,87
1229;0,3;63,5;292,962;278,997;268;360;289,735;288,896;70;269,603;;3576,5
1230;0,3;63;292,875;279,008;268;360;289,656;288,773;70;269,596;;3575,49
1231;0,3;64,5;292,745;279;268;360;289,728;288,773;70;269,586;;3574,95
1232;0,3;65,5;292,679;278,809;268;360;289,641;288,773;70;269,575;;3573,82
1233;0,3;68;292,745;278,798;268;360;289,641;288,773;70;269,56;;3573,73
1234;0,3;70;292,86;278,78;268;360;289,692;288,773;70;269,544;;3572,57
1235;0,3;69;292,933;278,812;268;360;289,685;288,773;70;269,526;;3570,62
1236;0,3;72;292,954;278,848;268;360;289,663;288,773;70;269,505;;3569,49
1237;0,3;73,5;292,831;278,841;268;360;289,699;288,773;70;269,482;;3568,8
1238;0,3;78;292,593;278,693;268;360;289,648;288,773;70;269,454;;3567,53
1239;0,3;79,5;292,477;278,494;268;360;289,641;288,773;70;269,426;;3566,68
1240;0,3;87;292,542;278,49;268;360;289,677;288,773;70;269,399;;3566,67
1241;0,3;103;292,578;278,49;268;360;289,641;288,773;70;269,369;;3565,06
1242;0,3;108;292,687;278,476;268;360;289,692;288,773;70;269,336;;3563,05
1243;0,3;108,5;292,73;278,483;268;360;289,685;288,773;70;269,295;;3561,71
1244;0,3;125;292,708;278,49;268;360;289,641;288,773;70;269,251;;3559,13
1245;0,3;135;292,665;278,487;268;360;289,641;288,773;70;269,216;;3556
1246;0,3;144,5;292,527;278,487;268;360;289,728;288,773;70;269,184;;3554,19
1247;0,3;144,5;292,462;278,487;268;360;289,648;288,773;70;269,153;;3553,43
1248;0,3;154,5;292,39;278,483;268;360;289,685;288,773;70;269,119;;3553,41
1249;0,3;168,5;292,52;278,1;268;360;289,641;288,773;70;269,084;;3552,58
1250;0,3;182,5;292,846;278,237;268;360;289,67;288,773;70;269,05;;3551,63
1251;0,3;182,5;292,947;278,317;268;360;289,742;288,773;70;269,021;;3549,9
1252;0,3;178;292,94;278,186;268;360;289,692;288,773;70;268,995;;3548,39
1253;0,3;187,5;293,511;278,248;268;360;289,641;288,86;70;268,966;;3548,11
1254;0,3;192;293,482;278,212;268;360;289,67;288,867;70;268,937;;3546,69
1255;0,3;193;293,569;278,194;268;360;289,656;288,817;70;268,91;;3544,37
1256;0,3;192;293,736;278,172;268;360;289,677;288,773;70;268,887;;3543,14
1257;0,3;195,5;294,184;278,15;268;360;289,692;288,773;70;268,866;;3543,14
1258;0,3;196;294,64;278,147;268;360;289,641;288,773;70;268,842;;3542,95
1259;0,3;201,5;294,98;278,139;268;360;289,685;288,773;70;268,818;;3541,39
1260;0,3;200;295,385;278,125;268;360;289,641;288,773;70;268,794;;3539,84
1261;0,3;196,5;295,703;278,114;268;360;289,685;288,817;70;268,77;;3538,95
1262;0,3;199,5;295,841;278,103;268;360;289,641;288,773;70;268,747;;3538,25
1263;0,3;199;295,949;278,183;268;360;289,641;288,773;70;268,722;;3537,55
1264;0,3;192;296,557;278,1;268;360;289,641;288,773;70;268,7;;3536,42
1265;0,3;186;296,918;278,306;268;360;289,641;288,773;70;268,677;;3535,74
1266;0,3;182;297,172;278,364;268;360;289,656;288,903;70;268,653;;3535,21
1267;0,3;175;297,266;278,371;268;360;289,786;288,882;70;268,625;;3533,57
1268;0,3;176;298,011;278,501;268;360;289,786;288,918;70;268,597;;3532,43
1269;0,3;174,5;298,134;278,461;268;360;289,786;288,831;70;268,562;;3528,33
1270;0,3;170,5;298,372;278,472;268;360;289,786;288,889;70;268,526;;3527,8
1271;0,3;159,5;298,85;278,476;268;360;289,786;288,867;70;268,487;;3527,2
1272;0,3;162,5;299,204;278,498;268;360;289,786;288,918;70;268,452;;3526,29
1273;0,3;159;299,609;278,494;268;360;289,786;288,918;70;268,414;;3523,84
1274;0,3;161;300,087;278,494;268;360;289,728;288,918;70;268,376;;3523,42
1275;0,3;157;300,304;278,49;268;360;289,685;288,918;70;268,342;;3523,3
1276;0,3;154,5;300,521;278,49;268;360;289,641;288,867;70;268,31;;3522,36
1277;0,3;163;300,68;278,487;268;360;289,677;288,817;70;268,285;;3521,28
1278;0,3;161,5;300,883;278,479;268;360;289,699;288,773;70;268,255;;3520
1279;0,3;159,5;300,955;278,49;268;360;289,771;288,773;70;268,228;;3518,55
1280;0,3;165;301,454;278,49;268;360;289,692;288,773;70;268,201;;3516,09
1281;0,3;168;301,519;278,621;268;360;289,685;288,817;70;268,179;;3514,27
1282;0,3;168,5;302,134;278,78;268;360;289,685;288,853;70;268,159;;3514,01
1283;0,3;175;302,04;278,628;268;360;289,685;288,773;70;268,143;;3512,87
1284;0,3;172;302,091;278,635;268;360;289,692;288,773;70;268,128;;3511,94
1285;0,3;175;302,199;278,845;268;360;289,641;288,773;70;268,115;;3511,24
1286;0,3;176,5;302,734;278,621;268;360;289,685;288,773;70;268,104;;3510,54
1287;0,3;170,5;303,111;278,606;268;360;289,641;288,773;70;268,1;;3509,78
1288;0,3;171,5;303,205;278,997;268;360;289,692;288,773;70;268,093;;3509,22
1289;0,3;168,5;303,139;278,993;268;360;289,692;288,773;70;268,092;;3508,1
1290;0,3;168,5;303,776;278,993;268;360;289,699;288,838;70;268,095;;3506,02
1291;0,3;173,5;303,696;279;268;360;289,648;288,918;70;268,104;;3504,6
1292;0,3;171,5;303,639;279,004;268;360;289,677;288,918;70;268,111;;3504,22
1293;0,3;168;304,029;278,997;268;360;289,641;288,918;70;268,113;;3503,33
1294;0,3;162;304,123;279,13;268;360;289,641;288,918;70;268,114;;3502,77
1295;0,3;156;304,565;279,123;268;360;289,641;288,918;70;268,112;;3502,77
1296;0,3;148;304,738;279,214;268;360;289,699;288,918;70;268,113;;3502,56
1297;0,3;146,5;304,673;279,232;268;360;289,786;288,918;70;268,113;;3501,48
1298;0,3;141;304,391;279,34;268;360;289,67;288,903;70;268,11;;3500,64
1299;0,3;140,5;304,991;279,329;268;360;289,641;288,773;70;268,099;;3499,52
1300;0,3;134,5;305,078;279,423;268;360;289,685;288,795;70;268,084;;3497,94
1301;0,3;120,5;305,201;279,507;268;360;289,641;288,918;70;268,072;;3496,62
1302;0,3;117;305,252;279,536;268;360;289,67;288,918;70;268,06;;3496,3
1303;0,3;112;305,216;279,528;268;360;289,786;288,918;70;268,048;;3495,17
1304;0,3;111,5;305,129;279,525;268;360;289,837;289,026;70;268,03;;3494,13
1305;0,3;113;305,02;279,507;268;360;289,837;289,062;70;268,013;;3492,43
1306;0,3;117,5;304,999;279,536;268;360;289,931;289,062;70;268;;3490,24
1307;0,3;119;305,085;279,651;268;360;289,902;289,026;70;267,983;;3488,75
1308;0,3;122;305,208;279,738;268;360;289,916;289,062;70;267,967;;3488,75
1309;0,3;125;305,245;279,716;268;360;289,88;288,997;70;267,953;;3488,75
1310;0,3;125;305,136;279,782;268;360;289,894;289,041;70;267,939;;3487,51
1311;0,3;128;305,071;279,684;268;360;289,931;289,062;70;267,928;;3486,12
1312;0,3;137;304,984;279,908;268;360;289,931;289,062;70;267,916;;3484,43
1313;0,3;138,5;305,1;279,912;268;360;289,931;289,062;70;267,905;;3481,6
1314;0,3;138;305,208;280,02;268;360;289,974;289,062;70;267,899;;3479,41
1315;0,3;142,5;305,252;280,02;268;360;289,931;289,062;70;267,896;;3477,67
1316;0,3;147,5;305,165;280,02;268;360;289,974;289,019;70;267,893;;3476,88
1317;0,3;147,5;304,702;280,02;268;360;289,974;289,135;70;267,891;;3474,49
1318;0,3;151;304,326;280,02;268;360;289,938;289,207;70;267,892;;3473,66
1319;0,3;167,5;304,376;280,02;268;360;290,075;289,207;70;267,884;;3473,54
1320;0,3;169;304,391;280,02;268;360;290,054;289,207;70;267,883;;3472,22
1321;0,3;170;304,456;280,02;268;360;289,931;289,207;70;267,886;;3471,28
1322;0,3;170,5;304,579;280,02;268;360;289,974;289,178;70;267,89;;3470,78
1323;0,3;171;304,789;280,302;268;360;289,974;289,185;70;267,891;;3468,31
1324;0,3;169,5;304,615;280,346;268;360;289,931;289,207;70;267,897;;3466,15
1325;0,3;169;304,362;280,367;268;360;289,967;289,207;70;267,909;;3465,03
1326;0,3;167;304,29;280,389;268;360;290,032;289,207;70;267,919;;3464,38
1327;0,3;172;304,21;280,4;268;360;290,075;289,207;70;267,928;;3462,26
1328;0,3;173,5;304,984;280,404;268;360;290,075;289,207;70;267,936;;3461,83
1329;0,3;173,5;305,107;280,425;268;360;290,075;289,207;70;267,943;;3460,7
1330;0,3;163;305,23;280,433;268;360;290,075;289,164;70;267,95;;3459,31
1331;0,3;149,5;305,252;280,433;268;360;290,075;289,258;70;267,96;;3458,34
1332;0,3;148,5;305,165;280,422;268;360;290,133;289,337;70;267,966;;3457,21
1333;0,3;144;305,085;280,414;268;360;290,169;289,352;70;267,973;;3456,54
1334;0,3;141;304,991;280,414;268;360;290,177;289,352;70;267,979;;3454,86
1335;0,3;142;305,027;280,324;268;360;290,205;289,352;70;267,981;;3454,01
1336;0,3;134;305,187;280,226;268;360;290,133;289,352;70;267,98;;3454,01
1337;0,3;126;305,252;280,396;268;360;290,242;289,352;70;267,98;;3453,3
1338;0,3;125,5;305,201;280,386;268;360;290,278;289,395;70;267,978;;3452,63
1339;0,3;124;305,107;280,534;268;360;290,22;289,352;70;267,971;;3451,33
1340;0,3;121;305,02;280,534;268;360;290,22;289,265;70;267,963;;3449,7
1341;0,3;120;304,999;280,534;268;360;290,198;289,308;70;267,958;;3448,8
1342;0,3;119;305,122;280,534;268;360;290,198;289,345;70;267,952;;3448,48
1343;0,3;119;305,245;280,534;268;360;290,256;289,352;70;267,943;;3447
1344;0,3;119;305,15;280,512;268;360;290,227;289,468;70;267,93;;3444,2
1345;0,3;119,5;305,122;280,541;268;360;290,234;289,366;70;267,923;;3443,59
1346;0,3;119;305,02;280,534;268;360;290,227;289,388;70;267,919;;3443,34
1347;0,3;121;304,977;280,541;268;360;290,234;289,475;70;267,914;;3441,43
1348;0,3;121,5;305,114;280,512;268;360;290,227;289,46;70;267,911;;3440,12
1349;0,3;124,5;305,252;280,512;268;360;290,321;289,497;70;267,904;;3440,12
1350;0,3;126;305,201;280,512;268;360;290,365;289,497;70;267,899;;3439,1
1351;0,3;125;305,114;280,512;268;360;290,365;289,54;70;267,888;;3437,28
1352;0,3;125,5;305,02;280,519;268;360;290,451;289,518;70;267,878;;3436,64
1353;0,3;127,5;304,825;280,53;268;360;290,466;289,562;70;267,869;;3434,59
1354;0,3;129;304,767;280,534;268;360;290,466;289,54;70;267,862;;3431,36
1355;0,3;132,5;304,876;280,595;268;360;290,473;289,641;70;267,854;;3430,57
1356;0,3;138;304,651;280,805;268;360;290,509;289,641;70;267,845;;3429,88
1357;0,3;146,5;304,362;280,921;268;360;290,466;289,62;70;267,834;;3428,83
1358;0,3;153,5;304,275;280,91;268;360;290,509;289,497;70;267,829;;3427,97
1359;0,3;159;304,398;280,805;268;360;290,394;289,54;70;267,82;;3427,19
1360;0,3;158;304,268;280,924;268;360;290,365;289,489;70;267,814;;3425,34
1361;0,3;150,5;304,398;280,921;267;360;290,365;289,497;70;267,807;;3424,51
1362;0,3;154;304,499;280,91;266;360;290,365;289,468;70;267,802;;3424,39
1363;0,3;150;304,565;280,896;266;360;290,365;289,482;70;267,792;;3423,27
1364;0,3;97,5;304,615;280,827;266;360;290,365;289,504;70;267,787;;3421,92
1365;0,3;0;304,536;280,646;266;360;290,365;289,525;70;267,766;;3421,64
1366;0,3;0;304,427;280,65;266;360;290,365;289,482;70;267,759;;3420,42
1367;0,3;0;304,065;280,78;266;360;290,365;289,605;70;267,752;;3419,46
1368;0,3;0;304,145;280,791;266;360;290,386;289,547;70;267,746;;3419,26
1369;0,3;0;304,225;280,856;266;360;290,509;289,598;70;267,741;;3418,12
1370;0,3;0;304,246;280,874;266;360;290,509;289,533;70;267,736;;3416,1
1371;0,3;0;303,385;280,859;266;360;290,466;289,497;70;267,732;;3414,27
1372;0,3;0;303,161;280,751;266;360;290,509;289,497;70;267,729;;3413,4
1373;0,3;0;302,959;280,924;266;360;290,466;289,504;70;267,725;;3413,36
1374;0,3;0;302,85;280,794;266;360;290,509;289,641;70;267,723;;3411,76
1375;0,3;0;302,532;280,783;266;360;290,509;289,641;70;267,72;;3409,36
1376;0,3;0;302,199;280,642;266;360;290,509;289,641;70;267,718;;3409,08
1377;0,3;0;301,939;280,657;266;360;290,509;289,554;70;267,716;;3407,84
1378;0,3;0;301,1;280,686;266;360;290,509;289,641;70;267,714;;3407,35
1379;0,3;0;300,832;280,689;266;360;290,509;289,721;70;267,713;;3407,35
1380;0,3;0;300,26;280,664;266;360;290,56;289,757;70;267,711;;3406,08
1381;0,3;0;299,718;280,664;266;360;290,509;289,685;70;267,712;;3404,62
1382;0,3;0;299,212;280,628;266;360;290,509;289,692;70;267,715;;3403,85
1383;0,3;0;298,879;280,53;266;360;290,647;289,685;70;267,721;;3402,64
1384;0,3;0;298,416;280,534;266;360;290,654;289,685;70;267,728;;3400,75
1385;0,3;0;297,924;280,534;266;360;290,654;289,721;70;267,735;;3400,05
1386;0,3;0;297,555;280,534;266;360;290,654;289,786;70;267,741;;3399,73
1387;0,3;0;296,889;280,53;266;360;290,654;289,786;70;267,743;;3398,47
1388;0,3;0;296,354;280,534;266;360;290,654;289,735;70;267,749;;3397,33
1389;0,3;0;295,833;280,53;266;360;290,654;289,692;70;267,751;;3397,02
1390;0,3;0;295,378;280,241;266;360;290,654;289,786;70;267,754;;3395,24
1391;0,3;0;294,944;280,273;266;360;290,654;289,786;70;267,756;;3392,99
1392;0,3;0;294,596;280,234;266;360;290,791;289,808;70;267,756;;3391,29
1393;0,3;0;294,198;280,237;266;360;290,799;289,808;70;267,757;;3391,16
1394;0,3;0;293,721;280,176;266;360;290,734;289,786;70;267,762;;3389,9
1395;0,3;0;293,135;280,154;266;360;290,683;289,786;70;267,766;;3388,13
1396;0,3;0;292,687;280,02;266;360;290,719;289,786;70;267,77;;3386,89
1397;0,3;0;292,506;280,02;266;360;290,791;289,786;70;267,773;;3384,87
1398;0,3;0;291,84;280,02;266;360;290,741;289,873;70;267,776;;3384,27
1399;0,3;0;291,819;280,02;266;360;290,799;289,923;70;267,778;;3384,27
1400;0,3;0;291,327;280,02;266;360;290,799;289,931;70;267,785;;3383,74
1401;0,3;0;290,82;279,637;266;360;290,799;290,01;70;267,798;;3382,62
1402;0,3;0;290,509;279,626;266;360;290,835;289,981;70;267,81;;3381,55
1403;0,3;0;290,039;279,619;266;360;290,799;289,967;70;267,82;;3380,64
1404;0,3;0;289,562;279,615;266;360;290,799;289,931;70;267,831;;3378,24
1405;0,3;0;289,482;279,633;266;360;290,799;289,931;70;267,848;;3376,93
1406;0,3;0;288,788;279,499;266;360;290,791;289,808;70;267,865;;3376,12
1407;0,3;0;288,527;279,492;266;360;290,762;289,822;70;267,881;;3374,16
1408;0,3;0;287,977;279,528;266;360;290,705;289,931;70;267,9;;3373,12
1409;0,3;0;287,746;279,525;266;360;290,799;289,931;70;267,923;;3371,29
1410;0,3;0;287,211;279,228;266;360;290,799;289,931;70;267,942;;3370,07
1411;0,3;0;287,052;279,3;266;360;290,893;289,931;70;267,96;;3368,78
1412;0,3;0;286,603;279,272;266;360;290,799;289,931;70;267,976;;3368,72
1413;0,3;0;286,285;279,243;266;360;290,849;289,931;70;267,995;;3368,03
1414;0,3;0;286,343;278,997;266;360;290,842;289,931;70;268,018;;3365,39
1415;0,3;0;285,749;279,008;266;360;290,813;289,931;70;268,039;;3363,4
1416;0,3;0;285,59;279;266;360;290,878;289,931;70;268,058;;3362,59
1417;0,3;0;285,142;278,895;266;360;290,849;289,931;70;268,074;;3361,47
1418;0,3;0;284,686;278,776;266;360;290,842;289,931;70;268,088;;3360,96
1419;0,3;0;284,599;278,78;266;360;290,799;289,931;70;268,099;;3360,19
1420;0,3;0;283,89;278,885;266;360;290,828;289,931;70;268,1;;3358,26
1421;0,3;0;283,984;278,881;266;360;290,799;289,931;70;268,1;;3357,15
1422;0,3;0;283,695;278,505;266;360;290,799;289,931;70;268,1;;3357,06
1423;0,3;0;283,565;278,501;266;360;290,849;289,952;70;268,1;;3355,57
1424;0,3;0;282,827;278,465;266;360;290,842;289,952;70;268,1;;3355,35
1425;0,3;0;283,037;278,226;266;360;290,799;289,931;70;268,094;;3354,57
1426;0,3;0;282,574;278,111;266;360;290,842;290,025;70;268,083;;3354,24
1427;0,3;0;282,639;278,082;266;360;290,885;290,075;70;268,073;;3352,94
1428;0,3;0;282,4;277,977;266;360;290,943;290,054;70;268,059;;3351,91
1429;0,3;2;282,147;277,973;266;360;290,943;290,017;70;268,043;;3350,85
1430;0,3;4;281,633;277,969;266;360;290,943;290,068;70;268,015;;3350,15
1431;0,3;12,5;281,453;277,629;266;360;290,943;290,075;70;267,975;;3347,82
1432;0,3;23;281,163;277,658;266;360;291,037;290,075;70;267,935;;3346,65
1433;0,3;33,5;280,939;277,677;266;360;291,073;290,075;70;267,902;;3344,59
1434;0,3;45,5;280,968;277,687;266;360;290,943;290,119;70;267,872;;3341,12
1435;0,3;58;280,556;277,463;266;360;290,972;290,082;70;267,846;;3339,12
1436;0,3;70,5;280,599;277,47;266;360;291,088;290,075;70;267,818;;3338,59
1437;0,3;84;280,628;277,488;266;360;291,052;290,075;70;267,792;;3338,08
1438;0,3;92;280,44;277,094;266;360;291,073;290,075;70;267,765;;3337,63
1439;0,3;103;280,223;277,094;266;360;291,052;290,119;70;267,735;;3337,22
1440;0,3;125;279,926;277,221;266;360;291,045;290,119;70;267,702;;3336,52
1441;0,3;129,5;280,107;277,015;266;360;291,045;290,075;70;267,679;;3333,71
1442;0,3;137;280,245;276,968;266;360;290,994;290,155;70;267,653;;3332,02
1443;0,3;148,5;280,302;276,957;266;360;291,088;290,09;70;267,625;;3331,23
1444;0,3;161,5;280,447;276,761;266;360;291,088;290,162;70;267,6;;3331,05
1445;0,3;161;280,65;276,555;266;360;291,088;290,184;70;267,577;;3329,92
1446;0,3;163;280,606;276,548;266;360;291,088;290,22;70;267,557;;3328,39
1447;0,3;170;280,874;276,559;266;360;291,11;290,22;70;267,532;;3326,4
1448;0,3;174;281,178;276,508;266;360;291,11;290,22;70;267,505;;3324,85
1449;0,3;175,5;281,098;276,458;266;360;291,088;290,22;70;267,471;;3323,74
1450;0,3;173,5;281,568;276,45;266;360;291,131;290,22;70;267,439;;3322,25
1451;0,3;173,5;281,995;276,378;266;360;291,088;290,307;70;267,405;;3320,26
1452;0,3;171;282,378;276,277;266;360;291,088;290,314;70;267,368;;3319,98
1453;0,3;163;282,624;276,284;266;360;291,117;290,321;70;267,335;;3319,98
1454;0,3;168;282,899;276,291;266;360;291,131;290,365;70;267,298;;3319,13
1455;0,3;167;283,16;276,11;266;360;291,233;290,444;70;267,26;;3318,28
1456;0,3;161;283,507;275,926;266;360;291,233;290,415;70;267,221;;3318,28
1457;0,3;161;284,035;275,919;266;360;291,262;290,372;70;267,184;;3317,3
1458;0,3;167,5;284,715;275,915;266;360;291,334;290,401;70;267,153;;3316,03
1459;0,3;167;284,932;275,864;266;360;291,327;290,365;70;267,119;;3314,92
1460;0,3;162;285,388;275,749;266;360;291,233;290,365;70;267,088;;3314,22
1461;0,3;161,5;285,554;275,76;266;360;291,233;290,321;70;267,056;;3313,5
1462;0,3;159;285,858;275,756;266;360;291,233;290,365;70;267,025;;3313,15
1463;0,3;156,5;286,27;275,752;266;360;291,233;290,307;70;266,992;;3311,85
1464;0,3;155,5;286,885;275,445;266;360;291,233;290,343;70;266,961;;3310,12
1465;0,3;152,5;287,124;275,43;266;360;291,233;290,365;70;266,928;;3309,37
1466;0,3;143,5;287,826;275,441;266;360;291,233;290,365;70;266,898;;3308,5
1467;0,3;141,5;287,92;275,43;266;360;291,233;290,365;70;266,866;;3307,97
1468;0,3;141,5;287,992;275,423;266;360;291,233;290,314;70;266,836;;3307,18
1469;0,3;141;288,585;275,405;266;360;291,233;290,365;70;266,803;;3307,18
1470;0,3;140,5;289,062;275,232;266;360;291,348;290,372;70;266,768;;3306,42
1471;0,3;141;289,113;275,221;266;360;291,341;290,401;70;266,731;;3303,67
1472;0,3;140,5;289,851;275,228;266;360;291,233;290,343;70;266,694;;3302,18
1473;0,3;145;290,061;275,231;266;360;291,233;290,343;70;266,658;;3301,66
1474;0,3;144;290,198;275,242;266;360;291,233;290,321;70;266,624;;3298,8
1475;0,3;141,5;290,828;275,289;266;360;291,233;290,328;70;266,589;;3296,36
1476;0,3;147,5;290,719;275,311;266;360;291,233;290,242;70;266,559;;3294,39
1477;0,3;148,5;290,878;275,311;266;360;291,182;290,365;70;266,53;;3292,32
1478;0,3;146,5;291,276;275,297;266;360;291,153;290,314;70;266,503;;3291,21
1479;0,3;148,5;291,725;275,304;266;360;291,233;290,365;70;266,476;;3291,04
1480;0,3;148;292,238;275,163;266;360;291,319;290,386;70;266,453;;3289,47
1481;0,3;150;292,383;275,192;266;360;291,327;290,408;70;266,428;;3287,89
1482;0,3;147,5;292,802;275,199;266;360;291,247;290,379;70;266,401;;3286,78
1483;0,3;146;292,81;275,065;266;360;291,327;290,365;70;266,379;;3285,79
1484;0,3;146;293,027;275,08;266;360;291,334;290,386;70;266,358;;3284,72
1485;0,3;146,5;293,316;275,08;266;360;291,327;290,394;70;266,336;;3284,17
1486;0,3;146,5;293,099;275,286;266;360;291,247;290,415;70;266,309;;3283,25
1487;0,3;143;293,945;275,289;266;360;291,377;290,365;70;266,285;;3282,04
1488;0,3;148;293,981;275,275;266;360;291,298;290,365;70;266,261;;3280,88
1489;0,3;149;294,076;275,242;266;360;291,276;290,386;70;266,23;;3280,7
1490;0,3;149;294,198;275,221;266;360;291,319;290,394;70;266,204;;3280,29
1491;0,3;147,5;294,126;275,289;266;360;291,233;290,408;70;266,181;;3278,85
1492;0,3;149;294,777;275,391;266;360;291,327;290,372;70;266,16;;3278,25
