Time;[11:7];[31:48];[31:110];[31:112];[31:115];[32:1];[32:80];[32:85];[32:124];[33:108];[ChannelInfoFieldText([10:1], "$PDA_expression")]_text;[Bandl‰nge auf Abhaspel]
2176;0,2;37;302,192;285,239;283;330;558,174;556,134;60;283,91;;4690,81
2177;0,2;35;301,982;285,261;283;330;558,109;556,185;60;283,921;;4690,63
2178;0,2;39;302,098;285,25;283;330;557,972;556,178;60;283,93;;4690,44
2179;0,2;39,5;302,156;285,254;283;330;557,899;556,091;60;283,939;;4690,44
2180;0,2;37,5;302,098;285,261;283;330;557,87;555,99;60;283,951;;4690,44
2181;0,2;38;301,751;285,279;283;330;557,87;555,99;60;283,957;;4689,84
2182;0,2;38;301,7;285,258;283;330;557,87;555,99;60;283,964;;4689,19
2183;0,2;41;301,396;285,391;283;330;557,935;555,99;60;283,97;;4689,19
2184;0,2;43,5;301,288;285,37;283;330;558,073;556,134;60;283,977;;4687,27
2185;0,2;39,5;301,027;285,431;283;330;558,095;556,236;60;283,983;;4684,12
2186;0,2;44,5;301,121;285,453;283;330;558,21;556,344;60;283,987;;4681,67
2187;0,2;46;301,136;285,453;283;330;558,304;556,424;60;283,989;;4680,55
2188;0,2;46;300,608;285,355;283;330;558,304;556,424;60;283,99;;4679,73
2189;0,2;46;300,21;285,428;283;330;558,304;556,424;60;283,991;;4679,15
2190;0,2;54,5;300,166;285,464;283;330;558,261;556,424;60;283,996;;4679,15
2191;0,2;57;300,116;285,471;283;330;558,261;556,424;60;284;;4679,15
2192;0,2;51;300,195;285,471;283;330;558,304;556,424;60;284,002;;4677,61
2193;0,2;48;300;285,442;283;330;558,464;556,525;60;284;;4676,66
2194;0,2;46;300,109;285,435;283;330;558,594;556,713;60;284;;4676,66
2195;0,2;50,5;300,08;285,424;283;330;558,594;556,713;60;283,993;;4676,66
2196;0,2;59;299,971;285,413;283;330;558,579;556,597;60;283,987;;4676,66
2197;0,2;61;299,892;285,409;283;330;558,427;556,518;60;283,98;;4676,03
2198;0,2;58;299,523;285,348;283;330;558,348;556,424;60;283,974;;4675,41
2199;0,2;57;299,255;285,373;283;330;558,442;556,453;60;283,968;;4675,41
2200;0,2;66,5;299,371;285,373;283;330;558,333;556,481;60;283,958;;4675,41
2201;0,2;74,5;299,45;285,38;283;330;558,377;556,424;60;283,946;;4675,41
2202;0,2;73;299,523;285,359;283;330;558,413;556,424;60;283,93;;4675,16
2203;0,2;77;299,421;285,467;283;330;558,355;556,424;60;283,915;;4671,04
2204;0,2;78,5;299,392;285,471;283;330;558,449;556,467;60;283,902;;4663,56
2205;0,2;78;299,334;285,399;283;330;558,464;556,51;60;283,883;;4662,94
2206;0,2;78;299,284;285,507;283;330;558,514;556,518;60;283,862;;4662,34
2207;0,2;78;299,248;285,503;283;330;558,449;556,424;60;283,844;;4661,69
2208;0,2;78;299,298;285,518;283;330;558,312;556,424;60;283,825;;4661,22
2209;0,2;86,5;299,371;285,518;283;330;558,348;556,373;60;283,806;;4657,78
2210;0,2;91,5;299,407;285,536;283;330;558,391;556,337;60;283,79;;4655,71
2211;0,2;93,5;299,465;285,54;283;330;558,275;556,279;60;283,774;;4653,27
2212;0,2;102,5;299,385;285,536;283;330;558,16;556,207;60;283,757;;4651,72
2213;0,2;110,5;299,262;285,554;283;330;558,16;556,178;60;283,74;;4651,72
2214;0,2;111,5;299,168;285,554;283;330;558,138;556,134;60;283,722;;4651,72
2215;0,2;113,5;299,146;285,438;283;330;557,943;555,939;60;283,701;;4651,72
2216;0,2;127,5;299,183;285,55;283;330;557,776;555,845;60;283,683;;4651,72
2217;0,2;134,5;299,646;285,399;283;330;557,856;555,816;60;283,662;;4651,72
2218;0,2;136;300,109;285,399;283;330;557,776;555,744;60;283,643;;4651,72
2219;0,2;128,5;300,072;285,258;283;330;557,697;555,65;60;283,623;;4651,45
2220;0,2;133,5;299,993;285,258;283;330;557,581;555,556;60;283,605;;4650,48
2221;0,2;136;300,492;285,261;283;330;557,501;555,556;60;283,59;;4650,38
2222;0,2;128,5;300,499;285,261;283;330;557,436;555,425;60;283,571;;4647,52
2223;0,2;139,5;300,586;285,395;283;330;557,436;555,411;60;283,557;;4645,18
2224;0,2;145,5;301,056;285,395;283;330;557,436;555,411;60;283,542;;4644,25
2225;0,2;138;301,128;285,341;283;330;557,436;555,411;60;283,532;;4644,13
2226;0,2;135,5;301,823;285,428;283;330;557,436;555,411;60;283,523;;4643,01
2227;0,2;126;301,649;285,456;283;330;557,328;555,281;60;283,509;;4639,33
2228;0,2;125,5;301,997;285,42;283;330;557,321;555,404;60;283,5;;4637,46
2229;0,2;122;301,881;285,438;283;330;557,393;555,411;60;283,491;;4636,29
2230;0,2;122,5;302,539;285,431;283;330;557,386;555,339;60;283,481;;4632,04
2231;0,2;115,5;302,358;285,431;283;330;557,277;555,266;60;283,472;;4631,82
2232;0,2;114;303,125;285,438;283;330;557,227;555,266;60;283,463;;4631,78
2233;0,2;112,5;303,19;285,46;283;330;557,147;555,165;60;283,459;;4631,75
2234;0,2;107;303,429;285,471;283;330;557,053;554,977;60;283,452;;4631,75
2235;0,2;106;303,436;285,464;283;330;557,147;555,1;60;283,446;;4631,75
2236;0,2;103;303,595;285,464;283;330;557,147;555,122;60;283,434;;4631,75
2237;0,2;95,5;303,964;285,471;283;330;557,147;555,122;60;283,424;;4631,63
2238;0,2;90;304,094;285,424;283;330;557,147;555,122;60;283,414;;4631,51
2239;0,2;87;304,485;285,431;283;330;557,01;555,122;60;283,401;;4631,51
2240;0,2;87;304,854;285,431;283;330;556,966;554,999;60;283,39;;4631,51
2241;0,2;87,5;304,355;285,428;283;330;557,002;554,991;60;283,38;;4631,21
2242;0,2;85;304,673;285,431;283;330;557,038;555,122;60;283,362;;4630,26
2243;0,2;80,5;304,984;285,428;283;330;557,147;555,237;60;283,345;;4630,26
2244;0,2;77,5;305,085;285,428;283;330;557,248;555,302;60;283,325;;4630,21
2245;0,2;74,5;305,208;285,435;283;330;557,292;555,367;60;283,304;;4625,67
2246;0,2;75,5;305,216;285,449;283;330;557,415;555,418;60;283,281;;4623,48
2247;0,2;78,5;305,107;285,467;283;330;557,436;555,556;60;283,261;;4619,88
2248;0,2;82;305,02;285,464;283;330;557,523;555,592;60;283,238;;4618,52
2249;0,2;88;304,991;285,46;283;330;557,436;555,505;60;283,218;;4615,76
2250;0,2;91,5;305,107;285,442;283;330;557,436;555,512;60;283,195;;4614,79
2251;0,2;93;305,201;285,402;283;330;557,436;555,447;60;283,173;;4614,27
2252;0,2;95,5;305,237;285,409;283;330;557,429;555,411;60;283,151;;4613,55
2253;0,2;106,5;305,107;285,482;283;330;557,292;555,324;60;283,127;;4613,55
2254;0,2;112,5;305,013;285,482;283;330;557,176;555,165;60;283,104;;4613,55
2255;0,2;118;304,991;285,46;283;330;557,111;554,977;60;283,083;;4613,51
2256;0,2;127,5;305,382;285,467;283;330;557,002;554,977;60;283,065;;4610,12
2257;0,2;135,5;305,787;285,489;283;330;556,952;554,854;60;283,047;;4610
2258;0,2;132,5;305,816;285,485;283;330;556,814;554,796;60;283,03;;4610
2259;0,2;131;305,744;285,485;283;330;556,858;554,789;60;283,009;;4610
2260;0,2;136;305,621;285,478;283;330;556,858;554,832;60;282,986;;4610
2261;0,2;141;305,548;285,489;283;330;556,858;554,803;60;282,967;;4610
2262;0,2;150,5;305,527;285,464;283;330;556,858;554,803;60;282,948;;4610
2263;0,2;158,5;306,033;285,475;283;330;556,858;554,839;60;282,934;;4606,5
2264;0,2;160;306,214;285,485;283;330;556,858;554,796;60;282,919;;4601,44
2265;0,2;156;306,257;285,503;283;330;556,858;554,716;60;282,905;;4600,08
2266;0,2;160;306,214;285,258;283;330;556,858;554,724;60;282,891;;4596,36
2267;0,2;163,5;306,887;285,268;283;330;556,742;554,76;60;282,873;;4595,12
2268;0,2;166,5;306,85;285,272;283;330;556,67;554,63;60;282,853;;4595,12
2269;0,2;169,5;306,93;285,286;283;330;556,626;554,557;60;282,836;;4595,12
2270;0,2;170;307,031;285,29;283;330;556,713;554,716;60;282,821;;4592,04
2271;0,2;167,5;307,125;285,294;283;330;556,771;554,789;60;282,81;;4590,53
2272;0,2;161,5;308,044;285,218;283;330;556,858;554,926;60;282,796;;4590,53
2273;0,2;155,5;308,102;285,124;283;330;556,981;555,078;60;282,781;;4590,53
2274;0,2;154;308,203;285,12;283;330;557,198;555,266;60;282,771;;4590,53
2275;0,2;158,5;308,29;285,127;283;330;557,248;555,317;60;282,753;;4590,53
2276;0,2;156;308,594;285,131;283;330;557,292;555,223;60;282,74;;4590,53
2277;0,2;152;308,912;285,138;283;330;557,198;555,266;60;282,729;;4590,53
2278;0,2;146;308,97;285,145;283;330;557,248;555,266;60;282,718;;4590,53
2279;0,2;143;309,078;285,156;283;330;557,292;555,339;60;282,707;;4590,53
2280;0,2;140;309,107;285,153;283;330;557,292;555,367;60;282,699;;4590,53
2281;0,2;137;309,592;285,131;283;330;557,371;555,375;60;282,69;;4590,53
2282;0,2;137,5;310,026;285,124;283;330;557,263;555,302;60;282,68;;4590,53
2283;0,2;136;309,983;285,127;283;330;557,183;555,15;60;282,678;;4587,16
2284;0,2;136;310,344;285,135;283;330;557,089;555,122;60;282,676;;4585,58
2285;0,2;133;310,236;285,145;283;330;556,981;554,984;60;282,677;;4585,58
2286;0,2;124,5;310,475;285,145;283;330;556,944;554,977;60;282,68;;4585,58
2287;0,2;125;310,749;285,153;283;330;556,959;554,977;60;282,68;;4583,57
2288;0,2;120,5;310,872;285,138;283;330;557,075;555,064;60;282,675;;4582,53
2289;0,2;114;310,988;285,12;283;330;557,147;555,071;60;282,675;;4579,73
2290;0,2;114;311,089;285,12;283;330;557,067;555,006;60;282,67;;4573,53
2291;0,2;118;311,335;285,131;283;330;556,959;554,941;60;282,666;;4572,91
2292;0,2;112;311,249;285,138;283;330;556,959;554,905;60;282,663;;4572,43
2293;0,2;102;311,176;285,149;283;330;557,002;554,905;60;282,666;;4572,43
2294;0,2;100;311,133;285,149;283;330;556,959;554,977;60;282,669;;4572,43
2295;0,2;99,5;311,249;285,149;283;330;557,002;554,991;60;282,667;;4572,43
2296;0,2;97;311,35;285,131;283;330;557,14;555,071;60;282,661;;4572,43
2297;0,2;98,5;311,357;285,124;283;330;557,241;555,216;60;282,656;;4572,43
2298;0,2;99,5;311,234;285,127;283;330;557,277;555,36;60;282,651;;4572,43
2299;0,2;97,5;311,155;285,138;283;330;557,473;555,563;60;282,645;;4572,43
2300;0,2;99;311,147;285,142;283;330;557,581;555,7;60;282,64;;4572,43
2301;0,2;100;311,285;285,149;283;330;557,581;555,7;60;282,635;;4572,43
2302;0,2;99,5;311,386;285,153;283;330;557,581;555,7;60;282,631;;4572,43
2303;0,2;99,5;311,328;285,012;283;330;557,581;555,563;60;282,625;;4572,43
2304;0,2;103;311,249;284,871;283;330;557,581;555,613;60;282,614;;4569,02
2305;0,2;105,5;311,169;284,849;283;330;557,581;555,7;60;282,603;;4566,42
2306;0,2;105;311,14;284,863;283;330;557,581;555,657;60;282,593;;4563,75
2307;0,2;105,5;311,263;284,899;283;330;557,552;555,65;60;282,584;;4562,27
2308;0,2;106;311,379;284,896;283;330;557,516;555,7;60;282,575;;4559,42
2309;0,2;106;311,372;284,889;283;330;557,494;555,65;60;282,566;;4556,93
2310;0,2;107;311,234;284,802;283;330;557,624;555,7;60;282,559;;4556,72
2311;0,2;108;311,155;284,809;283;330;557,689;555,83;60;282,55;;4556,72
2312;0,2;116;310,894;284,816;283;330;557,726;555,845;60;282,544;;4555,71
2313;0,2;118;310,677;284,823;283;330;557,675;555,736;60;282,537;;4555,48
2314;0,2;121,5;310,786;284,827;283;330;557,581;555,628;60;282,53;;4555,48
2315;0,2;127,5;311,118;284,813;283;330;557,473;555,556;60;282,526;;4555,19
2316;0,2;134,5;311,118;284,82;283;330;557,487;555,556;60;282,521;;4553,02
2317;0,2;134;310,916;284,82;283;330;557,48;555,65;60;282,518;;4553,02
2318;0,2;137,5;310,88;284,827;283;330;557,444;555,541;60;282,513;;4553,02
2319;0,2;146;310,945;284,842;283;330;557,53;555,57;60;282,505;;4553,02
2320;0,2;147;310,916;284,852;283;330;557,364;555,367;60;282,495;;4553,02
2321;0,2;147,5;310,836;284,874;283;330;557,255;555,302;60;282,487;;4552,66
2322;0,2;146;310,815;284,881;283;330;557,234;555,201;60;282,483;;4551,83
2323;0,2;147,5;310,865;284,889;283;330;557,147;555,122;60;282,478;;4551,58
2324;0,2;153;310,974;284,892;283;330;557,147;555,122;60;282,47;;4549,43
2325;0,2;155,5;310,93;284,852;283;330;557,104;555,122;60;282,461;;4549,36
2326;0,2;155,5;310,894;284,823;283;330;557,147;555,122;60;282,454;;4548,27
2327;0,2;157,5;311,292;284,769;283;330;557,053;555,165;60;282,448;;4545,71
2328;0,2;162;311,212;284,762;283;330;557,002;555,122;60;282,442;;4543,19
2329;0,2;157,5;311,147;284,78;283;330;557,002;555,027;60;282,437;;4542,35
2330;0,2;151;311,169;284,856;283;330;557,002;555,042;60;282,433;;4541,14
2331;0,2;151;311,393;284,874;283;330;557,002;555,085;60;282,429;;4538,16
2332;0,2;154;311,965;284,758;283;330;557,002;555,071;60;282,427;;4536,71
2333;0,2;147;311,617;285,008;283;330;557,096;555,179;60;282,425;;4535,8
2334;0,2;145,5;311,74;284,892;283;330;557,125;555,122;60;282,422;;4535,8
2335;0,2;146;312,037;284,755;283;330;557,234;555,208;60;282,418;;4535,8
2336;0,2;147,5;312,146;284,74;283;330;557,292;555,31;60;282,41;;4535,8
2337;0,2;135;312,232;284,737;283;330;557,393;555,447;60;282,407;;4535,8
2338;0,2;133;312,37;284,729;283;330;557,436;555,556;60;282,406;;4535,62
2339;0,2;135;312,377;284,744;283;330;557,393;555,498;60;282,404;;4534,83
2340;0,2;134;312,76;284,86;283;330;557,429;555,462;60;282,395;;4534,83
2341;0,2;132;312,985;284,928;283;330;557,436;555,411;60;282,388;;4534,83
2342;0,2;122,5;312,956;285,138;283;330;557,415;555,367;60;282,384;;4534,46
2343;0,2;115,5;312,934;285,145;283;330;557,248;555,216;60;282,384;;4533,6
2344;0,2;124;312,71;285,153;283;330;557,248;555,288;60;282,378;;4531,77
2345;0,2;133,5;313,404;285,145;283;330;557,342;555,411;60;282,371;;4527,51
2346;0,2;135,5;313,426;285,124;283;330;557,292;555,411;60;282,371;;4522,91
2347;0,2;121,5;313,332;285,12;283;330;557,292;555,317;60;282,369;;4522,52
2348;0,2;114;313,231;285,127;283;330;557,205;555,208;60;282,366;;4522,52
2349;0,2;118;313,187;285,131;283;330;557,096;555,093;60;282,362;;4522,52
2350;0,2;117;313,288;285,138;283;330;557,038;555,064;60;282,359;;4522,52
2351;0,2;117,5;313,419;285,142;283;330;557,002;555,122;60;282,357;;4522,52
2352;0,2;119;313,404;285,153;283;330;557,089;555,165;60;282,362;;4522,52
2353;0,2;120,5;313,332;285,156;283;330;557,096;555,143;60;282,366;;4522,52
2354;0,2;120;313,245;285,135;283;330;557,096;555,107;60;282,369;;4522,52
2355;0,2;120;313,194;285,12;283;330;556,959;555,064;60;282,373;;4522,52
2356;0,2;120;313,339;285,131;283;330;556,85;554,926;60;282,375;;4522,52
2357;0,2;119,5;313,426;285,135;283;330;556,771;554,81;60;282,378;;4522,44
2358;0,2;120;313,411;285,142;283;330;556,756;554,767;60;282,381;;4521,92
2359;0,2;120;313,332;285,149;283;330;556,713;554,702;60;282,386;;4521,92
2360;0,2;120;313,238;285,153;283;330;556,713;554,688;60;282,397;;4521,01
2361;0,2;119;313,187;285,124;283;330;556,713;554,688;60;282,409;;4520,47
2362;0,2;120;313,288;285,12;283;330;556,662;554,688;60;282,419;;4518,32
2363;0,2;118,5;313,419;285,127;283;330;556,655;554,688;60;282,428;;4515,24
2364;0,2;113,5;313,411;285,135;283;330;556,59;554,688;60;282,437;;4512,91
2365;0,2;114;313,325;285,142;283;330;556,713;554,702;60;282,447;;4510,52
2366;0,2;112;313,238;285,149;283;330;556,749;554,716;60;282,463;;4509,22
2367;0,2;111,5;313,18;285,156;283;330;556,858;554,81;60;282,478;;4507,77
2368;0,2;111;313,267;285,149;283;330;556,901;554,876;60;282,492;;4503,07
2369;0,2;110,5;313,368;285,124;283;330;556,894;555,078;60;282,504;;4497,64
2370;0,2;105,5;313,433;285,12;283;330;556,923;555,013;60;282,518;;4496,32
2371;0,2;100,5;313,339;285,131;283;330;556,995;555,093;60;282,531;;4495,63
2372;0,2;98;313,26;285,138;283;330;557,053;555,158;60;282,546;;4492,1
2373;0,2;92;312,891;285,149;283;330;557,212;555,317;60;282,559;;4492,02
2374;0,2;86,5;312,876;285,153;283;330;557,292;555,281;60;282,567;;4491,26
2375;0,2;87;312,92;285,149;283;330;557,292;555,454;60;282,575;;4490,8
2376;0,2;88;312,999;285,124;283;330;557,393;555,447;60;282,586;;4490,8
2377;0,2;95,5;313,057;285,124;283;330;557,436;555,556;60;282,595;;4490,8
2378;0,2;92,5;313,093;285,131;283;330;557,436;555,556;60;282,606;;4490,8
2379;0,2;87,5;312,666;285,138;283;330;557,386;555,447;60;282,618;;4490,8
2380;0,2;80,5;312,203;285,145;283;330;557,292;555,389;60;282,629;;4490,8
2381;0,2;83;312,16;285,153;283;330;557,292;555,396;60;282,642;;4490,8
2382;0,2;86,5;312,203;285,156;283;330;557,292;555,411;60;282,649;;4490,21
2383;0,2;84;312,182;285,135;283;330;557,292;555,469;60;282,661;;4489,32
2384;0,2;83;311,878;285,12;283;330;557,335;555,556;60;282,672;;4488,34
2385;0,2;87;312,131;285,127;283;330;557,436;555,65;60;282,679;;4488,34
2386;0,2;87;311,697;285,135;283;330;557,501;555,693;60;282,686;;4488,22
2387;0,2;88;311,249;285,145;283;330;557,61;555,845;60;282,693;;4485,57
2388;0,2;93,5;311,155;285,149;283;330;557,726;555,91;60;282,703;;4484,66
2389;0,2;96;310,865;285,156;283;330;557,726;555,917;60;282,713;;4484,66
2390;0,2;99,5;310,916;285,135;283;330;557,726;555,845;60;282,72;;4483,09
2391;0,2;109,5;311,017;285,12;283;330;557,726;555,845;60;282,73;;4480,64
2392;0,2;107,5;310,684;285,127;283;330;557,726;555,794;60;282,743;;4479,76
2393;0,2;102;310,279;285,135;283;330;557,682;555,845;60;282,756;;4479,14
2394;0,2;104,5;310,185;285,026;283;330;557,675;555,845;60;282,77;;4477,65
2395;0,2;107;310,163;285,149;283;330;557,726;555,794;60;282,784;;4477,31
2396;0,2;106;309,411;285,145;283;330;557,603;555,787;60;282,797;;4477,31
2397;0,2;105;309,512;285,124;283;330;557,53;555,7;60;282,808;;4477,31
2398;0,2;109,5;309,628;284,997;283;330;557,342;555,483;60;282,82;;4477,31
2399;0,2;110;309,628;284,856;283;330;557,248;555,411;60;282,83;;4477,31
2400;0,2;103;309,556;284,867;283;330;557,292;555,411;60;282,843;;4477,31
2401;0,2;98,5;309,657;284,903;283;330;557,335;555,476;60;282,857;;4476,2
2402;0,2;99,5;309,172;284,918;283;330;557,436;555,628;60;282,871;;4474,85
2403;0,2;103;309,078;284,871;283;330;557,624;555,613;60;282,885;;4474,85
2404;0,2;104,5;309,115;284,874;283;330;557,581;555,693;60;282,898;;4474,49
2405;0,2;105;309,223;284,881;283;330;557,624;555,744;60;282,91;;4472,21
2406;0,2;105;309,324;285,135;283;330;557,581;555,7;60;282,919;;4467,73
2407;0,2;101;309,332;285,12;283;330;557,53;555,65;60;282,93;;4465,94
2408;0,2;94;309,267;285,127;283;330;557,436;555,527;60;282,94;;4465,33
2409;0,2;91;309,172;285,131;283;330;557,393;555,396;60;282,952;;4464,25
2410;0,2;91;308,362;285,138;283;330;557,306;555,382;60;282,963;;4464,25
2411;0,2;87,5;308,652;285,145;283;330;557,35;555,411;60;282,975;;4463,25
2412;0,2;84,5;308,753;285,149;283;330;557,292;555,324;60;282,986;;4463,03
2413;0,2;88,5;308,818;285,142;283;330;557,219;555,31;60;282,999;;4463,03
2414;0,2;91;308,955;285,12;283;330;557,147;555,165;60;283,01;;4463,03
2415;0,2;86;308,76;285,124;283;330;557,147;555,143;60;283,019;;4463,03
2416;0,2;78;308,724;285,131;283;330;557,046;555,143;60;283,033;;4462,35
2417;0,2;73;308,456;285,142;283;330;557,002;555,027;60;283,04;;4461,81
2418;0,2;71,5;308,16;285,149;283;330;556,879;554,977;60;283,048;;4461,51
2419;0,2;73,5;308,102;285,153;283;330;556,944;555,056;60;283,056;;4460,58
2420;0,2;76;308,152;285,142;283;330;557,002;555,02;60;283,061;;4460,58
2421;0,2;77,5;308,29;285,12;283;330;557,002;555,114;60;283,07;;4460,58
2422;0,2;79;308,37;285,12;283;330;557,002;555,107;60;283,077;;4460,58
2423;0,2;76,5;308,247;285,131;283;330;557,002;554,999;60;283,082;;4459,43
2424;0,2;73;308,095;285,138;283;330;557,053;555,15;60;283,086;;4459,36
2425;0,2;70,5;307,907;285,145;283;330;557,147;555,266;60;283,095;;4459,36
2426;0,2;73;307,841;285,156;283;330;557,147;555,179;60;283,103;;4459,19
2427;0,2;74,5;307,834;285,142;283;330;557,19;555,266;60;283,108;;4456,33
2428;0,2;78,5;307,878;285,12;283;330;557,198;555,266;60;283,115;;4453,24
2429;0,2;78;307,516;285,124;283;330;557,292;555,396;60;283,118;;4452,19
2430;0,2;75,5;307,234;285,131;283;330;557,292;555,411;60;283,12;;4449,01
2431;0,2;75;307,284;285,138;283;330;557,371;555,411;60;283,12;;4444,08
2432;0,2;78;307,219;285,142;283;330;557,436;555,433;60;283,123;;4439,81
2433;0,2;82,5;307,118;285,145;283;330;557,436;555,556;60;283,126;;4439,81
2434;0,2;84;306,944;285,156;283;330;557,581;555,686;60;283,133;;4439,8
2435;0,2;81,5;306,597;285,138;283;330;557,653;555,838;60;283,132;;4439,59
2436;0,2;87,5;306,821;285,124;283;330;557,689;555,78;60;283,137;;4439,59
2437;0,2;98;306,937;285,124;283;330;557,581;555,7;60;283,141;;4439,59
2438;0,2;98,5;306,836;285,135;283;330;557,581;555,664;60;283,144;;4439,59
2439;0,2;95,5;306,691;285,142;283;330;557,617;555,606;60;283,144;;4439,59
2440;0,2;89;306,713;285,149;283;330;557,581;555,657;60;283,144;;4439,59
2441;0,2;88,5;306,503;285,153;283;330;557,718;555,765;60;283,145;;4439,59
2442;0,2;92;306,011;285,145;283;330;557,87;555,968;60;283,148;;4438,58
2443;0,2;96;306,047;285,124;283;330;557,979;556,026;60;283,153;;4437,19
2444;0,2;102;306,156;285,124;283;330;558,087;556,134;60;283,158;;4435,41
2445;0,2;105,5;306,264;285,131;283;330;558,073;556,134;60;283,162;;4435,41
2446;0,2;107,5;306,243;285,138;283;330;558,015;556,113;60;283,171;;4435,11
2447;0,2;105;306,141;285,145;283;330;558,015;555,99;60;283,178;;4432,96
2448;0,2;100;306,055;285,149;283;330;557,943;555,946;60;283,189;;4431,96
2449;0,2;100;306,019;285,156;283;330;557,87;555,888;60;283,197;;4430,16
2450;0,2;98,5;306,091;285,135;283;330;557,776;555,845;60;283,204;;4425,64
2451;0,2;97;306,199;285,12;283;330;557,726;555,845;60;283,214;;4425,64
2452;0,2;97,5;306,279;285,127;283;330;557,769;555,845;60;283,221;;4425,25
2453;0,2;96,5;306,228;285,131;283;330;557,726;555,794;60;283,229;;4423,67
2454;0,2;94;306,134;285,142;283;330;557,646;555,7;60;283,239;;4423,2
2455;0,2;91,5;306,055;285,149;283;330;557,581;555,7;60;283,248;;4422,81
2456;0,2;92;306,033;285,153;283;330;557,689;555,78;60;283,255;;4421,33
2457;0,2;91;306,134;285,135;283;330;557,682;555,845;60;283,259;;4420,77
2458;0,2;88,5;306,228;285,12;283;330;557,726;555,845;60;283,262;;4420,77
2459;0,2;84,5;306,192;285,127;283;330;557,726;555,773;60;283,266;;4420,77
2460;0,2;84;306,12;285,135;283;330;557,726;555,787;60;283,27;;4420,77
2461;0,2;81,5;306,033;285,138;283;330;557,747;555,932;60;283,274;;4420,77
2462;0,2;79;306,026;285,145;283;330;557,993;556,04;60;283,277;;4420,64
2463;0,2;79;306,134;285,149;283;330;558,058;556,243;60;283,28;;4418,33
2464;0,2;76;306,236;285,153;283;330;558,319;556,402;60;283,284;;4418,19
2465;0,2;73;306,25;285,124;283;330;558,449;556,51;60;283,287;;4418,04
2466;0,2;73;306,156;285,12;283;330;558,449;556,619;60;283,291;;4417,44
2467;0,2;72;306,04;285,127;283;330;558,579;556,568;60;283,292;;4415,61
2468;0,2;70,5;306,047;285,337;283;330;558,449;556,568;60;283,293;;4410,4
2469;0,2;69,5;306,156;285,373;283;330;558,435;556,568;60;283,293;;4406,34
2470;0,2;69,5;306,236;285,409;283;330;558,377;556,431;60;283,294;;4404,03
2471;0,2;67,5;305,903;285,395;283;330;558,398;556,525;60;283,298;;4403,3
2472;0,2;65,5;305,896;285,315;283;330;558,449;556,539;60;283,298;;4398,93
2473;0,2;72,5;305,802;285,319;283;330;558,362;556,474;60;283,301;;4397,15
2474;0,2;78,5;305,736;285,37;283;330;558,341;556,518;60;283,301;;4396,17
2475;0,2;78;305,765;285,38;283;330;558,304;556,51;60;283,301;;4395,13
2476;0,2;78,5;305,679;285,42;283;330;558,435;556,489;60;283,301;;4395,13
2477;0,2;79,5;305,548;285,511;283;330;558,558;556,648;60;283,301;;4395,13
2478;0,2;79;305,44;285,391;283;330;558,644;556,756;60;283,301;;4394,52
2479;0,2;79;305,23;285,399;283;330;558,738;556,858;60;283,301;;4393,91
2480;0,2;79;305,143;285,399;283;330;558,861;557,002;60;283,297;;4393,91
2481;0,2;84,5;305,035;285,532;283;330;558,883;556,937;60;283,295;;4393,31
2482;0,2;88;304,991;285,536;283;330;558,84;556,858;60;283,296;;4392,95
2483;0,2;90;305,093;285,547;283;330;558,767;556,764;60;283,292;;4392,95
2484;0,2;92,5;305,201;285,554;283;330;558,666;556,713;60;283,288;;4392,95
2485;0,2;91,5;305,237;285,522;283;330;558,594;556,713;60;283,278;;4392,82
2486;0,2;91;304,767;285,38;283;330;558,608;556,713;60;283,269;;4389,78
2487;0,2;92;304,384;285,511;283;330;558,738;556,8;60;283,259;;4384,26
2488;0,2;100;304,47;285,268;283;330;558,89;557,01;60;283,249;;4384,26
2489;0,2;106;304,55;285,29;283;330;559,028;557,147;60;283,243;;4384,26
2490;0,2;105;304,565;285,272;283;330;559,028;557,219;60;283,232;;4383,02
2491;0,2;112;304,637;285,261;283;330;559,086;557,292;60;283,216;;4381,13
2492;0,2;121,5;304,55;285,406;283;330;559,172;557,292;60;283,202;;4378,19
2493;0,2;123;304,926;285,265;283;330;559,136;557,393;60;283,19;;4375,42
2494;0,2;118,5;304,883;285,236;283;330;559,303;557,436;60;283,178;;4373,41
2495;0,2;126,5;304,774;285,232;283;330;559,274;557,436;60;283,164;;4373,33
2496;0,2;136,5;304,753;285,261;283;330;559,317;557,48;60;283,148;;4373,33
2497;0,2;139;304,738;285,276;283;330;559,39;557,581;60;283,134;;4372,29
2498;0,2;132,5;304,984;285,475;283;330;559,462;557,581;60;283,122;;4372,12
2499;0,2;129;305,085;285,464;283;330;559,505;557,581;60;283,111;;4372,12
2500;0,2;132;305,201;285,438;283;330;559,512;557,661;60;283,098;;4372,12
2501;0,2;135;305,237;285,428;283;330;559,578;557,776;60;283,087;;4372,12
2502;0,2;135,5;305,288;285,446;283;330;559,607;557,784;60;283,078;;4372,12
2503;0,2;139,5;305,339;285,406;283;330;559,751;557,87;60;283,067;;4372,08
2504;0,2;134;305,288;285,355;283;330;559,896;557,907;60;283,059;;4372
2505;0,2;132;305,273;285,359;283;330;560,004;558,015;60;283,054;;4368,73
2506;0,2;134;306,055;285,38;283;330;560,041;558,022;60;283,051;;4367,73
2507;0,2;134;306,228;285,438;283;330;559,997;558,051;60;283,048;;4367,15
