Time;[11:7];[31:48];[31:110];[31:112];[31:115];[32:1];[32:80];[32:85];[32:124];[33:108];[ChannelInfoFieldText([10:1], "$PDA_expression")]_text;[Bandl‰nge auf Abhaspel]
218;0,2;23,5;282,509;275,933;276;330;0,578704;0,578704;0;275,944;;6158,35
219;0,2;25;282,603;275,922;276;330;0,578704;0,578704;0;275,95;;6158,35
220;0,2;27;282,668;275,915;276;330;0,578704;0,578704;0;275,956;;6158,35
221;0,2;29;282,697;275,911;276;330;0,578704;0,578704;0;275,961;;6158,35
222;0,2;30;282,668;275,915;276;330;0,578704;0,578704;0;275,966;;6158,35
223;0,2;29,5;282,538;275,937;276;330;0,578704;0,578704;0;275,97;;6158,35
224;0,2;29;282,436;275,937;276;330;0,578704;0,578704;0;275,973;;6158,35
225;0,2;30;282,509;275,926;276;330;0,578704;0,578704;0;275,976;;6158,35
226;0,2;30;282,603;275,922;276;330;0,578704;0,578704;0;275,979;;6158,35
227;0,2;30;282,661;275,919;276;330;0,578704;0,578704;0;275,982;;6158,35
228;0,2;30;282,675;275,911;276;330;0,578704;0,578704;0;275,984;;6158,35
229;0,2;30;282,595;275,911;276;330;0,578704;0,578704;0;275,986;;6158,35
230;0,2;30;282,451;275,937;276;330;0,578704;0,578704;0;275,987;;6158,35
231;0,2;30;282,451;275,937;276;330;0,578704;0,578704;0;275,989;;6158,35
232;0,2;30;282,538;275,933;276;330;0,578704;0,578704;0;275,99;;6158,35
233;0,2;29,5;282,632;275,922;276;330;0,578704;0,578704;0;275,992;;6158,35
234;0,2;29,5;282,69;275,919;276;330;0,578704;0,578704;0;275,993;;6158,35
235;0,2;30;282,639;275,911;276;330;0,578704;0,578704;0;275,993;;6158,35
236;0,2;29,5;282,538;275,911;276;330;0,578704;0,578704;0;275,994;;6158,35
237;0,2;29;282,436;275,937;276;330;0,578704;0,578704;0;275,995;;6158,35
238;0,2;29,5;282,458;275,94;276;330;0,578704;0,578704;0;275,996;;6158,35
239;0,2;30;282,595;275,93;276;330;0,578704;0,578704;0;275,996;;6158,35
240;0,2;29,5;282,675;275,926;276;330;0,578704;0,578704;0;275,997;;6158,35
241;0,2;29,5;282,697;275,915;276;330;0,578704;0,578704;0;276,001;;6158,35
242;0,2;31;282,595;275,911;276;330;0,578704;0,578704;0;276,004;;6158,35
243;0,2;33,5;282,48;275,908;276;330;0,578704;0,578704;0;276,006;;6158,35
244;0,2;31;282,436;275,915;276;330;0,578704;0,578704;0;276,01;;6158,35
245;0,2;29,5;282,545;275,94;276;330;0,578704;0,578704;0;276,013;;6158,35
246;0,2;30;282,61;275,937;276;330;0,578704;0,578704;0;276,021;;6158,35
247;0,2;29,5;282,812;275,926;276;330;0,578704;0,578704;0;276,027;;6158,35
248;0,2;29;282,957;275,919;276;330;0,578704;0,578704;0;276,034;;6158,35
249;0,2;30;282,856;275,911;276;330;0,578704;0,578704;0;276,039;;6158,35
250;0,2;27,5;282,776;275,911;276;330;0,578704;0,578704;0;276,043;;6158,35
251;0,2;20;282,726;275,915;276;330;0,578704;0,578704;0;276,043;;6158,35
252;0,2;18,5;282,74;275,93;276;330;0,578704;0,578704;0;276,046;;6158,35
253;0,2;16;282,82;275,94;276;330;0,578704;0,578704;0;276,047;;6158,35
254;0,2;16,5;282,914;275,933;276;330;0,578704;0,578704;0;276,053;;6158,35
255;0,2;21;283,008;275,926;276;330;0,578704;0,578704;0;276,05;;6158,35
256;0,2;21;283,087;275,922;276;330;0,578704;0,578704;0;276,048;;6158,35
257;0,2;21;283,116;275,915;276;330;0,578704;0,578704;0;276,049;;6158,35
258;0,2;22;283,022;275,911;276;330;0,578704;0,578704;0;276,053;;6158,35
259;0,2;18,5;282,972;275,908;276;330;0,528067;0,578704;0;276,051;;6158,35
260;0,2;13;282,95;275,915;276;330;0,434028;0,578704;0;276,056;;6158,35
261;0,2;12;282,993;275,933;276;330;0,434028;0,578704;0;276,06;;6158,35
262;0,2;13;283,073;275,937;276;330;0,434028;0,578704;0;276,06;;6158,35
263;0,2;15;283,174;275,93;276;330;0,434028;0,578704;0;276,059;;6158,35
264;0,2;16;283,275;275,922;276;330;0,528067;0,578704;0;276,063;;6158,35
265;0,2;16,5;282,914;275,911;276;330;0,578704;0,578704;0;276,063;;6158,35
266;0,2;18,5;282,784;275,908;276;330;0,578704;0,578704;0;276,063;;6158,35
267;0,2;18,5;282,69;275,919;276;330;0,578704;0,578704;0;276,067;;6158,35
268;0,2;17,5;282,704;275,937;276;330;0,578704;0,578704;0;276,069;;6262,48
269;0,2;14;282,769;275,94;276;330;0,578704;0,578704;0;276,071;;6276,72
270;0,2;17;282,574;275,933;276;330;0,578704;0,578704;0;276,067;;6276,68
271;0,2;22;282,668;275,926;276;330;0,578704;0,578704;0;276,067;;6276,68
272;0,2;25,5;282,697;275,919;276;330;0,578704;0,578704;0;276,068;;6276,68
273;0,2;29,5;282,581;275,911;276;330;0,578704;0,578704;0;276,076;;6276,68
274;0,2;32,5;282,465;275,908;276;330;0,578704;0,578704;0;276,08;;6276,68
275;0,2;29,5;282,494;275,919;276;330;0,542535;0,578704;0;276,082;;6276,68
276;0,2;29,5;282,617;275,937;276;330;0,564236;0,578704;0;276,084;;6276,68
277;0,2;31,5;282,661;275,94;276;330;0,578704;0,578704;0;276,086;;6276,68
278;0,2;34;282,682;275,937;276;330;0,578704;0,578704;0;276,093;;6276,68
279;0,2;31;282,567;275,922;276;330;0,578704;0,578704;0;276,097;;6276,68
280;0,2;31;282,451;275,919;276;330;0,578704;0,578704;0;276,106;;6276,68
281;0,2;34,5;282,451;275,911;276;330;0,578704;0,578704;0;276,108;;6276,68
282;0,2;33;282,53;275,911;276;330;0,578704;0,578704;0;276,109;;6276,68
283;0,2;33;282,61;275,926;276;330;0,578704;0,578704;0;276,112;;6276,68
284;0,2;35,5;282,682;275,94;276;330;0,578704;0,578704;0;276,116;;6276,68
285;0,2;35,5;282,69;275,933;276;330;0,520833;0,578704;0;276,119;;6276,68
286;0,2;32,5;282,588;275,926;276;330;0,434028;0,578704;0;276,125;;6276,68
287;0,2;31,5;282,465;275,922;276;330;0,434028;0,578704;0;276,133;;6276,68
288;0,2;35,5;282,444;275,915;276;330;0,434028;0,578704;0;276,138;;6276,68
289;0,2;35,5;282,545;275,911;276;330;0,434028;0,578704;0;276,145;;6276,68
290;0,2;32;282,603;275,908;276;330;0,434028;0,578704;0;276,149;;6276,68
291;0,2;34,5;282,682;275,915;276;330;0,434028;0,578704;0;276,155;;6276,68
292;0,2;35,5;282,682;275,933;276;330;0,434028;0,578704;0;276,158;;6276,68
293;0,2;35;282,523;275,937;276;330;0,434028;0,578704;0;276,161;;6276,68
294;0,2;35;282,581;275,926;276;330;0,434028;0,578704;0;276,164;;6276,68
295;0,2;35;282,921;275,919;276;330;0,434028;0,578704;0;276,167;;6276,68
296;0,2;35;283,03;275,911;276;330;0,434028;0,62934;0;276,169;;6276,68
297;0,2;28;283,109;275,911;276;330;0,434028;0,622106;0;276,17;;6276,68
298;0,2;23;283,167;275,911;276;330;0,477431;0,578704;0;276,177;;6276,68
299;0,2;22;283,225;275,94;276;330;0,477431;0,578704;0;276,185;;6276,68
300;0,2;23;283,181;275,94;276;330;0,434028;0,578704;0;276,187;;6276,68
301;0,2;21;283,116;275,93;276;330;0,434028;0,578704;0;276,192;;6276,68
302;0,2;20,5;283,08;275,922;276;330;0,470197;0,578704;0;276,195;;6276,68
303;0,2;20;283,066;275,919;276;330;0,441262;0,578704;0;276,197;;6276,68
304;0,2;22;283,239;275,911;276;330;0,434028;0,578704;0;276,197;;6276,68
305;0,2;21;283,297;275,908;276;330;0,434028;0,578704;0;276,2;;6276,68
306;0,2;17,5;282,885;275,94;276;330;0,434028;0,578704;0;276,204;;6276,68
307;0,2;19,5;283,167;275,937;276;330;0,434028;0,578704;0;276,202;;6276,68
308;0,2;21;283,442;275,933;276;330;0,434028;0,578704;0;276,203;;6276,68
309;0,2;16,5;282,856;275,919;276;330;0,434028;0,578704;0;276,204;;6276,68
310;0,2;16;282,769;275,911;276;330;0,477431;0,578704;0;276,206;;6276,68
311;0,2;19,5;282,682;275,908;276;330;0,434028;0,578704;0;276,211;;6276,68
312;0,2;21;282,661;275,926;276;330;0,434028;0,578704;0;276,217;;6276,68
313;0,2;17;282,704;275,94;276;330;0,434028;0,578704;0;276,224;;6276,68
314;0,2;13;283,001;275,937;276;330;0,434028;0,578704;0;276,242;;6276,68
315;0,2;17,5;282,863;275,93;276;330;0,434028;0,578704;0;276,281;;6276,68
316;0,2;17,5;283,131;275,922;276;330;0,434028;0,578704;0;276,327;;6276,68
317;0,2;19,5;283,218;275,919;276;330;0,434028;0,578704;0;276,372;;6276,68
318;0,2;20;283,116;275,911;276;330;0,477431;0,578704;0;276,41;;6276,68
319;0,2;21;282,979;275,911;276;330;0,484664;0,578704;0;276,443;;6276,68
320;0,2;21;282,899;275,926;276;330;0,434028;0,578704;0;276,473;;6276,68
321;0,2;21;282,892;275,94;276;330;0,434028;0,578704;0;276,499;;6276,68
322;0,2;24;282,914;275,937;276;330;0,434028;0,578704;0;276,527;;6276,68
323;0,2;25;282,964;275,93;276;330;0,434028;0,578704;0;276,549;;6276,68
324;0,2;24;283,478;275,919;276;330;0,434028;0,578704;0;276,571;;6276,68
325;0,2;23;283,073;275,911;276;330;0,484664;0,578704;0;276,591;;6276,68
326;0,2;24;282,588;275,911;276;330;0,535301;0,578704;0;276,604;;6276,68
327;0,2;26;282,436;275,926;276;330;0,557002;0,578704;0;276,619;;6276,68
328;0,2;28;282,473;275,937;276;330;0,434028;0,578704;0;276,63;;6276,68
329;0,2;30;282,567;275,933;276;330;0,434028;0,578704;0;276,641;;6276,68
