time;Banddicke;Verzinnungsstation_ Kühlleistung;Bandbreite;Bandgeschwindigkeit;Düsendruck Bandoberseite;Düsendruck Bandunterseite;Wannentemperatur außen (WSP);Zinnbadtemperatur Wanne (WSP);Temperatur unter der Zinnbadrolle 1 (WSP);Reglerausgang Y-Out (WSP);Wirksame Soll-Temperatur (WSP)
sec;mm;kW;mm;m/min;mbar;mbar;°C;°C;°C;%;°C
12.06.2026 06:46:54.938787;0,43;5,35231;340;0;0,434028;0,578704;279,301;269,967;269,835;4,84796;270
12.06.2026 06:46:55.938787;0,43;5,43224;340;0;0,434028;0,578704;279,301;269,967;269,835;4,84796;270
12.06.2026 06:46:56.938787;0,43;5,24866;340;0;0,434028;0,578704;279,387;269,93;269,845;5,54123;270
12.06.2026 06:46:57.938787;0,43;5,36021;340;0;0,434028;0,578704;279,387;269,93;269,845;5,54123;270
12.06.2026 06:46:58.938787;0,43;5,4384;340;0;0,289352;0,578704;279,387;269,93;269,845;5,54123;270
12.06.2026 06:46:59.938787;0,43;5,84399;340;0;0,289352;0,578704;279,387;269,93;269,845;5,54123;270
12.06.2026 06:47:00.938787;0,43;5,8555;340;0;0,434028;0,578704;279,413;270,105;269,857;3,46889;270
12.06.2026 06:47:01.938787;0,43;5,82846;340;0;0,289352;0,578704;279,413;270,105;269,857;3,46889;270
12.06.2026 06:47:02.938787;0,43;5,91672;340;0;0,434028;0,578704;279,413;270,105;269,857;3,46889;270
12.06.2026 06:47:03.938787;0,43;5,82214;340;0;0,578704;0,578704;279,413;270,105;269,857;3,46889;270
12.06.2026 06:47:04.938787;0,43;5,82162;340;0;0,434028;0,578704;279,505;270,638;269,869;0;270
12.06.2026 06:47:05.938787;0,43;5,88196;340;0;0,434028;0,578704;279,505;270,638;269,869;0;270
12.06.2026 06:47:06.938787;0,43;5,85617;340;0;0,434028;0,578704;279,505;270,638;269,869;0;270
12.06.2026 06:47:07.938787;0,43;5,89575;340;0;0,434028;0,578704;279,505;270,638;269,869;0;270
12.06.2026 06:47:08.938787;0,43;5,83725;340;0;0,434028;0,578704;279,296;270,383;269,874;6,32544;270
12.06.2026 06:47:09.938787;0,43;5,80434;340;0;0,434028;0,434028;279,296;270,383;269,874;6,32544;270
12.06.2026 06:47:10.938787;0,43;5,82162;340;0;0,434028;0,578704;279,296;270,383;269,874;6,32544;270
12.06.2026 06:47:11.938787;0,43;5,77175;340;0;0,434028;0,578704;279,296;270,383;269,874;6,32544;270
12.06.2026 06:47:12.938787;0,43;5,8287;340;0;0,434028;0,578704;278,894;270,018;269,877;6,47001;270
12.06.2026 06:47:13.938787;0,43;5,82675;340;0;0,434028;0,578704;278,894;270,018;269,877;6,47001;270
12.06.2026 06:47:14.938787;0,43;5,77151;340;0;0,434028;0,578704;278,894;270,018;269,877;6,47001;270
12.06.2026 06:47:15.938787;0,43;5,84399;340;0;0,434028;0,578704;278,894;270,018;269,877;6,47001;270
12.06.2026 06:47:16.938787;0,43;5,86827;340;0;0,434028;0,578704;278,76;270,12;269,886;5,01549;270
12.06.2026 06:47:17.938787;0,43;5,79792;340;0;0,434028;0,578704;278,76;270,12;269,886;5,01549;270
12.06.2026 06:47:18.938787;0,43;5,82681;340;0;0,434028;0,578704;278,76;270,12;269,886;5,01549;270
12.06.2026 06:47:19.938787;0,43;5,79437;340;0;0,434028;0,578704;278,76;270,12;269,886;5,01549;270
12.06.2026 06:47:20.938787;0,43;5,78895;340;0;0,434028;0,578704;278,921;270,333;269,895;1,71912;270
12.06.2026 06:47:21.938787;0,43;5,88001;340;0;0,434028;0,578704;278,921;270,333;269,895;1,71912;270
12.06.2026 06:47:22.938787;0,43;5,86955;340;0;0,434028;0,578704;278,921;270,333;269,895;1,71912;270
12.06.2026 06:47:23.938787;0,43;5,79086;340;0;0,578704;0,578704;278,921;270,333;269,895;1,71912;270
12.06.2026 06:47:24.938787;0,43;5,84727;340;0;0,434028;0,578704;278,945;270,4;269,901;2,70785;270
12.06.2026 06:47:25.938787;0,43;5,80459;340;0;0,434028;0,578704;278,945;270,4;269,901;2,70785;270
12.06.2026 06:47:26.938787;0,43;5,82162;340;0;0,434028;0,578704;278,945;270,4;269,901;2,70785;270
12.06.2026 06:47:27.938787;0,43;5,82015;340;0;0,434028;0,578704;278,945;270,4;269,901;2,70785;270
12.06.2026 06:47:28.938787;0,43;5,81415;340;0;0,434028;0,578704;278,706;270,27;269,91;5,29904;270
12.06.2026 06:47:29.938787;0,43;5,79218;340;0;0,434028;0,578704;278,706;270,27;269,91;5,29904;270
12.06.2026 06:47:30.938787;0,43;5,81991;340;0;0,578704;0,578704;278,706;270,27;269,91;5,29904;270
12.06.2026 06:47:31.938787;0,43;5,8354;340;0;0,434028;0,578704;278,706;270,27;269,91;5,29904;270
12.06.2026 06:47:32.938787;0,43;5,76303;340;0;0,434028;0,434028;278,373;270,057;269,917;5,71691;270
12.06.2026 06:47:33.938787;0,43;5,72258;340;0;0,434028;0,578704;278,373;270,057;269,917;5,71691;270
12.06.2026 06:47:34.938787;0,43;5,76351;340;0;0,434028;0,578704;278,373;270,057;269,917;5,71691;270
12.06.2026 06:47:35.938787;0,43;5,76593;340;0;0,434028;0,578704;278,373;270,057;269,917;5,71691;270
12.06.2026 06:47:36.938787;0,43;5,81823;340;0;0,434028;0,578704;278,327;270,503;269,929;0,310772;270
12.06.2026 06:47:37.938787;0,43;5,77028;340;0;0,434028;0,578704;278,327;270,503;269,929;0,310772;270
12.06.2026 06:47:38.938787;0,43;5,77715;340;0;0,434028;0,578704;278,327;270,503;269,929;0,310772;270
12.06.2026 06:47:39.938787;0,43;5,81991;340;0;0,434028;0,578704;278,327;270,503;269,929;0,310772;270
12.06.2026 06:47:40.938787;0,43;5,7578;340;0;0,434028;0,578704;278,282;270,397;269,941;4,4003;270
12.06.2026 06:47:41.938787;0,43;5,80281;340;0;0,434028;0,578704;278,282;270,397;269,941;4,4003;270
12.06.2026 06:47:42.938787;0,43;5,82681;340;0;0,434028;0,578704;278,282;270,397;269,941;4,4003;270
12.06.2026 06:47:43.938787;0,43;5,7606;340;0;0,434028;0,578704;278,282;270,397;269,941;4,4003;270
12.06.2026 06:47:44.938787;0,43;5,81136;340;0;0,434028;0,434028;277,934;270,273;269,952;4,61058;270
12.06.2026 06:47:45.938787;0,43;5,77052;340;0;0,434028;0,578704;277,934;270,273;269,952;4,61058;270
12.06.2026 06:47:46.938787;0,43;5,8116;340;0;0,434028;0,578704;277,934;270,273;269,952;4,61058;270
12.06.2026 06:47:47.938787;0,43;5,77175;340;0;0,434028;0,578704;277,934;270,273;269,952;4,61058;270
12.06.2026 06:47:48.938787;0,43;5,78756;340;0;0,434028;0,578704;277,74;270,23;269,961;4,70323;270
12.06.2026 06:47:49.938787;0,43;5,78193;340;0;0,434028;0,578704;277,74;270,23;269,961;4,70323;270
12.06.2026 06:47:50.938787;0,43;5,81463;340;0;0,289352;0,578704;277,74;270,23;269,961;4,70323;270
12.06.2026 06:47:51.938787;0,43;5,9036;340;0;0,434028;0,434028;277,74;270,23;269,961;4,70323;270
12.06.2026 06:47:52.938787;0,43;5,79951;340;0;0,578704;0,578704;277,723;270,193;269,964;4,56057;270
12.06.2026 06:47:53.938787;0,43;5,86444;340;0;0,434028;0,578704;277,723;270,193;269,964;4,56057;270
12.06.2026 06:47:54.938787;0,43;5,79255;340;0;0,434028;0,578704;277,723;270,193;269,964;4,56057;270
12.06.2026 06:47:55.938787;0,43;5,8354;340;0;0,434028;0,578704;277,723;270,193;269,964;4,56057;270
12.06.2026 06:47:56.938787;0,43;5,76327;340;0;0,434028;0,578704;277,742;270,095;269,96;5,54148;270
12.06.2026 06:47:57.938787;0,43;5,83066;340;0;0,434028;0,578704;277,742;270,095;269,96;5,54148;270
12.06.2026 06:47:58.938787;0,43;5,83743;340;0;0,434028;0,578704;277,742;270,095;269,96;5,54148;270
12.06.2026 06:47:59.938787;0,43;5,8458;340;0;0,434028;0,578704;277,742;270,095;269,96;5,54148;270
12.06.2026 06:48:00.938787;0,43;5,9028;340;0;0,578704;0,578704;277,782;270,1;269,95;4,834;270
12.06.2026 06:48:01.938787;0,43;5,75833;340;0;0,434028;0,578704;277,782;270,1;269,95;4,834;270
12.06.2026 06:48:02.938787;0,43;5,80459;340;0;0,434028;0,578704;277,782;270,1;269,95;4,834;270
12.06.2026 06:48:03.938787;0,43;5,76614;340;0;0,289352;0,578704;277,782;270,1;269,95;4,834;270
12.06.2026 06:48:04.938787;0,43;5,83847;340;0;0,434028;0,578704;277,877;270,1;269,939;4,6678;270
12.06.2026 06:48:05.938787;0,43;5,77324;340;0;0,434028;0,578704;277,877;270,1;269,939;4,6678;270
12.06.2026 06:48:06.938787;0,43;5,88856;340;0;0,289352;0,578704;277,877;270,1;269,939;4,6678;270
12.06.2026 06:48:07.938787;0,43;5,86755;340;0;0,289352;0,578704;277,877;270,1;269,939;4,6678;270
12.06.2026 06:48:08.938787;0,43;5,8458;340;0;0,289352;0,578704;278,011;270,035;269,927;4,76609;270
12.06.2026 06:48:09.938787;0,43;5,76327;340;0;0,434028;0,578704;278,011;270,035;269,927;4,76609;270
12.06.2026 06:48:10.938787;0,43;5,76094;340;0;0,434028;0,578704;278,011;270,035;269,927;4,76609;270
12.06.2026 06:48:11.938787;0,43;5,80461;340;0;0,434028;0,578704;278,011;270,035;269,927;4,76609;270
12.06.2026 06:48:12.938787;0,43;5,80459;340;0;0,434028;0,434028;278,147;269,858;269,914;5,45072;270
12.06.2026 06:48:13.938787;0,43;5,74631;340;0;0,434028;0,578704;278,147;269,858;269,914;5,45072;270
12.06.2026 06:48:14.938787;0,43;5,74906;340;0;0,434028;0,578704;278,147;269,858;269,914;5,45072;270
12.06.2026 06:48:15.938787;0,43;5,76059;340;0;0,434028;0,578704;278,147;269,858;269,914;5,45072;270
12.06.2026 06:48:16.938787;0,43;5,7467;340;0;0,434028;0,578704;278,257;269,773;269,902;6,21936;270
12.06.2026 06:48:17.938787;0,43;5,78386;340;0;0,434028;0,434028;278,257;269,773;269,902;6,21936;270
12.06.2026 06:48:18.938787;0,43;5,85484;340;0;0,434028;0,578704;278,257;269,773;269,902;6,21936;270
12.06.2026 06:48:19.938787;0,43;5,7648;340;0;0,434028;0,578704;278,257;269,773;269,902;6,21936;270
12.06.2026 06:48:20.938787;0,43;5,78047;340;0;0,434028;0,578704;278,415;269,925;269,89;3,7719;270
12.06.2026 06:48:21.938787;0,43;5,69517;340;0;0,434028;0,578704;278,415;269,925;269,89;3,7719;270
12.06.2026 06:48:22.938787;0,43;5,74996;340;0;0,434028;0,578704;278,415;269,925;269,89;3,7719;270
12.06.2026 06:48:23.938787;0,43;5,76227;340;0;0,434028;0,578704;278,415;269,925;269,89;3,7719;270
12.06.2026 06:48:24.938787;0,43;5,77344;340;0;0,434028;0,578704;278,528;270,052;269,879;4,54417;270
12.06.2026 06:48:25.938787;0,43;5,8131;340;0;0,434028;0,578704;278,528;270,052;269,879;4,54417;270
12.06.2026 06:48:26.938787;0,43;5,86999;340;0;0,434028;0,578704;278,528;270,052;269,879;4,54417;270
12.06.2026 06:48:27.938787;0,43;5,71518;340;0;0,434028;0,578704;278,528;270,052;269,879;4,54417;270
12.06.2026 06:48:28.938787;0,43;5,78391;340;0;0,434028;0,578704;278,543;269,705;269,868;7,96114;270
12.06.2026 06:48:29.938787;0,43;5,75982;340;0;0,434028;0,578704;278,543;269,705;269,868;7,96114;270
12.06.2026 06:48:30.938787;0,43;5,69971;340;0;0,434028;0,578704;278,543;269,705;269,868;7,96114;270
12.06.2026 06:48:31.938787;0,43;5,80785;340;0;0,578704;0,578704;278,543;269,705;269,868;7,96114;270
12.06.2026 06:48:32.938787;0,43;5,75194;340;0;0,434028;0,578704;278,615;269,885;269,855;3,19036;270
12.06.2026 06:48:33.938787;0,43;5,8114;340;0;0,434028;0,578704;278,615;269,885;269,855;3,19036;270
12.06.2026 06:48:34.938787;0,43;5,73078;340;0;0,434028;0,578704;278,615;269,885;269,855;3,19036;270
12.06.2026 06:48:35.938787;0,43;5,65824;340;0;0,434028;0,578704;278,615;269,885;269,855;3,19036;270
12.06.2026 06:48:36.938787;0,43;5,81136;340;0;0,434028;0,578704;278,761;269,915;269,843;5,44143;270
12.06.2026 06:48:37.938787;0,43;5,77999;340;0;0,434028;0,578704;278,761;269,915;269,843;5,44143;270
12.06.2026 06:48:38.938787;0,43;5,73078;340;0;0,434028;0,578704;278,761;269,915;269,843;5,44143;270
12.06.2026 06:48:39.938787;0,43;5,78047;340;0;0,434028;0,578704;278,761;269,915;269,843;5,44143;270
12.06.2026 06:48:40.938787;0,43;5,72359;340;0;0,434028;0,578704;278,708;269,955;269,832;4,1965;270
12.06.2026 06:48:41.938787;0,43;5,71646;340;0;0,434028;0,578704;278,708;269,955;269,832;4,1965;270
12.06.2026 06:48:42.938787;0,43;5,75747;340;0;0,434028;0,72338;278,708;269,955;269,832;4,1965;270
12.06.2026 06:48:43.938787;0,43;5,80615;340;0;0,434028;0,434028;278,708;269,955;269,832;4,1965;270
12.06.2026 06:48:44.938787;0,43;5,74767;340;0;0,434028;0,578704;278,694;270,12;269,822;4,36342;270
12.06.2026 06:48:45.938787;0,43;5,773;340;0;0,434028;0,578704;278,694;270,12;269,822;4,36342;270
12.06.2026 06:48:46.938787;0,43;5,80591;340;0;0,434028;0,578704;278,694;270,12;269,822;4,36342;270
12.06.2026 06:48:47.938787;0,43;5,72484;340;0;0,434028;0,578704;278,694;270,12;269,822;4,36342;270
12.06.2026 06:48:48.938787;0,43;5,67563;340;0;0,434028;0,578704;278,605;270,1;269,808;4,83427;270
12.06.2026 06:48:49.938787;0,43;5,82162;340;0;0,434028;0,578704;278,605;270,1;269,808;4,83427;270
12.06.2026 06:48:50.938787;0,43;5,81463;340;0;0,434028;0,578704;278,605;270,1;269,808;4,83427;270
12.06.2026 06:48:51.938787;0,43;5,76432;340;0;0,434028;0,578704;278,605;270,1;269,808;4,83427;270
12.06.2026 06:48:52.938787;0,43;5,77324;340;0;0,434028;0,578704;278,543;269,952;269,797;4,76884;270
12.06.2026 06:48:53.938787;0,43;5,76852;340;0;0,578704;0,434028;278,543;269,952;269,797;4,76884;270
12.06.2026 06:48:54.938787;0,43;5,73078;340;0;0,434028;0,578704;278,543;269,952;269,797;4,76884;270
12.06.2026 06:48:55.938787;0,43;5,71678;340;0;0,434028;0,578704;278,543;269,952;269,797;4,76884;270
12.06.2026 06:48:56.938787;0,43;5,75698;340;0;0,434028;0,578704;278,585;270,052;269,789;4,23551;270
12.06.2026 06:48:57.938787;0,43;5,8047;340;0;0,578704;0,578704;278,585;270,052;269,789;4,23551;270
12.06.2026 06:48:58.938787;0,43;5,77028;340;0;0,434028;0,578704;278,585;270,052;269,789;4,23551;270
12.06.2026 06:48:59.938787;0,43;5,70701;340;0;0,434028;0,578704;278,585;270,052;269,789;4,23551;270
12.06.2026 06:49:00.938787;0,43;5,77855;340;0;0,434028;0,578704;278,642;270,505;269,783;0,185688;270
12.06.2026 06:49:01.938787;0,43;5,66598;340;0;0,434028;0,578704;278,642;270,505;269,783;0,185688;270
12.06.2026 06:49:02.938787;0,43;5,72354;340;0;0,434028;0,578704;278,642;270,505;269,783;0,185688;270
12.06.2026 06:49:03.938787;0,43;5,76239;340;0;0,578704;0,578704;278,642;270,505;269,783;0,185688;270
12.06.2026 06:49:04.938787;0,43;5,68477;340;0;0,578704;0,578704;278,578;270,595;269,777;1,47847;270
12.06.2026 06:49:05.938787;0,43;5,71144;340;0;0,578704;0,578704;278,578;270,595;269,777;1,47847;270
12.06.2026 06:49:06.938787;0,43;5,64135;340;0;0,434028;0,578704;278,578;270,595;269,777;1,47847;270
12.06.2026 06:49:07.938787;0,43;5,74906;340;0;0,434028;0,578704;278,578;270,595;269,777;1,47847;270
12.06.2026 06:49:08.938787;0,43;5,78731;340;0;0,434028;0,578704;278,263;270,31;269,771;6,38053;270
12.06.2026 06:49:09.938787;0,43;5,67435;340;0;0,434028;0,578704;278,263;270,31;269,771;6,38053;270
12.06.2026 06:49:10.938787;0,43;5,74065;340;0;0,434028;0,578704;278,263;270,31;269,771;6,38053;270
12.06.2026 06:49:11.938787;0,43;5,77324;340;0;0,434028;0,578704;278,263;270,31;269,771;6,38053;270
12.06.2026 06:49:12.938787;0,43;5,74574;340;0;0,434028;0,578704;277,928;270,105;269,766;5,89156;270
12.06.2026 06:49:13.938787;0,43;5,7385;340;0;0,434028;0,578704;277,928;270,105;269,766;5,89156;270
12.06.2026 06:49:14.938787;0,43;5,73078;340;0;0,578704;0,578704;277,928;270,105;269,766;5,89156;270
12.06.2026 06:49:15.938787;0,43;5,70785;340;0;0,434028;0,578704;277,928;270,105;269,766;5,89156;270
12.06.2026 06:49:16.938787;0,43;5,76914;340;0;0,434028;0,578704;277,884;269,5;269,764;10,7429;270
12.06.2026 06:49:17.938787;0,43;5,67361;340;0;0,434028;0,578704;277,884;269,5;269,764;10,7429;270
12.06.2026 06:49:18.938787;0,43;5,73272;340;0;0,434028;0,578704;277,884;269,5;269,764;10,7429;270
12.06.2026 06:49:19.938787;0,43;5,80446;340;0;0,434028;0,578704;277,884;269,5;269,764;10,7429;270
12.06.2026 06:49:20.938787;0,43;5,732;340;0;0,434028;0,434028;278,164;269,613;269,768;5,86982;270
12.06.2026 06:49:21.938787;0,43;5,79719;340;0;0,578704;0,578704;278,164;269,613;269,768;5,86982;270
12.06.2026 06:49:22.938787;0,43;5,72484;340;0;0,578704;0,578704;278,164;269,613;269,768;5,86982;270
12.06.2026 06:49:23.938787;0,43;5,74158;340;0;0,578704;0,578704;278,164;269,613;269,768;5,86982;270
12.06.2026 06:49:24.938787;0,43;5,75611;340;0;0,434028;0,578704;278,606;269,65;269,772;5,10507;270
12.06.2026 06:49:25.938787;0,43;5,73922;340;0;0,434028;0,578704;278,606;269,65;269,772;5,10507;270
12.06.2026 06:49:26.938787;0,43;5,61787;340;0;0,434028;0,578704;278,606;269,65;269,772;5,10507;270
12.06.2026 06:49:27.938787;0,43;5,70065;340;0;0,434028;0,578704;278,606;269,65;269,772;5,10507;270
12.06.2026 06:49:28.938787;0,43;5,68192;340;0;0,434028;0,578704;278,931;269,82;269,782;3,92237;270
12.06.2026 06:49:29.938787;0,43;5,64301;340;0;0,434028;0,578704;278,931;269,82;269,782;3,92237;270
12.06.2026 06:49:30.938787;0,43;5,65761;340;0;0,434028;0,434028;278,931;269,82;269,782;3,92237;270
12.06.2026 06:49:31.938787;0,43;5,65395;340;0;0,434028;0,578704;278,931;269,82;269,782;3,92237;270
12.06.2026 06:49:32.938787;0,43;5,70653;340;0;0,578704;0,578704;279,04;269,565;269,791;8,61146;270
12.06.2026 06:49:33.938787;0,43;5,75843;340;0;0,434028;0,578704;279,04;269,565;269,791;8,61146;270
12.06.2026 06:49:34.938787;0,43;5,67424;340;0;0,434028;0,578704;279,04;269,565;269,791;8,61146;270
12.06.2026 06:49:35.938787;0,43;5,69993;340;0;0,434028;0,578704;279,04;269,565;269,791;8,61146;270
12.06.2026 06:49:36.938787;0,43;5,72359;340;0;0,434028;0,578704;279,096;269,615;269,799;5,51733;270
12.06.2026 06:49:37.938787;0,43;5,64401;340;0;0,434028;0,578704;279,096;269,615;269,799;5,51733;270
12.06.2026 06:49:38.938787;0,43;5,66816;340;0;0,434028;0,578704;279,096;269,615;269,799;5,51733;270
12.06.2026 06:49:39.938787;0,43;5,75635;340;0;0,434028;0,578704;279,096;269,615;269,799;5,51733;270
12.06.2026 06:49:40.938787;0,43;5,69303;340;0;0,434028;0,578704;279,401;269,7;269,807;5,3181;270
12.06.2026 06:49:41.938787;0,43;5,63329;340;0;0,434028;0,434028;279,401;269,7;269,807;5,3181;270
12.06.2026 06:49:42.938787;0,43;5,63471;340;0;0,434028;0,578704;279,401;269,7;269,807;5,3181;270
12.06.2026 06:49:43.938787;0,43;5,58669;340;0;0,434028;0,578704;279,401;269,7;269,807;5,3181;270
12.06.2026 06:49:44.938787;0,43;5,69812;340;0;0,434028;0,578704;279,579;269,795;269,814;4,49459;270
12.06.2026 06:49:45.938787;0,43;5,75747;340;0;0,434028;0,578704;279,579;269,795;269,814;4,49459;270
12.06.2026 06:49:46.938787;0,43;5,66881;340;0;0,434028;0,578704;279,579;269,795;269,814;4,49459;270
12.06.2026 06:49:47.938787;0,43;5,74158;340;0;0,434028;0,578704;279,579;269,795;269,814;4,49459;270
12.06.2026 06:49:48.938787;0,43;5,75092;340;0;0,289352;0,578704;279,535;269,925;269,821;4,01519;270
12.06.2026 06:49:49.938787;0,43;5,70756;340;0;0,289352;0,578704;279,535;269,925;269,821;4,01519;270
12.06.2026 06:49:50.938787;0,43;5,70437;340;0;0,434028;0,578704;279,535;269,925;269,821;4,01519;270
12.06.2026 06:49:51.938787;0,43;5,71646;340;0;0,289352;0,578704;279,535;269,925;269,821;4,01519;270
12.06.2026 06:49:52.938787;0,43;5,74569;340;0;0,434028;0,578704;279,434;270,265;269,827;2,10865;270
12.06.2026 06:49:53.938787;0,43;5,61897;340;0;0,434028;0,578704;279,434;270,265;269,827;2,10865;270
12.06.2026 06:49:54.938787;0,43;5,6911;340;0;0,434028;0,578704;279,434;270,265;269,827;2,10865;270
12.06.2026 06:49:55.938787;0,43;5,74882;340;0;0,289352;0,578704;279,434;270,265;269,827;2,10865;270
12.06.2026 06:49:56.938787;0,43;5,65771;340;0;0,434028;0,578704;279,276;270,328;269,833;3,46801;270
12.06.2026 06:49:57.938787;0,43;5,72359;340;0;0,434028;0,578704;279,276;270,328;269,833;3,46801;270
12.06.2026 06:49:58.938787;0,43;6,09522;340;0;0,434028;0,578704;279,276;270,328;269,833;3,46801;270
12.06.2026 06:49:59.938787;0,43;6,21029;340;0;0,434028;0,578704;279,276;270,328;269,833;3,46801;270
12.06.2026 06:50:00.938787;0,43;5,72436;340;0;0,434028;0,578704;278,926;270,098;269,836;6,21627;270
12.06.2026 06:50:01.938787;0,43;5,66958;340;0;0,434028;0,578704;278,926;270,098;269,836;6,21627;270
12.06.2026 06:50:02.938787;0,43;6,11956;340;0;0,434028;0,578704;278,926;270,098;269,836;6,21627;270
12.06.2026 06:50:03.938787;0,43;6,13292;340;0;0,434028;0,578704;278,926;270,098;269,836;6,21627;270
12.06.2026 06:50:04.938787;0,43;6,1537;340;0;0,434028;0,578704;278,641;270,238;269,833;2,64694;270
12.06.2026 06:50:05.938787;0,43;6,11956;340;0;0,434028;0,578704;278,641;270,238;269,833;2,64694;270
12.06.2026 06:50:06.938787;0,43;5,70713;340;0;0,434028;0,578704;278,641;270,238;269,833;2,64694;270
12.06.2026 06:50:07.938787;0,43;5,6359;340;0;0,434028;0,578704;278,641;270,238;269,833;2,64694;270
12.06.2026 06:50:08.938787;0,43;5,67504;340;0;0,434028;0,578704;278,521;270,462;269,823;1,57691;270
12.06.2026 06:50:09.938787;0,43;5,67492;340;0;0,434028;0,578704;278,521;270,462;269,823;1,57691;270
12.06.2026 06:50:10.938787;0,43;5,65155;340;0;0,434028;0,578704;278,521;270,462;269,823;1,57691;270
12.06.2026 06:50:11.938787;0,43;5,60267;340;0;0,434028;0,578704;278,521;270,462;269,823;1,57691;270
12.06.2026 06:50:12.938787;0,43;5,61075;340;0;0,434028;0,578704;278,266;270,378;269,807;4,16408;270
12.06.2026 06:50:13.938787;0,43;5,59417;340;0;0,434028;0,578704;278,266;270,378;269,807;4,16408;270
12.06.2026 06:50:14.938787;0,43;5,62771;340;0;0,434028;0,578704;278,266;270,378;269,807;4,16408;270
12.06.2026 06:50:15.938787;0,43;5,64401;340;0;0,434028;0,578704;278,266;270,378;269,807;4,16408;270
12.06.2026 06:50:16.938787;0,43;5,58142;340;0;0,434028;0,578704;277,854;270,078;269,787;6,84217;270
12.06.2026 06:50:17.938787;0,43;5,66792;340;0;0,434028;0,578704;277,854;270,078;269,787;6,84217;270
12.06.2026 06:50:18.938787;0,43;5,66816;340;0;0,578704;0,578704;277,854;270,078;269,787;6,84217;270
12.06.2026 06:50:19.938787;0,43;5,69231;340;0;0,434028;0,578704;277,854;270,078;269,787;6,84217;270
12.06.2026 06:50:20.938787;0,43;5,65629;340;0;0,578704;0,578704;277,709;270;269,772;5,1311;270
12.06.2026 06:50:21.938787;0,43;5,68453;340;0;0,434028;0,578704;277,709;270;269,772;5,1311;270
12.06.2026 06:50:22.938787;0,43;5,64808;340;0;0,578704;0,578704;277,709;270;269,772;5,1311;270
12.06.2026 06:50:23.938787;0,43;5,74209;340;0;0,434028;0,578704;277,709;270;269,772;5,1311;270
12.06.2026 06:50:24.938787;0,43;5,63905;340;0;0,434028;0,578704;277,794;269,93;269,759;4,80971;270
12.06.2026 06:50:25.938787;0,43;5,64396;340;0;0,434028;0,578704;277,794;269,93;269,759;4,80971;270
12.06.2026 06:50:26.938787;0,43;5,59986;340;0;0,434028;0,578704;277,794;269,93;269,759;4,80971;270
12.06.2026 06:50:27.938787;0,43;5,68679;340;0;0,434028;0,578704;277,794;269,93;269,759;4,80971;270
12.06.2026 06:50:28.938787;0,43;5,57111;340;0;0,289352;0,578704;277,97;269,858;269,748;5,51305;270
12.06.2026 06:50:29.938787;0,43;5,61897;340;0;0,289352;0,578704;277,97;269,858;269,748;5,51305;270
12.06.2026 06:50:30.938787;0,43;5,57775;340;0;0,289352;0,578704;277,97;269,858;269,748;5,51305;270
12.06.2026 06:50:31.938787;0,43;5,5914;340;0;0,434028;0,578704;277,97;269,858;269,748;5,51305;270
12.06.2026 06:50:32.938787;0,43;5,66318;340;0;0,434028;0,578704;278,105;269,738;269,737;6,64145;270
12.06.2026 06:50:33.938787;0,43;5,70833;340;0;0,434028;0,434028;278,105;269,738;269,737;6,64145;270
12.06.2026 06:50:34.938787;0,43;5,65346;340;0;0,434028;0,578704;278,105;269,738;269,737;6,64145;270
12.06.2026 06:50:35.938787;0,43;5,59516;340;0;0,434028;0,578704;278,105;269,738;269,737;6,64145;270
12.06.2026 06:50:36.938787;0,43;5,62261;340;0;0,434028;0,434028;278,296;269,7;269,728;6,08488;270
12.06.2026 06:50:37.938787;0,43;5,61115;340;0;0,434028;0,578704;278,296;269,7;269,728;6,08488;270
12.06.2026 06:50:38.938787;0,43;5,59375;340;0;0,289352;0,578704;278,296;269,7;269,728;6,08488;270
12.06.2026 06:50:39.938787;0,43;5,67267;340;0;0,289352;0,434028;278,296;269,7;269,728;6,08488;270
12.06.2026 06:50:40.938787;0,43;5,64301;340;0;0,434028;0,578704;278,508;269,7;269,727;5,83425;270
12.06.2026 06:50:41.938787;0,43;5,67611;340;0;0,434028;0,578704;278,508;269,7;269,727;5,83425;270
12.06.2026 06:50:42.938787;0,43;5,68453;340;0;0,289352;0,578704;278,508;269,7;269,727;5,83425;270
12.06.2026 06:50:43.938787;0,43;5,63609;340;0;0,434028;0,578704;278,508;269,7;269,727;5,83425;270
12.06.2026 06:50:44.938787;0,43;5,65157;340;0;0,434028;0,578704;278,736;269,663;269,733;6,52885;270
12.06.2026 06:50:45.938787;0,43;5,63574;340;0;0,434028;0,578704;278,736;269,663;269,733;6,52885;270
12.06.2026 06:50:46.938787;0,43;5,65796;340;0;0,434028;0,578704;278,736;269,663;269,733;6,52885;270
12.06.2026 06:50:47.938787;0,43;5,72508;340;0;0,289352;0,578704;278,736;269,663;269,733;6,52885;270
12.06.2026 06:50:48.938787;0,43;5,67566;340;0;0,289352;0,434028;278,983;269,548;269,739;7,65063;270
12.06.2026 06:50:49.938787;0,43;5,65396;340;0;0,578704;0,578704;278,983;269,548;269,739;7,65063;270
12.06.2026 06:50:50.938787;0,43;5,59547;340;0;0,434028;0,578704;278,983;269,548;269,739;7,65063;270
12.06.2026 06:50:51.938787;0,43;5,67338;340;0;0,434028;0,578704;278,983;269,548;269,739;7,65063;270
