Time;[11:7];[31:40];[31:42];[31:47];[31:48];[32:1];[32:90];[32:124];[33:142];[33:146];[33:337];[33:338];[33:339];[33:340];[33:341];[33:342];[33:343];[33:344];[33:345];[33:346]
373;1,2;49,3866;27,3636;12,3061;300;343;700;45;457,755;457,61;349,996;278,883;269,701;270,785;43,3352;15,397;41,9736;-14,0354;272;27
374;1,2;49,184;27,2685;12,3867;301;343;700;45;457,755;457,755;349,996;278,883;269,701;270,785;43,3352;15,397;41,9736;-14,0354;272;27
375;1,2;49,3866;27,0283;12,3937;296;343;700;45;457,899;457,755;349,996;278,883;269,701;270,785;43,3352;15,397;41,9736;-14,0354;272;27
376;1,2;49,4878;27,0318;12,2585;289;343;700;45;457,755;457,61;349,291;278,372;269,92;271,638;40,5855;13,8718;42,1493;-15,4357;272;27
377;1,2;49,7917;27,2152;12,301;284;343;700;45;457,755;457,61;349,291;278,372;269,92;271,638;40,5855;13,8718;42,1493;-15,4357;272;27
378;1,2;49,7946;27,1472;12,2475;279;343;700;45;457,755;457,61;349,291;278,372;269,92;271,638;40,5855;13,8718;42,1493;-15,4357;272;27
379;1,2;49,7946;26,8091;12,1684;278;343;700;45;457,755;457,61;349,291;278,372;269,92;271,638;40,5855;13,8718;42,1493;-15,4357;272;27
380;1,2;49,6933;26,7025;12,1293;273;343;700;45;457,899;457,61;348,298;278,605;270,142;271,54;38,6368;12,3359;42,3091;-16,0082;272;27
381;1,2;49,6962;26,6172;12,1295;270;343;700;45;457,755;457,61;348,298;278,605;270,142;271,54;38,6368;12,3359;42,3091;-16,0082;272;27
382;1,2;49,8958;26,6893;12,1359;266;343;700;45;457,755;457,61;348,298;278,605;270,142;271,54;38,6368;12,3359;42,3091;-16,0082;272;27
383;1,2;49,9971;26,404;12,0939;258;343;700;45;457,755;457,61;348,298;278,605;270,142;271,54;38,6368;12,3359;42,3091;-16,0082;272;27
384;1,2;49,6788;26,2186;12,1105;257;343;700;45;457,755;457,61;347,149;276,8;270,357;271,415;37,3514;10,8047;42,4513;-15,9046;272;27
385;1,2;49,4444;26,0085;11,9559;250;343;700;45;457,755;457,755;347,149;276,8;270,357;271,415;37,3514;10,8047;42,4513;-15,9046;272;27
386;1,2;49,592;26,0688;11,9659;251;343;700;45;457,755;457,61;347,149;276,8;270,357;271,415;37,3514;10,8047;42,4513;-15,9046;272;27
387;1,2;49,5428;25,6027;12,1155;253;343;700;45;457,755;457,61;347,149;276,8;270,357;271,415;37,3514;10,8047;42,4513;-15,9046;272;27
388;1,2;49,592;25,6801;12,1219;254;343;700;45;457,755;457,61;345,757;277,297;270,514;271,383;38,7409;9,70222;42,5752;-13,5365;272;27
389;1,2;49,4878;25,5224;12,0436;258;343;700;45;457,61;457,61;345,757;277,297;270,514;271,383;38,7409;9,70222;42,5752;-13,5365;272;27
390;1,2;49,3866;25,3839;11,9459;259;343;700;45;457,61;457,465;345,757;277,297;270,514;271,383;38,7409;9,70222;42,5752;-13,5365;272;27
391;1,2;49,5949;25,1023;11,8938;262;343;700;45;457,465;457,321;345,757;277,297;270,514;271,383;38,7409;9,70222;42,5752;-13,5365;272;27
392;1,2;49,7946;25,1686;11,9001;266;343;700;45;457,61;457,465;344,115;279,92;270,692;271,71;37,3842;8,46808;42,6844;-13,7682;272;27
393;1,2;49,8785;25,1413;12,1212;264;343;700;45;457,61;457,465;344,115;279,92;270,692;271,71;37,3842;8,46808;42,6844;-13,7682;272;27
394;1,2;49,7135;24,7553;12,1671;258;343;700;45;457,61;457,465;344,115;279,92;270,692;271,71;37,3842;8,46808;42,6844;-13,7682;272;27
395;1,2;49,2853;24,4216;12,0752;248;343;700;45;457,61;457,465;344,115;279,92;270,692;271,71;37,3842;8,46808;42,6844;-13,7682;272;27
396;1,2;49,5544;24,5549;12,3408;239;343;700;45;457,61;457,465;342,977;278,768;270,971;272,842;31,4226;6,52801;42,7753;-17,8807;272;27
397;1,2;49,3866;24,4027;12,2702;231;343;700;45;457,61;457,321;342,977;278,768;270,971;272,842;31,4226;6,52801;42,7753;-17,8807;272;27
398;1,2;49,184;23,8828;12,153;216;343;700;45;457,465;457,321;342,977;278,768;270,971;272,842;31,4226;6,52801;42,7753;-17,8807;272;27
399;1,2;49,184;23,8828;12,153;208;343;700;45;457,321;457,176;342,977;278,768;270,971;272,842;31,4226;6,52801;42,7753;-17,8807;272;27
400;1,2;49,0828;23,7822;12,3883;198;343;700;45;457,321;457,176;341,555;277,427;271,246;272,405;28,3539;4,60728;42,8423;-19,0956;272;27
401;1,2;48,7268;23,2108;12,2562;194;343;700;45;457,321;457,031;341,555;277,427;271,246;272,405;28,3539;4,60728;42,8423;-19,0956;272;27
402;1,2;49,184;23,3255;12,16;193;343;700;45;457,176;457,176;341,555;277,427;271,246;272,405;28,3539;4,60728;42,8423;-19,0956;272;27
403;1,2;49,2853;23,3046;12,4199;196;343;700;45;457,176;457,031;341,555;277,427;271,246;272,405;28,3539;4,60728;42,8423;-19,0956;272;27
404;1,2;49,6904;23,072;12,5624;187;343;700;45;457,176;457,031;339,762;277,725;271,495;272,103;26,775;2,84162;42,8882;-18,9549;272;27
405;1,2;49,592;22,9743;12,526;187;343;700;45;457,176;457,031;339,762;277,725;271,495;272,103;26,775;2,84162;42,8882;-18,9549;272;27
406;1,2;49,6933;22,9344;12,4577;185;343;700;45;457,321;457,031;339,762;277,725;271,495;272,103;26,775;2,84162;42,8882;-18,9549;272;27
407;1,2;49,6904;22,5089;12,6409;179;343;700;45;457,321;457,176;339,762;277,725;271,495;272,103;26,775;2,84162;42,8882;-18,9549;272;27
408;1,2;49,6036;22,4003;12,602;176;343;700;45;457,465;457,321;337,875;276,233;271,755;273,185;24,5377;1,02605;42,9116;-19,4;272;27
409;1,2;49,3866;22,3195;12,8569;173;343;700;45;457,61;457,321;337,875;276,233;271,755;273,185;24,5377;1,02605;42,9116;-19,4;272;27
410;1,2;49,2853;22,1188;12,7045;172;343;700;45;457,61;457,321;337,875;276,233;271,755;273,185;24,5377;1,02605;42,9116;-19,4;272;27
411;1,2;49,2853;21,7497;12,9154;164;343;700;45;457,61;457,321;337,875;276,233;271,755;273,185;24,5377;1,02605;42,9116;-19,4;272;27
412;1,2;48,9786;21,5117;12,8626;158;343;700;45;457,465;457,321;335,871;275,628;272,026;274,263;28,8252;-0,00922851;42,9158;-14,0715;272;27
413;1,2;48,9786;21,4261;13,0036;161;343;700;45;457,61;457,321;335,871;275,628;272,026;274,263;28,8252;-0,00922851;42,9158;-14,0715;272;27
414;1,2;49,3837;21,5171;12,9742;175;343;700;45;457,61;457,321;335,871;275,628;272,026;274,263;28,8252;-0,00922851;42,9158;-14,0715;272;27
415;1,2;49,2853;21,0535;13,1008;192;343;700;45;457,465;457,321;335,871;275,628;272,026;274,263;28,8252;-0,00922851;42,9158;-14,0715;272;27
416;1,2;49,3113;20,9612;13,0455;209;343;700;45;457,465;457,321;333,959;275,97;272,184;273,24;32,4083;-0,579885;42,913;-9,92478;272;27
417;1,2;49,184;20,8384;13,2826;218;343;700;45;457,61;457,321;333,959;275,97;272,184;273,24;32,4083;-0,579885;42,913;-9,92478;272;27
418;1,2;49,4444;20,8969;13,1719;218;343;700;45;457,465;457,321;333,959;275,97;272,184;273,24;32,4083;-0,579885;42,913;-9,92478;272;27
419;1,2;49,4878;20,5447;13,3376;220;343;700;45;457,465;457,321;333,959;275,97;272,184;273,24;32,4083;-0,579885;42,913;-9,92478;272;27
420;1,2;49,592;20,38;13,2873;218;343;700;45;457,465;457,321;332,445;276,638;272,24;271,655;35,4663;-0,976439;42,9026;-6,45988;272;27
421;1,2;49,3924;20,2634;13,4681;223;343;700;45;457,465;457,321;332,445;276,638;272,24;271,655;35,4663;-0,976439;42,9026;-6,45988;272;27
422;1,2;49,5486;20,2236;13,4255;231;343;700;45;457,465;457,176;332,445;276,638;272,24;271,655;35,4663;-0,976439;42,9026;-6,45988;272;27
423;1,2;49,4878;19,7764;13,5901;240;343;700;45;457,321;457,176;332,445;276,638;272,24;271,655;35,4663;-0,976439;42,9026;-6,45988;272;27
424;1,2;49,077;19,5093;13,4011;247;343;700;45;457,321;457,176;331,344;275,223;272,212;271,7;40,4513;-0,785545;42,8917;-1,65488;272;27
425;1,2;48,8773;19,3104;13,3458;257;343;700;45;457,321;457,176;331,344;275,223;272,212;271,7;40,4513;-0,785545;42,8917;-1,65488;272;27
426;1,2;48,8773;19,2762;13,6352;270;343;700;45;457,176;457,031;331,344;275,223;272,212;271,7;40,4513;-0,785545;42,8917;-1,65488;272;27
427;1,2;49,184;19,3285;13,5544;275;343;700;45;457,031;456,887;331,344;275,223;272,212;271,7;40,4513;-0,785545;42,8917;-1,65488;272;27
428;1,2;49,184;18,8571;13,7056;284;343;700;45;457,031;456,887;330,883;276,348;272,137;270,353;44,9375;-0,283899;42,885;2,33638;272;27
429;1,2;49,184;18,7368;13,5811;295;343;700;45;457,031;456,887;330,883;276,348;272,137;270,353;44,9375;-0,283899;42,885;2,33638;272;27
430;1,2;49,103;18,6545;13,8165;298;343;700;45;457,031;456,887;330,883;276,348;272,137;270,353;44,9375;-0,283899;42,885;2,33638;272;27
431;1,2;49,592;18,7363;13,6996;305;343;700;45;457,031;456,742;330,883;276,348;272,137;270,353;44,9375;-0,283899;42,885;2,33638;272;27
432;1,2;49,4878;18,524;13,7357;315;343;700;45;456,887;456,742;331,067;277,298;272,034;270,738;45,3481;0;42,8839;2,46418;272;27
433;1,2;49,7569;18,5378;13,7456;314;343;700;45;456,742;456,597;331,067;277,298;272,034;270,738;45,3481;0;42,8839;2,46418;272;27
434;1,2;49,8958;18,4675;13,8956;314;343;700;45;456,742;456,453;331,067;277,298;272,034;270,738;45,3481;0;42,8839;2,46418;272;27
435;1,2;49,7946;18,3778;13,8563;313;343;700;45;456,597;456,453;331,067;277,298;272,034;270,738;45,3481;0;42,8839;2,46418;272;27
436;1,2;49,7946;18,256;13,8769;309;343;700;45;456,597;456,453;331,871;276,863;271,949;271,28;43,9826;0;42,8839;1,09866;272;27
437;1,2;49,592;18,0605;14,0249;306;343;700;45;456,597;456,308;331,871;276,863;271,949;271,28;43,9826;0;42,8839;1,09866;272;27
438;1,2;49,2824;17,8617;13,8499;300;343;700;45;456,742;456,453;331,871;276,863;271,949;271,28;43,9826;0;42,8839;1,09866;272;27
439;1,2;49,4907;17,8507;14,025;300;343;700;45;456,742;456,453;331,871;276,863;271,949;271,28;43,9826;0;42,8839;1,09866;272;27
440;1,2;49,592;17,7486;13,9201;298;343;700;45;456,742;456,453;332,882;275,978;271,927;272,19;43,3786;0,000422972;42,8839;0,494307;272;27
441;1,2;49,6933;17,6633;14,0321;300;343;700;45;456,597;456,453;332,882;275,978;271,927;272,19;43,3786;0,000422972;42,8839;0,494307;272;27
442;1,2;49,7946;17,6645;14,007;300;343;700;45;456,742;456,308;332,882;275,978;271,927;272,19;43,3786;0,000422972;42,8839;0,494307;272;27
443;1,2;49,8929;17,5077;13,8663;301;343;700;45;456,597;456,308;332,882;275,978;271,927;272,19;43,3786;0,000422972;42,8839;0,494307;272;27
444;1,2;49,8958;17,4215;14,2167;298;343;700;45;456,453;456,163;333,645;275,598;272,041;271,473;43,1063;0;42,8839;0,222381;272;27
445;1,2;49,9971;17,674;14,1491;297;343;700;45;456,453;456,163;333,645;275,598;272,041;271,473;43,1063;0;42,8839;0,222381;272;27
446;1,2;49,7946;17,498;13,9934;297;343;700;45;456,308;456,163;333,645;275,598;272,041;271,473;43,1063;0;42,8839;0,222381;272;27
447;1,2;49,6875;17,3563;14,1096;296;343;700;45;456,308;456,018;333,645;275,598;272,041;271,473;43,1063;0;42,8839;0,222381;272;27
448;1,2;49,7598;17,2425;14,0529;292;343;700;45;456,308;456,163;334,038;276,578;272,029;270,275;42,9836;0;42,8839;0,0996536;272;27
449;1,2;49,6933;17,4526;14,062;296;343;700;45;456,453;456,163;334,038;276,578;272,029;270,275;42,9836;0;42,8839;0,0996536;272;27
450;1,2;49,5891;17,2948;14,2136;290;343;700;45;456,308;456,163;334,038;276,578;272,029;270,275;42,9836;0;42,8839;0,0996536;272;27
451;1,2;49,4965;17,1587;14,0575;295;343;700;45;456,453;456,018;334,038;276,578;272,029;270,275;42,9836;0;42,8839;0,0996536;272;27
452;1,2;49,8958;17,5138;13,9741;295;343;700;45;456,308;456,018;334,331;277,288;271,948;269,355;43,0621;0,0144687;42,8839;0,163738;272;27
453;1,2;49,4878;17,3015;13,8893;293;343;700;45;456,163;456,018;334,331;277,288;271,948;269,355;43,0621;0,0144687;42,8839;0,163738;272;27
454;1,2;49,3866;17,059;13,6935;293;343;700;45;456,163;455,874;334,331;277,288;271,948;269,355;43,0621;0,0144687;42,8839;0,163738;272;27
455;1,2;49,3142;17,3861;14,0379;294;343;700;45;456,163;456,018;334,331;277,288;271,948;269,355;43,0621;0,0144687;42,8839;0,163738;272;27
456;1,2;49,3866;17,239;13,9423;296;343;700;45;456,308;456,018;334,73;276,408;271,814;270,055;47,1978;0,591335;42,8869;3,71954;272;27
457;1,2;49,5862;17,2048;13,864;304;343;700;45;456,163;456,018;334,73;276,408;271,814;270,055;47,1978;0,591335;42,8869;3,71954;272;27
458;1,2;49,5891;17,4385;13,7514;319;343;700;45;456,308;456,018;334,73;276,408;271,814;270,055;47,1978;0,591335;42,8869;3,71954;272;27
459;1,2;49,3895;17,2475;13,59;324;343;700;45;456,308;456,018;334,73;276,408;271,814;270,055;47,1978;0,591335;42,8869;3,71954;272;27
460;1,2;49,2882;17,3918;13,4529;330;343;700;45;456,308;456,018;335,036;274,738;271,744;269,625;48,4309;1,09193;42,8977;4,44131;272;27
461;1,2;49,4184;17,3859;13,4499;335;343;700;45;456,163;456,018;335,036;274,738;271,744;269,625;48,4309;1,09193;42,8977;4,44131;272;27
462;1,2;49,3866;17,5375;13,2959;333;343;700;45;456,163;455,874;335,036;274,738;271,744;269,625;48,4309;1,09193;42,8977;4,44131;272;27
463;1,2;49,4907;17,4707;13,2532;332;343;700;45;456,163;455,874;335,036;274,738;271,744;269,625;48,4309;1,09193;42,8977;4,44131;272;27
464;1,2;49,4907;17,4015;13,1651;333;343;700;45;456,163;455,874;335,647;275,633;271,675;269,795;49,3916;1,57535;42,9138;4,9025;272;27
465;1,2;49,4821;17,5961;13,1089;336;343;700;45;456,163;456,018;335,647;275,633;271,675;269,795;49,3916;1,57535;42,9138;4,9025;272;27
466;1,2;49,184;17,3699;13,0873;338;343;700;45;456,163;455,874;335,647;275,633;271,675;269,795;49,3916;1,57535;42,9138;4,9025;272;27
467;1,2;49,4213;17,6683;12,9733;340;343;700;45;456,163;455,874;335,647;275,633;271,675;269,795;49,3916;1,57535;42,9138;4,9025;272;27
468;1,2;49,3924;17,5544;12,8596;338;343;700;45;456,163;455,874;336,34;275,74;271,6;270,695;50,332;2,09327;42,9357;5,30304;272;27
469;1,2;49,4878;17,8898;12,6048;339;343;700;45;456,308;455,874;336,34;275,74;271,6;270,695;50,332;2,09327;42,9357;5,30304;272;27
470;1,2;49,2824;17,7122;12,5058;341;343;700;45;456,163;456,018;336,34;275,74;271,6;270,695;50,332;2,09327;42,9357;5,30304;272;27
471;1,2;49,4878;18,001;12,4473;348;343;700;45;456,163;455,874;336,34;275,74;271,6;270,695;50,332;2,09327;42,9357;5,30304;272;27
472;1,2;49,6933;17,9195;12,3626;346;343;700;45;456,308;456,018;336,987;275,22;271,52;270,332;51,2877;2,65476;42,9647;5,66832;272;27
473;1,2;49,4878;18,043;12,2705;348;343;700;45;456,018;455,729;336,987;275,22;271,52;270,332;51,2877;2,65476;42,9647;5,66832;272;27
474;1,2;49,2853;17,8831;12,1719;346;343;700;45;456,163;455,874;336,987;275,22;271,52;270,332;51,2877;2,65476;42,9647;5,66832;272;27
475;1,2;49,3171;17,8085;12,1725;354;343;700;45;456,018;455,729;336,987;275,22;271,52;270,332;51,2877;2,65476;42,9647;5,66832;272;27
476;1,2;49,2853;18,0455;11,8758;351;343;700;45;456,018;455,729;337,899;275,355;271,483;270,608;49,8434;2,91782;42,9989;3,92666;272;27
477;1,2;49,7425;18,1086;11,7966;352;343;700;45;456,018;455,729;337,899;275,355;271,483;270,608;49,8434;2,91782;42,9989;3,92666;272;27
478;1,2;49,4878;18,2136;11,7043;348;343;700;45;456,018;455,729;337,899;275,355;271,483;270,608;49,8434;2,91782;42,9989;3,92666;272;27
479;1,2;49,592;18,2;11,6335;342;343;700;45;456,018;455,874;337,899;275,355;271,483;270,608;49,8434;2,91782;42,9989;3,92666;272;27
480;1,2;49,3866;18,3736;11,612;343;343;700;45;456,018;455,729;338,71;275,392;271,459;271,078;48,9039;3,08452;43,0347;2,78472;272;27
481;1,2;49,7946;18,4036;11,2464;343;343;700;45;456,018;455,729;338,71;275,392;271,459;271,078;48,9039;3,08452;43,0347;2,78472;272;27
482;1,2;49,7685;18,6449;11,1757;341;343;700;45;455,874;455,729;338,71;275,392;271,459;271,078;48,9039;3,08452;43,0347;2,78472;272;27
483;1,2;49,592;18,5095;11,1411;337;343;700;45;456,018;455,729;338,71;275,392;271,459;271,078;48,9039;3,08452;43,0347;2,78472;272;27
484;1,2;49,4473;18,6184;11,0228;337;343;700;45;456,018;455,874;339,165;275,43;271,437;270,39;48,5375;3,2356;43,0729;2,22894;272;27
485;1,2;49,5891;18,6371;10,9669;329;343;700;45;456,018;455,729;339,165;275,43;271,437;270,39;48,5375;3,2356;43,0729;2,22894;272;27
486;1,2;49,3663;18,7334;10,6488;332;343;700;45;456,018;455,729;339,165;275,43;271,437;270,39;48,5375;3,2356;43,0729;2,22894;272;27
487;1,2;49,4878;18,7449;10,6225;335;343;700;45;456,018;455,729;339,165;275,43;271,437;270,39;48,5375;3,2356;43,0729;2,22894;272;27
488;1,2;49,9971;19,155;10,5152;338;343;700;45;456,018;455,585;339,42;275,295;271,371;270,068;50,5842;3,69794;43,1151;3,77113;272;27
489;1,2;49,8177;18,9818;10,1672;339;343;700;45;455,874;455,585;339,42;275,295;271,371;270,068;50,5842;3,69794;43,1151;3,77113;272;27
490;1,2;49,6933;18,8997;10,1411;346;343;700;45;455,874;455,585;339,42;275,295;271,371;270,068;50,5842;3,69794;43,1151;3,77113;272;27
491;1,2;49,5862;19,0743;10,0626;347;343;700;45;455,729;455,585;339,42;275,295;271,371;270,068;50,5842;3,69794;43,1151;3,77113;272;27
492;1,2;49,8466;19,0178;9,94483;349;343;700;45;455,729;455,44;339,655;276,9;271,291;270,21;52,4986;4,25338;43,1625;5,08272;272;27
493;1,2;49,5891;19,2215;9,68987;355;343;700;45;455,729;455,44;339,655;276,9;271,291;270,21;52,4986;4,25338;43,1625;5,08272;272;27
494;1,2;49,4878;19,165;9,6768;359;343;700;45;455,729;455,44;339,655;276,9;271,291;270,21;52,4986;4,25338;43,1625;5,08272;272;27
495;1,2;49,592;19,1187;9,61213;361;343;700;45;455,729;455,44;339,655;276,9;271,291;270,21;52,4986;4,25338;43,1625;5,08272;272;27
496;1,2;49,702;19,3596;9,25792;366;343;700;45;455,874;455,44;340,106;277,39;271,184;269,763;54,9269;5,00419;43,2191;6,70362;272;27
497;1,2;49,4705;19,2176;9,19876;373;343;700;45;455,874;455,44;340,106;277,39;271,184;269,763;54,9269;5,00419;43,2191;6,70362;272;27
498;1,2;49,2853;19,0251;9,17405;375;343;700;45;455,874;455,44;340,106;277,39;271,184;269,763;54,9269;5,00419;43,2191;6,70362;272;27
499;1,2;49,2853;19,2908;8,89222;380;343;700;45;455,874;455,44;340,106;277,39;271,184;269,763;54,9269;5,00419;43,2191;6,70362;272;27
500;1,2;49,3866;19,2442;8,85045;384;343;700;45;455,874;455,44;340,415;276,675;271,079;269,555;56,3676;5,74532;43,2849;7,33732;272;27
501;1,2;49,1985;19,085;8,83195;385;343;700;45;455,874;455,729;340,415;276,675;271,079;269,555;56,3676;5,74532;43,2849;7,33732;272;27
502;1,2;49,592;19,505;8,54659;387;343;700;45;455,874;455,585;340,415;276,675;271,079;269,555;56,3676;5,74532;43,2849;7,33732;272;27
503;1,2;49,3779;19,369;8,41779;389;343;700;45;455,874;455,585;340,415;276,675;271,079;269,555;56,3676;5,74532;43,2849;7,33732;272;27
504;1,2;49,592;19,3837;8,10174;390;343;700;45;455,729;455,44;340,707;275,37;270,978;269,54;57,2465;6,45132;43,3589;7,43633;272;27
505;1,2;49,6904;19,3701;8,10698;390;343;700;45;455,874;455,585;340,707;275,37;270,978;269,54;57,2465;6,45132;43,3589;7,43633;272;27
506;1,2;49,8958;19,7192;8,06761;393;343;700;45;455,874;455,585;340,707;275,37;270,978;269,54;57,2465;6,45132;43,3589;7,43633;272;27
507;1,2;49,6499;19,5353;7,74769;399;343;700;45;455,874;455,585;340,707;275,37;270,978;269,54;57,2465;6,45132;43,3589;7,43633;272;27
508;1,2;49,592;19,4952;7,76744;399;343;700;45;455,874;455,44;341,393;275,622;270,891;269,478;57,4468;7,06065;43,4398;6,94637;272;27
509;1,2;49,4907;19,3862;7,6739;399;343;700;45;455,729;455,44;341,393;275,622;270,891;269,478;57,4468;7,06065;43,4398;6,94637;272;27
510;1,2;49,8958;19,7791;7,3873;398;343;700;45;455,729;455,585;341,393;275,622;270,891;269,478;57,4468;7,06065;43,4398;6,94637;272;27
511;1,2;49,5891;19,5535;7,32718;402;343;700;45;455,874;455,44;341,393;275,622;270,891;269,478;57,4468;7,06065;43,4398;6,94637;272;27
512;1,2;49,7975;19,6357;7,33112;398;343;700;45;455,874;455,44;342,367;276,122;270,855;269,463;55,2411;7,30942;43,5276;4,40403;272;27
513;1,2;49,9971;19,6445;7,05217;392;343;700;45;455,729;455,585;342,367;276,122;270,855;269,463;55,2411;7,30942;43,5276;4,40403;272;27
514;1,2;49,8958;19,5524;7,03143;390;343;700;45;455,874;455,585;342,367;276,122;270,855;269,463;55,2411;7,30942;43,5276;4,40403;272;27
515;1,2;49,6904;19,3851;6,94668;380;343;700;45;455,874;455,585;342,367;276,122;270,855;269,463;55,2411;7,30942;43,5276;4,40403;272;27
516;1,2;49,7714;19,7198;6,67245;381;343;700;45;455,874;455,44;343,404;274,258;270,77;268,345;57,2754;7,90494;43,62;5,75047;272;27
517;1,2;49,6296;19,6116;6,62841;388;343;700;45;455,874;455,44;343,404;274,258;270,77;268,345;57,2754;7,90494;43,62;5,75047;272;27
518;1,2;49,2882;19,3906;6,56724;390;343;700;45;455,874;455,585;343,404;274,258;270,77;268,345;57,2754;7,90494;43,62;5,75047;272;27
519;1,2;49,2853;19,4067;6,35501;397;343;700;45;455,874;455,585;343,404;274,258;270,77;268,345;57,2754;7,90494;43,62;5,75047;272;27
520;1,2;49,2853;19,2862;6,26269;404;343;700;45;455,729;455,44;344,091;273,435;270,654;269,052;59,8787;8,72138;43,72;7,43734;272;27
521;1,2;49,184;19,2122;6,21433;402;343;700;45;455,874;455,585;344,091;273,435;270,654;269,052;59,8787;8,72138;43,72;7,43734;272;27
522;1,2;49,2853;19,2345;5,94796;412;343;700;45;455,874;455,585;344,091;273,435;270,654;269,052;59,8787;8,72138;43,72;7,43734;272;27
523;1,2;49,4907;19,2455;5,92728;419;343;700;45;455,729;455,585;344,091;273,435;270,654;269,052;59,8787;8,72138;43,72;7,43734;272;27
524;1,2;49,3866;19,1705;5,65783;422;343;700;45;455,874;455,585;345,047;274,345;270,557;269,258;60,4567;9,39232;43,8289;7,23558;272;27
525;1,2;49,6904;19,539;5,57499;421;343;700;45;455,874;455,585;345,047;274,345;270,557;269,258;60,4567;9,39232;43,8289;7,23558;272;27
526;1,2;49,5891;19,4645;5,56372;424;343;700;45;455,874;455,44;345,047;274,345;270,557;269,258;60,4567;9,39232;43,8289;7,23558;272;27
527;1,2;49,7946;19,5104;5,53742;424;343;700;45;455,729;455,585;345,047;274,345;270,557;269,258;60,4567;9,39232;43,8289;7,23558;272;27
528;1,2;49,8495;19,4797;5,25554;425;343;700;45;455,729;455,44;346,198;273,715;270,471;269,06;60,7847;9,99482;43,9469;6,84303;272;27
529;1,2;49,592;19,327;5,188;424;343;700;45;455,729;455,44;346,198;273,715;270,471;269,06;60,7847;9,99482;43,9469;6,84303;272;27
530;1,2;49,1811;19,1669;5,21607;424;343;700;45;455,729;455,44;346,198;273,715;270,471;269,06;60,7847;9,99482;43,9469;6,84303;272;27
531;1,2;49,4618;19,2417;4,96179;424;343;700;45;455,585;455,295;346,198;273,715;270,471;269,06;60,7847;9,99482;43,9469;6,84303;272;27
532;1,2;49,2853;19,1558;4,93419;428;343;700;45;455,585;455,295;347,062;274,33;270,367;269,668;62,1092;10,7311;44,0739;7,30421;272;27
533;1,2;49,2853;19,087;4,87408;427;343;700;45;455,585;455,295;347,062;274,33;270,367;269,668;62,1092;10,7311;44,0739;7,30421;272;27
534;1,2;49,592;19,2231;4,62727;424;343;700;45;455,44;455,295;347,062;274,33;270,367;269,668;62,1092;10,7311;44,0739;7,30421;272;27
535;1,2;49,7975;19,2679;4,61496;428;343;700;45;455,585;455,15;347,062;274,33;270,367;269,668;62,1092;10,7311;44,0739;7,30421;272;27
536;1,2;49,6933;19,1582;4,56073;428;343;700;45;455,585;455,15;347,879;274,413;270,322;269,6;60,2002;11,0454;44,206;4,9488;272;27
537;1,2;49,592;18,7997;4,33095;430;343;700;45;455,585;455,15;347,879;274,413;270,322;269,6;60,2002;11,0454;44,206;4,9488;272;27
538;1,2;49,7946;18,8591;4,30618;428;343;700;45;455,585;455,15;347,879;274,413;270,322;269,6;60,2002;11,0454;44,206;4,9488;272;27
539;1,2;49,2853;18,5974;4,26518;421;343;700;45;455,44;455,295;347,879;274,413;270,322;269,6;60,2002;11,0454;44,206;4,9488;272;27
540;1,2;49,8206;18,7297;4,2469;412;343;700;45;455,585;455,295;348,703;275,75;270,361;269,525;55,5698;10,7779;44,3379;0,453994;272;27
541;1,2;49,9971;18,831;4,0075;402;343;700;45;455,585;455,15;348,703;275,75;270,361;269,525;55,5698;10,7779;44,3379;0,453994;272;27
542;1,2;49,7946;18,6851;3,93323;393;343;700;45;455,44;455,15;348,703;275,75;270,361;269,525;55,5698;10,7779;44,3379;0,453994;272;27
543;1,2;49,8872;18,7025;3,93039;384;343;700;45;455,295;455,006;348,703;275,75;270,361;269,525;55,5698;10,7779;44,3379;0,453994;272;27
544;1,2;49,702;18,6157;3,66522;375;343;700;45;455,295;455,006;349,309;276,47;270,434;268,955;51,9512;10,2661;44,4647;-2,77958;272;27
545;1,2;49,4907;18,502;3,64878;367;343;700;45;455,295;455,006;349,309;276,47;270,434;268,955;51,9512;10,2661;44,4647;-2,77958;272;27
546;1,2;49,6933;18,6124;3,6751;362;343;700;45;455,44;455,15;349,309;276,47;270,434;268,955;51,9512;10,2661;44,4647;-2,77958;272;27
547;1,2;49,8958;18,6011;3,60933;362;343;700;45;455,44;455,15;349,309;276,47;270,434;268,955;51,9512;10,2661;44,4647;-2,77958;272;27
548;1,2;49,5891;18,4694;3,36278;360;343;700;45;455,44;455,15;349,322;275,26;270,471;269,485;51,9214;10,005;44,5876;-2,67121;272;27
549;1,2;49,2188;18,0145;3,35375;361;343;700;45;455,44;455,15;349,322;275,26;270,471;269,485;51,9214;10,005;44,5876;-2,67121;272;27
550;1,2;49,2853;18,0217;3,32263;359;343;700;45;455,44;455,15;349,322;275,26;270,471;269,485;51,9214;10,005;44,5876;-2,67121;272;27
551;1,2;49,5891;18,0981;3,29647;360;343;700;45;455,44;455,15;349,322;275,26;270,471;269,485;51,9214;10,005;44,5876;-2,67121;272;27
552;1,2;49,7946;18,1731;3,05605;363;343;700;45;455,44;455,006;348,657;276,703;270,461;268,88;54,1282;10,0727;44,7097;-0,654214;272;27
553;1,2;49,4878;18,0612;3,06337;363;343;700;45;455,44;455,15;348,657;276,703;270,461;268,88;54,1282;10,0727;44,7097;-0,654214;272;27
