Time;[11:7];[23:228];[30.5];[31:115];[32:15];[32:24];[32:77];[32:124];[33:337];[33:338];[33:339];[33:340];[33:341];[33:342];[33:343];[33:344];[33:345];[34.275];[37:11];[37:12];[37:13];[37:14];[37:15];[37:16];[37:27];[37:34]
time;Banddicke;MON Verzinnungsstation Pd;OFI Start;Verzinnungsstation_ Temp. Zinnbad Sollwert;Laufprogramm Istwerte Zug / Abhaspel Istzug absolut [N];Laufprogramm Istwerte Zug / Verzinnung Istzug absolut [N];Laufprogramm Istwerte Abstreifer US / Istposition;Laufprogramm Istwerte Bandgeschwindigkeit / Sollwert [m/min];Wannentemperatur außen (WSP);Zinnbadtemperatur Wanne (WSP);Temperatur unter der Zinnbadrolle 1 (WSP);Temperatur unter der Zinnbadrolle 2 (WSP);Reglerausgang Y-Out (WSP);P-Anteil von Y-Out (WSP);I-Anteil von Y-Out (WSP);D-Anteil von Y-Out (WSP);Wirksame Soll-Temperatur (WSP);MON Sicherheit Schallschutzkabine Hubtor geöffnet;DB912_Istwerte\reP-Anteil_YOUT_Wanne;DB912_Istwerte\reI-Anteil_YOUT_Wanne;DB912_Istwerte\reD-Anteil_YOUT_Wanne;DB912_Istwerte\reP-Anteil_YOUT_Rolle;DB912_Istwerte\reI-Anteil_YOUT_Rolle;DB912_Istwerte\reD-Anteil_YOUT_Rolle;DB912_Istwerte\RCV.reV_Ist;DB912_Istwerte\reWirksameSolltemperaturWanneInnen
652;0,5;157;0;265;2766,08;3927,06;-11,738;60;306,619;266,3;264,827;261,8;27,2998;0,292505;-4,42038;1,0755;265;0;3,9629;23,662;0;0,321069;-4,42009;1,13541;60;308,14
653;0,5;165;0;265;2767,62;3932,17;-11,738;60;306,641;266,3;264,792;261,9;28,3759;0,433618;-4,41792;1,16027;265;0;4,71299;23,7146;0;0,439355;-4,41751;1,10404;60;308,368
654;0,5;177;0;265;2767,91;3927,41;-11,738;60;306,532;266,3;264,79;261,9;27,5119;0,440088;-4,41501;0,698889;265;0;3,55237;23,7627;0;0,439844;-4,4146;0,647191;60;307,916
655;0,5;181;0;265;2766,96;3931,96;-11,738;60;306,554;266,5;264,779;262,1;27,0697;0,472681;-4,41248;0,587149;265;0;3,25739;23,7959;0;0,482324;-4,41203;0,59118;60;307,84
656;0,5;181;0;265;2769,49;3931,45;-11,738;60;306,51;267,2;264,762;262,4;27,5969;0,550562;-4,40912;0,651483;265;0;3,75919;23,8369;0;0,561792;-4,4086;0,658511;60;307,985
657;0,5;183;0;265;2771,15;3931,79;-11,738;60;306,597;267,9;264,749;262,9;27,6849;0,599146;-4,40587;0,603252;265;0;3,57471;23,8746;0;0,60415;-4,4053;0,583763;60;307,989
658;0,5;182;0;265;2765,29;3926,27;-11,738;60;306,489;268,3;264,751;263,5;27,1619;0,59585;-4,4019;0,330684;265;0;2,82407;23,9139;0;0,588892;-4,40135;0,273247;60;307,717
659;0,5;182;0;265;2767,48;3930,67;-11,738;60;306,554;268,6;264,772;263,9;25,4677;0,513818;-4,39822;-0,136136;265;0;1,38395;23,9389;0;0,497217;-4,39775;-0,206302;60;307,172
660;0,5;172;0;265;2766,01;3932,37;-11,738;60;306,597;268,4;264,807;264,4;23,9439;0,371729;-4,39528;-0,6453;265;0;0;23,9439;0;0,34585;-4,39494;-0,72337;60;306,523
661;0,5;167;0;265;2768,14;3925,31;-11,738;60;306,597;268,1;264,857;264,8;22,5508;0,202417;-4,39365;-1,09681;265;0;-1,47898;23,9374;0;0,173364;-4,39347;-1,15753;60;305,904
662;0,5;157;0;265;2766,56;3932,24;-11,738;60;306,619;267,5;264,906;265,1;20,9701;0,00197753;-4,39298;-1,42743;265;0;-3,13535;23,91;0;0;-4,39298;-1,33377;60;305,374
663;0,5;148;0;265;2763,03;3924,77;-11,738;60;306,641;267;264,941;265,4;22,2133;0;-4,39298;-0,850271;265;0;-1,47486;23,8842;0;0;-4,39298;-0,788806;60;305,949
664;0,5;144;0;265;2768,69;3928,36;-11,738;60;306,554;266,5;264,971;265,5;23,5868;0;-4,39298;-0,502859;265;0;-0,289709;23,8765;0;0;-4,39298;-0,502859;60;306,257
665;0,5;148;0;265;2767,08;3934,88;-11,738;60;306,467;266,4;264,989;265,5;23,8761;0;-4,39298;-0,320569;265;0;0;23,8761;0;0;-4,39298;-0,297396;60;306,479
666;0,5;154;0;265;2764,8;3923,2;-11,738;60;306,315;266,7;264,998;265,3;24,1159;0;-4,39298;-0,189588;265;0;0,239447;23,8764;0;0;-4,39298;-0,189588;60;306,595
667;0,5;154;0;265;2769,44;3931,26;-11,738;60;306,163;266,6;264,999;264,8;24,8289;0;-4,39298;-0,112124;265;0;0,945685;23,8832;0;0;-4,39298;-0,112124;60;306,678
668;0,5;158;0;265;2764,23;3928,36;-11,738;60;306,098;266,2;265,003;264,3;25,1663;0;-4,39298;-0,0714783;265;0;1,28919;23,896;0;0;-4,39298;-0,0663112;60;306,728
669;0,5;161;0;265;2766,87;3926,26;-11,738;60;306,033;266,4;265,002;263,3;25,472;0;-4,39298;-0,042273;265;0;1,37681;23,9123;0;0;-4,39298;-0,0392171;60;306,757
670;0,5;165;0;265;2767,66;3933,7;-11,738;60;305,99;266,9;264,974;262,2;25,6771;0;-4,39298;-0,0250007;265;0;1,74824;23,9288;0;0;-4,39298;-0,0250007;60;306,772
671;0,5;167;0;265;2762,43;3923,21;-11,738;60;306,055;266,7;264,945;262;25,6593;0;-4,39298;-0,0159378;265;0;1,58591;23,9496;0;0;-4,39298;-0,0147856;60;306,783
672;0,5;169;0;265;2768,49;3930,65;-11,738;60;305,99;266,3;264,934;261,8;25,7662;0;-4,39298;-0,00942574;265;0;1,86597;23,9706;0;0;-4,39298;-0,00874436;60;306,79
673;0,5;169;0;265;2768,72;3932,73;-11,738;60;306,076;265,9;264,942;261,8;25,538;0;-4,39298;-0,00557448;265;0;1,55067;23,9873;0;0;-4,39298;-0,00557448;60;306,793
674;0,5;169;0;265;2764,49;3927,22;-11,738;60;306,011;265,7;264,965;262,3;25,6902;0;-4,39298;-0,00355369;265;0;1,75327;24,0057;0;0;-4,39298;-0,0032968;60;306,796
675;0,5;168;0;265;2768,11;3929,51;-11,738;60;305,903;265,6;264,99;262,6;26,1069;0;-4,39298;-0,00210169;265;0;2,08259;24,0243;0;0;-4,39298;-0,00210169;60;306,797
676;0,5;170;0;265;2766,11;3924,44;-11,738;60;305,903;265,6;265,014;262,9;26,1296;0;-4,39298;-0,00133981;265;0;2,34598;24,0482;0;0;-4,39298;-0,00124296;60;306,798
677;0,5;170;0;265;2759,93;3927,86;-11,738;60;305,859;266,1;265,044;263;26,2875;0;-4,39298;-0,000792378;265;0;2,28245;24,0741;0;0;-4,39298;-0,000735098;60;306,798
678;0,5;169;0;265;2762,64;3925,85;-11,738;60;305,707;266;265,074;263,3;26,7725;0;-4,39298;-0,00046862;265;0;2,67402;24,103;0;0;-4,39298;-0,000434744;60;306,799
679;0,5;173;0;265;2764,88;3924,85;-11,738;60;305,729;265,7;265,098;263,6;26,7389;0;-4,39298;-0,000277146;265;0;2,60947;24,1294;0;0;-4,39298;-0,000277146;60;306,799
680;0,5;176;0;265;2757,94;3923,65;-11,738;60;305,599;265,4;265,113;263,6;26,5138;-0,0468994;-4,39312;-0,187858;265;0;2,29636;24,1585;0;-0,0526367;-4,39316;-0,201927;60;306,564
681;0,5;177;0;265;2763,36;3925,51;-11,738;60;305,621;265,3;265,118;263,6;26,1716;-0,0711914;-4,39346;-0,213516;265;0;2,0987;24,1835;0;-0,0743652;-4,3936;-0,198505;60;306,52
682;0,5;175;0;265;2762,83;3929,69;-11,738;60;305,556;265,2;265,119;263,6;26,6624;-0,0744873;-4,39395;-0,135741;265;0;2,4975;24,2073;0;-0,0741211;-4,39402;-0,124163;60;306,588
683;0,5;176;0;265;2757,56;3919,76;-11,738;60;305,599;265,5;265,115;263,5;26,9051;-0,060083;-4,39441;-0,0195688;265;0;2,75779;24,2379;0;-0,0558105;-4,39446;0,00243602;60;306,718
684;0,5;177;0;265;2764,23;3928,14;-11,738;60;305,642;265,5;265,104;263,3;27,4608;-0,0165039;-4,39468;0,163684;265;0;3,2421;24,2727;0;-0,00832519;-4,39469;0,191267;60;306,945
685;0,5;177;0;265;2761,46;3931,93;-11,738;60;305,686;265,6;265,08;263,1;27,5254;0;-4,39469;0,149571;265;0;3,21912;24,3062;0;0;-4,39469;0,149571;60;306,959
686;0,5;182;0;265;2762,26;3924,56;-11,738;60;305,729;265,7;265,042;262,8;27,2504;0;-4,39469;0,0953505;265;0;2,82609;24,3416;0;0;-4,39469;0,0884577;60;306,893
687;0,5;182;0;265;2768,92;3933,53;-11,738;60;305,773;265,7;264,988;262,4;27,0267;0;-4,39469;0,0563912;265;0;2,65726;24,3695;0;0;-4,39469;0,0563912;60;306,858
688;0,5;182;0;265;2761,76;3924,99;-11,738;60;305,816;265,4;264,931;262,3;26,8561;0;-4,39469;0,035949;265;0;2,45273;24,3991;0;0;-4,39469;0,0333503;60;306,834
689;0,5;181;0;265;2764,39;3930,44;-11,738;60;305,859;265,6;264,888;262,6;26,8497;0,0301758;-4,39467;0,163828;265;0;2,7967;24,4275;0;0,047998;-4,39464;0,237876;60;306,992
690;0,5;180;0;265;2765,45;3936,82;-11,738;60;305,946;266,2;264,87;262,9;28,0286;0,119409;-4,39414;0,430784;265;0;3,73658;24,4663;0;0,126733;-4,39402;0,43494;60;307,348
691;0,5;181;0;265;2761,31;3923,29;-11,738;60;305,968;266,6;264,862;263,2;28,0085;0,150415;-4,39322;0,365909;265;0;3,50495;24,5036;0;0,150415;-4,39322;0,365909;60;307,336
692;0,5;182;0;265;2762,12;3930,02;-11,738;60;306,098;266,6;264,867;263,5;27,5044;0,13772;-4,3924;0,176748;265;0;2,44871;24,5401;0;0,133081;-4,39227;0,141616;60;307,114
693;0,5;182;0;265;2763;3930,45;-11,738;60;306,055;266,4;264,874;263,8;26,5067;0,10354;-4,39161;-0,0271579;265;0;1,86707;24,5655;0;0,0990234;-4,39151;-0,0469615;60;306,877
694;0,5;181;0;265;2764,78;3927,02;-11,738;60;306,033;266,1;264,882;264;26,1422;0,07229;-4,39103;-0,13745;265;0;1,55854;24,5837;0;0,07229;-4,39103;-0,13745;60;306,753
695;0,5;179;0;265;2764,12;3932,83;-11,738;60;305,946;265,8;264,887;264;26,1568;0,0560547;-4,39068;-0,151453;265;0;1,68003;24,6021;0;0,0537353;-4,39062;-0,151682;60;306,706
696;0,5;173;0;265;2763,52;3927,26;-11,738;60;305,946;265,4;264,89;264;26,2536;0,0398193;-4,39036;-0,152748;265;0;1,62839;24,6206;0;0,0376221;-4,39032;-0,152295;60;306,689
697;0,5;172;0;265;2765,02;3928,47;-11,738;60;305,946;265,5;264,896;263,9;26,1353;0,016626;-4,39016;-0,18395;265;0;1,49985;24,6354;0;0,016626;-4,39016;-0,18395;60;306,646
698;0,5;172;0;265;2764,47;3928,78;-11,738;60;305,968;265,8;264,903;263,9;25,9718;0;-4,39013;-0,179347;265;0;1,36472;24,6512;0;0;-4,39013;-0,166382;60;306,623
699;0,5;173;0;265;2764,38;3929,45;-11,738;60;305,99;265,6;264,909;263,9;26,1592;0;-4,39013;-0,106067;265;0;1,49464;24,6645;0;0;-4,39013;-0,106067;60;306,688
700;0,5;173;0;265;2766,98;3931;-11,738;60;305,99;265,6;264,916;264;26,318;0;-4,39013;-0,0627292;265;0;1,63471;24,6833;0;0;-4,39013;-0,0627292;60;306,734
701;0,5;173;0;265;2765,77;3927,41;-11,738;60;305,99;266,1;264,923;264,1;26,4089;0;-4,39013;-0,0399895;265;0;1,71766;24,7034;0;0;-4,39013;-0,0370987;60;306,762
702;0,5;174;0;265;2762,92;3932,01;-11,738;60;305,99;266,4;264,929;264,3;26,4824;0;-4,39013;-0,0236502;265;0;1,83182;24,7243;0;0;-4,39013;-0,0219405;60;306,778
703;0,5;176;0;265;2764,2;3929,42;-11,738;60;305,924;266,6;264,946;264,4;26,7304;0;-4,39013;-0,0139869;265;0;1,98774;24,7426;0;0;-4,39013;-0,0139869;60;306,787
704;0,5;176;0;265;2767,14;3933,31;-11,738;60;305,924;266,4;264,959;264,2;26,767;0;-4,39013;-0,00891658;265;0;1,94114;24,7662;0;0;-4,39013;-0,00827201;60;306,793
705;0,5;176;0;265;2764,54;3934,43;-11,738;60;306,011;265,9;264,943;263,9;26,5405;0;-4,39013;-0,00527335;265;0;1,62647;24,7879;0;0;-4,39013;-0,00489215;60;306,797
706;0,5;177;0;265;2767,15;3930,41;-11,738;60;306,055;265,4;264,905;263,6;26,4362;0;-4,39013;-0,00311871;265;0;1,63224;24,804;0;0;-4,39013;-0,00311871;60;306,799
707;0,5;178;0;265;2765,33;3940,11;-11,738;60;306,163;265,1;264,868;263,4;27,5726;0,10769;-4,38988;0,446914;265;0;2,98145;24,8282;0;0,129175;-4,38977;0,518146;60;307,357
708;0,5;178;0;265;2762,34;3931,75;-11,738;60;306,185;265,6;264,836;263,3;28,975;0,234766;-4,38892;0,798541;265;0;4,58134;24,8723;0;0,280298;-4,38844;0,898742;60;307,912
709;0,5;182;0;265;2767,54;3930,51;-11,738;60;306,25;266,4;264,797;263,2;30,3132;0,391992;-4,38686;1,08309;265;0;5,49146;24,9242;0;0,412012;-4,38648;1,10128;60;308,28
710;0,5;190;0;265;2763,2;3937,52;-11,738;60;306,163;266,1;264,763;263,1;31,4189;0,530054;-4,38383;1,17701;265;0;6,45698;24,9947;0;0,549341;-4,38333;1,18488;60;308,516
711;0,5;199;0;265;2761,76;3930,53;-11,738;60;306,142;266,1;264,74;263;31,7578;0,639673;-4,37997;1,11578;265;0;6,6973;25,0605;0;0,639673;-4,37997;1,11578;60;308,574
712;0,5;208;0;265;2769,02;3938,72;-11,738;60;306,142;266;264,721;263;31,6255;0,717676;-4,37551;0,960094;265;0;6,48865;25,1368;0;0,717676;-4,37551;0,960094;60;308,504
713;0,5;212;0;265;2759,89;3931,2;-11,738;60;306,163;266,3;264,709;262,9;31,312;0,763452;-4,37133;0,793785;265;0;6,04499;25,2095;0;0,769678;-4,37062;0,766406;60;308,378
714;0,5;211;0;265;2763,33;3930,55;-11,738;60;306,207;266,7;264,701;262,7;30,8128;0,792017;-4,36695;0,618506;265;0;5,39203;25,2759;0;0,79812;-4,36546;0,561007;60;308,204
715;0,5;209;0;265;2769,15;3942,03;-11,738;60;306,315;266,6;264,691;262,4;30,3235;0,835718;-4,36165;0,548546;265;0;5,09934;25,3267;0;0,847559;-4,36086;0,565957;60;308,215
716;0,5;208;0;265;2762,93;3928,96;-11,738;60;306,424;265,9;264,665;262,3;30,7779;0,926904;-4,35587;0,678546;265;0;5,45466;25,3895;0;0,938257;-4,35499;0,684206;60;308,442
717;0,5;207;0;265;2766,76;3932,61;-11,738;60;306,554;265,4;264,662;262,4;30,1875;0,953638;-4,34963;0,484979;265;0;4,58234;25,4501;0;0,948877;-4,34874;0,426977;60;308,281
718;0,5;204;0;265;2767,43;3935,17;-11,738;60;306,641;265;264,679;262,5;28,7009;0,899439;-4,34439;0,0823521;265;0;2,96708;25,4886;0;0,884912;-4,34355;0,0063922;60;307,83
719;0,5;200;0;265;2762,83;3926,8;-11,738;60;306,749;264,8;264,705;262,5;26,557;0,781397;-4,33886;-0,415112;265;0;0,811743;25,5103;0;0,763452;-4,33814;-0,471583;60;307,22
720;0,5;185;0;265;2765,02;3935,16;-11,738;60;306,706;265;264,738;262,8;25,5133;0,646265;-4,33417;-0,772166;265;0;0;25,5133;0;0,6271;-4,33358;-0,808709;60;306,732
721;0,5;179;0;265;2766,18;3929,98;-11,738;60;306,771;265,4;264,769;263,2;25,2898;0,538355;-4,33085;-0,922384;265;0;-0,28028;25,5124;0;0,525659;-4,33036;-0,916888;60;306,477
722;0,5;171;0;265;2764,82;3927,79;-11,738;60;306,858;265,3;264,784;263,7;24,9959;0,462549;-4,32758;-0,838469;265;0;-0,506598;25,5061;0;0,452173;-4,32715;-0,827862;60;306,489
723;0,5;167;0;265;2767,2;3933,47;-11,738;60;306,858;265,3;264,809;264,2;24,6712;0,365625;-4,32483;-0,88105;265;0;-0,851843;25,4987;0;0,347803;-4,3245;-0,90325;60;306,352
724;0,5;166;0;265;2766,97;3930,44;-11,738;60;306,901;265,6;264,845;264,5;23,5567;0,22085;-4,32289;-1,09053;265;0;-1,9286;25,4853;0;0,22085;-4,32289;-1,09053;60;306,058
725;0,5;163;0;265;2764,94;3933,29;-11,738;60;306,793;265,5;264,89;264,7;22,5491;0,0678955;-4,32207;-1,31305;265;0;-2,90253;25,457;0;0,0415283;-4,32202;-1,3452;60;305,625
726;0,5;155;0;265;2765,7;3930,58;-11,738;60;306,749;265,5;264,927;264,7;23,1602;0;-4,32199;-0,999027;265;0;-2,03361;25,4238;0;0;-4,32199;-0,926808;60;305,871
727;0,5;154;0;265;2767,04;3930,75;-11,738;60;306,662;265,8;264,962;264,5;24,7235;0;-4,32199;-0,590834;265;0;-0,686774;25,4103;0;0;-4,32199;-0,590834;60;306,233
728;0,5;155;0;265;2762,42;3929,18;-11,738;60;306,619;265,9;264,988;264,5;25,4078;0;-4,32199;-0,376653;265;0;0;25,4078;0;0;-4,32199;-0,349425;60;306,494
729;0,5;160;0;265;2766,42;3930,28;-11,738;60;306,467;266,2;265,023;264,5;25,4078;0;-4,32199;-0,222756;265;0;0;25,4078;0;0;-4,32199;-0,206653;60;306,648
730;0,5;166;0;265;2767,88;3933,55;-11,738;60;306,293;266,5;265,066;264,5;26,1156;0;-4,32199;-0,13174;265;0;0,704626;25,4109;0;0;-4,32199;-0,13174;60;306,728
731;0,5;168;0;265;2764,58;3925,23;-11,738;60;306,163;266,8;265,112;264,6;26,6042;-0,0213867;-4,322;-0,187052;265;0;0,895972;25,4212;0;-0,0492187;-4,32203;-0,30766;60;306,662
732;0,5;169;0;265;2767,79;3933,39;-11,738;60;306,098;267,2;265,154;264,7;25,3901;-0,217676;-4,32278;-0,876473;265;0;-0,368262;25,4224;0;-0,246606;-4,32299;-0,952538;60;305,775
733;0,5;169;0;265;2766,67;3935,11;-11,738;60;305,968;267,4;265,204;265;23,7984;-0,417261;-4,32486;-1,2938;265;0;-1,61411;25,4125;0;-0,417261;-4,32486;-1,2938;60;305,23
734;0,5;161;0;265;2769,09;3927,14;-11,738;60;305,881;267,2;265,253;265,2;22,8779;-0,58291;-4,32768;-1,4912;265;0;-2,67182;25,3865;0;-0,61001;-4,32824;-1,51401;60;304,79
735;0,5;157;0;265;2767,46;3935,37;-11,738;60;305,794;267;265,29;265,2;22,2343;-0,761743;-4,33211;-1,57325;265;0;-3,46769;25,3504;0;-0,785913;-4,33211;-1,57325;60;304,525
736;0,5;150;0;265;2765,97;3930,46;-11,738;60;305,794;266,7;265,297;265;23,3024;-0,787866;-4,33735;-0,982703;265;0;-2,01823;25,3206;0;-0,787866;-4,33735;-0,982703;60;304,922
737;0,5;147;0;265;2771,16;3931,27;-11,738;60;305,838;266,5;265,259;264,7;25,3139;-0,655786;-4,34143;-0,0893598;265;0;0,204016;25,314;0;-0,634546;-4,34203;0,0194624;60;306,106
738;0,5;156;0;265;2767,52;3936,15;-11,738;60;305,729;266,5;265,236;264,5;27,4898;-0,542871;-4,34531;0,370575;265;0;2,56196;25,3324;0;-0,534204;-4,34581;0,385555;60;306,675
739;0,5;165;0;265;2764,14;3922,53;-11,738;60;305,664;266,4;265,232;264,4;27,6087;-0,528589;-4,34877;0,257833;265;0;2,25132;25,3573;0;-0,528589;-4,34877;0,257833;60;306,615
740;0,5;179;0;265;2771,05;3932,05;-11,738;60;305,512;266,2;265,236;264,3;27,1695;-0,548608;-4,35181;0,0885791;265;0;2,00486;25,381;0;-0,54397;-4,35233;0,104531;60;306,38
741;0,5;181;0;265;2765,06;3930,98;-11,738;60;305,512;265,9;265,219;264;27,9739;-0,4927;-4,35478;0,292407;265;0;2,93284;25,4082;0;-0,459863;-4,35567;0,404168;60;306,711
742;0,5;183;0;265;2766,94;3922,18;-11,738;60;305,556;265,7;265,19;263,6;29,2579;-0,3771;-4,35763;0,622049;265;0;3,97205;25,443;0;-0,36123;-4,35797;0,65356;60;307,08
743;0,5;187;0;265;2771,95;3931,19;-11,738;60;305,577;265,8;265,159;262,8;30,4885;-0,235742;-4,35968;0,931778;265;0;5,05878;25,4962;0;-0,208521;-4,35989;0,99561;60;307,529
744;0,5;195;0;265;2766,04;3925,62;-11,738;60;305,642;266,4;265,1;261,8;32,0756;-0,0449463;-4,36051;1,37559;265;0;7,36802;25,5678;0;0;-4,36054;1,38511;60;308,32
745;0,5;201;0;265;2769,36;3929,64;-11,738;60;305,621;266,6;265,02;261,3;31,7358;0;-4,36054;0,951804;265;0;5,9538;25,6348;0;0;-4,36054;0,882999;60;307,784
746;0,5;209;0;265;2770,16;3934,04;-11,738;60;305,686;266,6;264,91;261,5;30,3455;0;-4,36054;0,562906;265;0;4,46149;25,6949;0;0,0221191;-4,36052;0,628812;60;307,395
747;0,5;208;0;265;2764,87;3923,3;-11,738;60;305,794;266,6;264,812;261,7;33,2828;0,30459;-4,35974;1,60317;265;0;8,70322;25,7721;0;0,397363;-4,35908;1,81066;60;308,895
748;0,5;212;0;265;2769,62;3932,33;-11,738;60;305,903;266,4;264,758;261,9;35,5213;0,569482;-4,35678;1,95173;265;0;9,76166;25,8656;0;0,594629;-4,35624;1,93183;60;309,357
749;0,5;224;0;265;2767,27;3930,08;-11,738;60;306,033;266,2;264,724;262,1;34,9965;0,703272;-4,35257;1,66318;265;0;9,04966;25,9752;0;0,717676;-4,3519;1,61237;60;309,206
750;0,5;231;0;265;2763,58;3926,01;-11,738;60;306,098;266,1;264,701;262,3;34,1627;0,79519;-4,34765;1,34215;265;0;8,05164;26,0739;0;0,809229;-4,3469;1,31278;60;308,982
751;0,5;230;0;265;2769,38;3934,65;-11,738;60;306,293;265,9;264,677;262,5;33,4934;0,878076;-4,34295;1,18908;265;0;7,26923;26,1499;0;0,891626;-4,34212;1,16843;60;308,916
752;0,5;231;0;265;2769,46;3928,69;-11,738;60;306,402;265,8;264,662;262,5;32,88;0,953882;-4,33692;0,992461;265;0;6,59943;26,2325;0;0,965112;-4,33602;0,97484;60;308,802
753;0,5;230;0;265;2764,6;3928,93;-11,738;60;306,641;265,5;264,633;262,2;32,7304;1,05007;-4,33131;1,02827;265;0;6,33695;26,307;0;1,0873;-4,3293;1,0579;60;308,975
754;0,5;223;0;265;2768,13;3931,53;-11,738;60;306,814;265,5;264,608;262,1;32,4732;1,16958;-4,32292;0,9965;265;0;6,10267;26,3705;0;1,16958;-4,32292;0,9965;60;309,048
755;0,5;222;0;265;2771,09;3928,24;-11,738;60;307,053;265,5;264,602;262,3;31,1859;1,19192;-4,31626;0,717041;265;0;4,59608;26,4334;0;1,18997;-4,31514;0,655794;60;308,785
756;0,5;215;0;265;2768,02;3929,86;-11,738;60;307,205;265,8;264,613;262,7;29,3271;1,14858;-4,30855;0,245814;265;0;2,61973;26,4762;0;1,13882;-4,30747;0,18098;60;308,278
757;0,5;205;0;265;2769,32;3930,88;-11,738;60;307,378;266;264,629;263,2;27,6281;1,0928;-4,30225;-0,0662097;265;0;1,01435;26,4934;0;1,08523;-4,30123;-0,0978975;60;307,917
758;0,5;191;0;265;2769,81;3933,22;-11,738;60;307,509;265,9;264,636;263,4;26,7389;1,05703;-4,29522;-0,171705;265;0;0,416418;26,5003;0;1,05374;-4,29423;-0,175177;60;307,782
759;0,5;187;0;265;2767,22;3932,97;-11,738;60;307,509;265,6;264,638;263,5;26,7917;1,04641;-4,28832;-0,141175;265;0;0,0410522;26,5038;0;1,04519;-4,28734;-0,136852;60;307,809
760;0,5;181;0;265;2768,83;3933,8;-11,738;60;307,595;265,2;264,642;263,6;26,5407;1,03201;-4,28149;-0,142989;265;0;0,0355591;26,5052;0;1,03201;-4,28149;-0,142989;60;307,807
761;0,5;181;0;265;2768,09;3937,35;-11,738;60;307,509;265,1;264,657;263,5;26,5055;0,983423;-4,2758;-0,292356;265;0;0;26,5055;0;0,972559;-4,27489;-0,323579;60;307,608
762;0,5;181;0;265;2768,06;3934,82;-11,738;60;307,595;265;264,677;263,5;26,309;0,892114;-4,26964;-0,532359;265;0;-0,274145;26,5049;0;0,875635;-4,26881;-0,573294;60;307,282
763;0,5;179;0;265;2770,93;3940,26;-11,738;60;307,422;264,9;264,708;263,2;25,6668;0,766504;-4,26417;-0,809261;265;0;-0,831244;26,498;0;0,766504;-4,26417;-0,809261;60;306,945
764;0,5;173;0;265;2766,83;3936,25;-11,738;60;307,509;265,4;264,745;262,7;24,2947;0,640894;-4,26021;-1,02378;265;0;-2,2786;26,4788;0;0,619653;-4,25962;-1,05213;60;306,549
765;0,5;169;0;265;2768,23;3931,92;-11,738;60;307,378;265,6;264,771;262,3;24,0245;0,516504;-4,25645;-1,07751;265;0;-2,41099;26,4512;0;0,503931;-4,25597;-1,06021;60;306,375
766;0,5;161;0;265;2768,38;3942,23;-11,738;60;307,357;265,7;264,793;262,4;24,1444;0,429956;-4,25335;-0,973544;265;0;-2,2862;26,4306;0;0,429956;-4,25335;-0,973544;60;306,395
767;0,5;160;0;265;2765,45;3935,21;-11,738;60;307,292;265,5;264,803;262,2;24,8723;0,389917;-4,25108;-0,769173;265;0;-1,5893;26,4082;0;0,389917;-4,25072;-0,71357;60;306,562
768;0,5;161;0;265;2769,47;3935,77;-11,738;60;307,227;265,4;264,797;261,9;26,1359;0,412012;-4,24846;-0,3646;265;0;-0,106055;26,4007;0;0,415918;-4,24808;-0,319418;60;306,991
769;0,5;164;0;265;2767,57;3942,1;-11,738;60;307,205;265,2;264,789;261,9;26,4006;0,443018;-4,24567;-0,0922134;265;0;0;26,4006;0;0,443018;-4,24567;-0,0922134;60;307,254
770;0,5;168;0;265;2767,39;3932,98;-11,738;60;307,075;265,3;264,779;262;27,0036;0,477075;-4,24308;0,0782281;265;0;0,689429;26,4027;0;0,48269;-4,24263;0,0996345;60;307,504
771;0,5;173;0;265;2770,35;3940,65;-11,738;60;307,096;265,4;264,776;262,2;27,2077;0,494043;-4,23987;0,105307;265;0;0,896338;26,4107;0;0,493555;-4,23941;0,095341;60;307,552
772;0,5;178;0;265;2766,31;3938,13;-11,738;60;306,923;265,4;264,776;262,4;27,5934;0,494775;-4,23664;0,0682578;265;0;1,17274;26,4207;0;0,494775;-4,23664;0,0682578;60;307,514
773;0,5;181;0;265;2769,48;3927,31;-11,738;60;306,814;265,2;264,761;262,7;28,4957;0,543359;-4,23375;0,249466;265;0;2,21131;26,4399;0;0,556665;-4,23323;0,295556;60;307,751
774;0,5;185;0;265;2772,45;3938,11;-11,738;60;306,749;265,3;264,745;262,8;29,6312;0,620752;-4,22991;0,442356;265;0;3,55448;26,4717;0;0,62771;-4,22932;0,443911;60;308,025
775;0,5;190;0;265;2763,87;3927,53;-11,738;60;306,749;266,1;264,736;262,9;29,7494;0,654443;-4,2257;0,384178;265;0;3,24256;26,5068;0;0,654443;-4,2257;0,384178;60;308,03
776;0,5;196;0;265;2769,17;3925,79;-11,738;60;306,727;266,4;264,739;263,2;29,2371;0,643579;-4,22142;0,178767;265;0;2,69617;26,541;0;0,643579;-4,22142;0,178767;60;307,826
777;0,5;196;0;265;2769,99;3933,9;-11,738;60;306,727;266,3;264,746;263,4;28,627;0,614404;-4,21787;-0,00488471;265;0;2,0618;26,5652;0;0,614404;-4,21787;-0,00488471;60;307,615
778;0,5;194;0;265;2763,67;3923,86;-11,738;60;306,858;266,1;264,754;263,2;27,7234;0,583154;-4,21396;-0,119843;265;0;1,14042;26,583;0;0,583154;-4,21396;-0,119843;60;307,438
