Time;[11:7];[31:48];[31:110];[31:112];[31:115];[32:1];[32:80];[32:85];[32:124];[33:108];[ChannelInfoFieldText([10:1], "$PDA_expression")]_text;[Bandlänge auf Abhaspel]
time;Banddicke;Ofenleistung;Wannentemperatur außen;Wannentemperatur innen;Solltemperatur unter Zinnbadrolle;Bandbreite;Abblasung OS Luftdruck;Abblasung US Luftdruck;Bandgeschwindigkeit;Temperatur unter Zinnbadrolle;ChannelInfoFieldText([10:1], "$PDA_expression");Bandlänge auf Abhaspel
sec;mm;kW;°C;°C;°C;mm;mbar;mbar;m/min;°C;;m
13;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;"(( Pi() / ([11:7] * 0.001)) * (Pow(0.5 * [3:10], 2) - Pow(0.5 * 0.48, 2))) / [32:124]";nan
53;0,5;0;272,251;270,501;270,1;340;0,289352;0,289352;0;271,241;;1610,91
54;0,5;0;272,295;270,508;270,1;340;0,289352;0,289352;0;271,236;;1610,91
55;0,5;1;272,367;270,472;270,1;340;0,289352;0,289352;0;271,246;;1610,91
56;0,5;2;272,425;270,479;270,1;340;0,289352;0,289352;0;271,243;;1610,91
57;0,5;3;272,338;270,674;270,1;340;0,289352;0,289352;0;271,244;;1610,91
58;0,5;0;272,237;270,681;270,1;340;0,289352;0,289352;0;271,252;;1610,91
59;0,5;0;272,237;270,652;270,1;340;0,289352;0,289352;0;271,246;;1610,91
60;0,5;0;271,918;270,631;270,1;340;0,289352;0,289352;0;271,24;;1610,91
61;0,5;0;272,005;270,609;270,1;340;0,289352;0,289352;0;271,235;;1610,91
62;0,5;0;272,135;270,595;270,1;340;0,289352;0,289352;0;271,231;;1610,91
63;0,5;0;271,658;270,624;270,1;340;0,289352;0,289352;0;271,227;;1610,91
64;0,5;2;271,557;270,609;270,1;340;0,289352;0,289352;0;271,236;;1610,91
65;0,5;11;271,427;270,616;270,1;340;0,289352;0,289352;0;271,225;;1610,91
66;0,5;12;271,918;270,53;270,1;340;0,289352;0,289352;0;271,224;;1610,91
67;0,5;11;271,484;270,616;270,1;340;0,289352;0,289352;0;271,221;;1610,91
68;0,5;2;271,557;270,66;270,1;340;0,289352;0,289352;0;271,224;;1610,91
69;0,5;0;271,325;270,689;270,1;340;0,289352;0,289352;0;271,221;;1610,91
70;0,5;0;271,427;270,674;270,1;340;0,289352;0,289352;0;271,225;;1610,91
71;0,5;3;271,398;270,674;270,1;340;0,289352;0,289352;0;271,228;;1610,91
72;0,5;12;271,267;270,667;270,1;340;0,289352;0,289352;0;271,212;;1610,91
73;0,5;29;271,166;270,645;270,1;340;0,289352;0,289352;0;271,216;;1610,91
74;0,5;12;271,224;270,645;270,1;340;0,289352;0,289352;0;271,51;;1610,91
75;0,5;0;271,311;270,674;270,1;340;0,289352;0,289352;0;271,462;;1610,91
76;0,5;0;271,369;270,725;270,1;340;0,289352;0,289352;0;271,424;;1610,91
77;0,5;3;271,369;270,45;270,1;340;0,289352;0,289352;0;271,374;;1610,91
78;0,5;0;271,253;270,435;270,1;340;0,289352;0,289352;0;271,205;;1610,91
79;0,5;0;271,238;270,414;270,1;340;0,289352;0,289352;0;271,194;;1610,91
80;0,5;0;271,267;270,428;270,1;340;0,289352;0,289352;0;271,183;;1610,91
81;0,5;0;271,325;270,421;270,1;340;0,289352;0,289352;0;271,173;;1610,91
82;0,5;0;271,296;270,428;270,1;340;0,289352;0,289352;0;271,168;;1610,91
83;0,5;3;270,79;270,472;270,1;340;0,289352;0,289352;0;271,165;;1610,91
84;0,5;20;270,775;270,515;270,1;340;0,434028;0,289352;0;271,139;;1610,91
85;0,5;41;270,674;270,522;270,1;340;0,289352;0,289352;0;271,13;;1610,91
86;0,5;57;270,558;270,501;270,1;340;0,289352;0,289352;0;271,123;;1610,91
87;0,5;36;270,486;270,508;270,1;340;0,289352;0,289352;0;271,119;;1610,91
88;0,5;23;270,501;270,515;270,1;340;0,289352;0,289352;0;271,117;;1610,91
89;0,5;19;270,515;270,515;270,1;340;0,289352;0,289352;0;271,114;;1610,91
90;0,5;30;270,558;270,501;270,1;340;0,289352;0,289352;0;271,105;;1610,91
91;0,5;45;270,587;270,522;270,1;340;0,289352;0,289352;0;271,104;;1610,91
92;0,5;48;270,616;270,566;270,1;340;0,289352;0,289352;0;271,102;;1610,91
93;0,5;43;271,166;270,515;270,1;340;0,289352;0,289352;0;271,098;;1610,91
94;0,5;39;271,296;270,493;270,1;340;0,289352;0,289352;0;271,09;;1610,91
95;0,5;30;271,152;270,472;270,1;340;0,289352;0,289352;0;271,089;;1610,91
96;0,5;20;271,181;270,45;270,1;340;0,289352;0,289352;0;271,088;;1610,91
97;0,5;15;271,325;270,435;270,1;340;0,289352;0,289352;0;271,081;;1610,91
98;0,5;0;271,383;270,421;270,1;340;0,289352;0,289352;0;271,086;;1610,91
99;0,5;0;271,441;270,392;270,1;340;0,289352;0,289352;0;271,102;;1610,91
100;0,5;6;271,34;270,399;270,1;340;0,289352;0,289352;0;271,099;;1610,91
101;0,5;0;271,803;270,399;270,1;340;0,289352;0,289352;0;271,09;;1610,91
102;0,5;0;271,701;270,414;270,1;340;0,289352;0,289352;0;271,08;;1610,91
103;0,5;0;271,701;270,464;270,1;340;0,289352;0,289352;0;271,072;;1610,91
104;0,5;1;271,701;270,486;270,1;340;0,289352;0,289352;0;271,08;;1610,91
105;0,5;11;271,687;270,486;270,1;340;0,289352;0,289352;0;271,071;;1610,91
106;0,5;20;271,73;270,486;270,1;340;0,289352;0,289352;0;271,063;;1610,91
107;0,5;30;271,745;270,479;270,1;340;0,289352;0,289352;0;271,056;;1610,91
108;0,5;43;271,774;270,479;270,1;340;0,289352;0,144676;0;271,053;;1610,91
109;0,5;2;272,179;270,53;270,1;340;0,289352;0,289352;0;271,122;;1610,91
110;0,5;0;272,049;270,508;270,1;340;0,289352;0,289352;0;271,103;;1610,91
111;0,5;0;271,991;270,53;270,1;340;0,289352;0,289352;0;271,092;;1610,91
112;0,5;1;271,991;270,407;270,1;340;0,289352;0,289352;0;271,069;;1610,91
113;0,5;8;272,005;270,479;270,1;340;0,289352;0,289352;0;271,035;;1610,91
114;0,5;14;272,049;270,45;270,1;340;0,289352;0,144676;0;271,023;;1610,91
115;0,5;20;272,092;270,464;270,1;340;0,289352;0,434028;0;271,017;;1610,91
116;0,5;7;272,121;270,45;270,1;340;0,289352;0,289352;0;271,006;;1610,91
117;0,5;0;271,672;270,558;270,1;340;0,289352;0,289352;0;271,02;;1610,91
118;0,5;0;272,135;270,385;270,1;340;0,289352;0,289352;0;271,021;;1610,91
119;0,5;3;271,484;270,609;270,1;340;0,289352;0,289352;0;271,033;;1610,91
120;0,5;20;271,687;270,341;270,1;340;0,289352;0,289352;0;271,046;;1610,91
121;0,5;39;271,73;270,718;270,1;340;0,289352;0,289352;0;271,038;;1610,91
122;0,5;56;271,687;270,667;270,1;340;0,289352;0,289352;0;271,023;;1610,91
123;0,5;0;271,296;270,327;270,1;340;0,289352;0,289352;0;271,012;;1610,91
124;0,5;3;271,383;270,312;270,1;340;0,289352;0,289352;0;270,975;;1610,91
125;0,5;30;271,427;270,298;270,1;340;0,289352;0,289352;0;270,941;;1610,91
126;0,5;63;271,369;270,247;270,1;340;0,289352;0,289352;0;270,942;;1610,91
127;0,5;87;271,933;270,32;270,1;340;0,289352;0,289352;0;270,944;;1610,91
128;0,5;92;271,846;270,363;270,1;340;0,289352;0,289352;0;270,942;;1610,91
129;0,5;86;271,889;270,349;270,1;340;0,289352;0,289352;0;270,943;;1610,91
130;0,5;86;271,933;270,327;270,1;340;0,289352;0,289352;0;270,938;;1610,91
131;0,5;88;271,947;270,312;270,1;340;0,289352;0,289352;0;270,937;;1610,91
132;0,5;87;271,976;270,262;270,1;340;0,289352;0,289352;0;270,936;;1610,91
133;0,5;84;272,425;270,291;270,1;340;0,289352;0,289352;0;270,94;;1610,91
134;0,5;82;272,323;270,334;270,1;340;0,289352;0,289352;0;270,936;;1610,91
135;0,5;77;272,786;270,327;270,1;340;0,289352;0,289352;0;270,938;;1610,91
136;0,5;69;272,656;270,312;270,1;340;0,289352;0,289352;0;270,938;;1610,91
137;0,5;65;272,801;270,298;270,1;340;0,289352;0,289352;0;270,935;;1610,91
138;0,5;63;273,394;270,284;270,1;340;0,434028;0,289352;0;270,931;;1610,91
139;0,5;54;273,466;270,269;270,1;340;0,289352;0,289352;0;270,924;;1610,91
140;0,5;44;273,9;270,298;270,1;340;0,289352;0,289352;0;270,925;;1610,91
141;0,5;43;273,814;270,334;270,1;340;0,289352;0,289352;0;270,922;;1610,91
142;0,5;38;274,06;270,291;270,1;340;0,289352;0,289352;0;270,922;;1610,91
143;0,5;1;274,277;270,32;270,1;340;0,289352;0,289352;0;270,905;;1610,91
144;0,5;0;274,291;270,269;270,1;340;0,289352;0,289352;0;270,899;;1610,91
145;0,5;2;274,363;270,247;270,1;340;0,289352;0,289352;0;270,885;;1610,91
146;0,5;5;275,246;270,262;270,1;340;0,289352;0,289352;0;270,867;;1610,91
147;0,5;5;275,289;270,305;270,1;340;0,289352;0,289352;0;270,859;;1610,91
148;0,5;0;275,304;270,312;270,1;340;0,289352;0,289352;0;270,842;;1610,91
149;0,5;0;275,203;270,298;270,1;340;0,289352;0,289352;0;270,837;;1610,91
150;0,5;0;275,116;270,284;270,1;340;0,289352;0,289352;0;270,835;;1610,91
151;0,5;0;275,058;270,269;270,1;340;0,434028;0,289352;0;270,834;;1610,91
152;0,5;0;275,087;270,262;270,1;340;0,289352;0,289352;0;270,831;;1610,91
153;0,5;0;274,363;270,247;270,1;340;0,289352;0,289352;0;270,827;;1610,91
154;0,5;2;274,421;270,269;270,1;340;0,289352;0,289352;0;270,824;;1610,91
155;0,5;0;274,494;270,32;270,1;340;0,289352;0,289352;0;270,819;;1610,91
156;0,5;0;274,45;270,32;270,1;340;0,434028;0,289352;0;270,814;;1610,91
157;0,5;3;274,262;270,298;270,1;340;0,289352;0,289352;0;270,812;;1610,91
158;0,5;0;274,306;270,284;270,1;340;0,289352;0,289352;0;270,773;;1610,91
159;0,5;0;273,814;270,269;270,1;340;0,289352;0,289352;0;270,776;;1610,91
160;0,5;2;273,958;270,255;270,1;340;0,289352;0,289352;0;270,774;;1610,91
161;0,5;5;274,016;270,284;270,1;340;0,289352;0,289352;0;270,774;;1610,91
162;0,5;8;274,031;270,312;270,1;340;0,289352;0,289352;0;270,76;;1610,91
163;0,5;13;274,002;270,312;270,1;340;0,289352;0,289352;0;270,748;;1610,91
164;0,5;19;273,293;270,298;270,1;340;0,289352;0,289352;0;270,743;;1610,91
165;0,5;0;273,235;270,276;270,1;340;0,289352;0,289352;0;270,734;;1610,91
166;0,5;2;273,307;270,255;270,1;340;0,289352;0,289352;0;270,718;;1610,91
167;0,5;11;273,38;270,247;270,1;340;0,289352;0,289352;0;270,7;;1610,91
168;0,5;17;273,452;270,255;270,1;340;0,289352;0,289352;0;270,694;;1610,91
169;0,5;20;273,452;270,334;270,1;340;0,289352;0,289352;0;270,695;;1610,91
170;0,5;24;273,365;270,327;270,1;340;0,289352;0,289352;0;270,693;;1610,91
171;0,5;26;273,235;270,312;270,1;340;0,289352;0,289352;0;270,693;;1610,91
172;0,5;25;272,468;270,291;270,1;340;0,289352;0,289352;0;270,694;;1610,91
173;0,5;27;272,541;270,284;270,1;340;0,289352;0,289352;0;270,694;;1610,91
174;0,5;43;272,598;270,269;270,1;340;0,289352;0,289352;0;270,692;;1610,91
175;0,5;48;272,656;270,269;270,1;340;0,289352;0,289352;0;270,69;;1610,91
176;0,5;47;272,714;270,312;270,1;340;0,289352;0,289352;0;270,694;;1610,91
177;0,5;43;272,772;270,327;270,1;340;0,289352;0,289352;0;270,692;;1610,91
178;0,5;43;272,7;270,312;270,1;340;0,289352;0,289352;0;270,693;;1610,91
179;0,5;41;272,685;270,291;270,1;340;0,289352;0,289352;0;270,694;;1610,91
180;0,5;38;272,627;270,276;270,1;340;0,289352;0,289352;0;270,694;;1610,91
181;0,5;39;272,671;270,269;270,1;340;0,289352;0,289352;0;270,694;;1610,91
182;0,5;44;272,743;270,262;270,1;340;0,289352;0,289352;0;270,697;;1610,91
183;0,5;41;272,815;270,298;270,1;340;0,434028;0,289352;0;270,699;;1610,91
184;0,5;38;273,423;270,327;270,1;340;0,289352;0,289352;0;270,697;;1610,91
185;0,5;38;273,409;270,32;270,1;340;0,289352;0,289352;0;270,697;;1610,91
186;0,5;38;273,394;270,291;270,1;340;0,289352;0,289352;0;270,692;;1610,91
187;0,5;30;273,192;270,284;270,1;340;0,289352;0,289352;0;270,691;;1610,91
188;0,5;28;273,249;270,269;270,1;340;0,289352;0,289352;0;270,691;;1610,91
189;0,5;29;273,336;270,284;270,1;340;0,289352;0,289352;0;270,691;;1610,91
190;0,5;25;273,409;270,327;270,1;340;0,289352;0,289352;0;270,693;;1610,91
191;0,5;20;273,712;270,327;270,1;340;0,289352;0,289352;0;270,693;;1610,91
192;0,5;21;273,958;270,284;270,1;340;0,289352;0,289352;0;270,693;;1610,91
193;0,5;21;273,539;270,291;270,1;340;0,289352;0,289352;0;270,686;;1610,91
194;0,5;0;273,452;270,284;270,1;340;0,289352;0,289352;0;270,692;;1610,91
195;0,5;0;274,002;270,255;270,1;340;0,289352;0,289352;0;270,694;;1610,91
196;0,5;2;274,06;270,312;270,1;340;0,289352;0,289352;0;270,715;;1610,91
197;0,5;5;273,553;270,327;270,1;340;0,289352;0,289352;0;270,719;;1610,91
198;0,5;5;274,06;270,327;270,1;340;0,289352;0,289352;0;270,719;;1610,91
199;0,5;10;274,06;270,32;270,1;340;0,289352;0,289352;0;270,722;;1610,91
200;0,5;16;273,915;270,291;270,1;340;0,289352;0,289352;0;270,721;;1610,91
201;0,5;0;273,77;270,276;270,1;340;0,289352;0,289352;0;270,71;;1610,91
202;0,5;0;273,727;270,276;270,1;340;0,289352;0,289352;0;270,7;;1610,91
203;0,5;2;273,727;270,284;270,1;340;0,289352;0,289352;0;270,698;;1610,91
204;0,5;0;273,785;270,327;270,1;340;0,289352;0,289352;0;270,683;;1610,91
205;0,5;0;273,77;270,327;270,1;340;0,289352;0,289352;0;270,688;;1610,91
206;0,5;0;273,77;270,312;270,1;340;0,289352;0,289352;0;270,689;;1610,91
207;0,5;2;273,423;270,291;270,1;340;0,289352;0,289352;0;270,689;;1610,91
208;0,5;3;273,322;270,284;270,1;340;0,289352;0,289352;0;270,686;;1610,91
209;0,5;7;273,235;270,269;270,1;340;0,289352;0,289352;0;270,682;;1610,91
210;0,5;12;273,249;270,32;270,1;340;0,289352;0,289352;0;270,674;;1610,91
211;0,5;21;273,322;270,349;270,1;340;0,289352;0,289352;0;270,669;;1610,91
212;0,5;21;273,307;270,334;270,1;340;0,289352;0,289352;0;270,674;;1610,91
213;0,5;16;273,438;270,291;270,1;340;0,289352;0,289352;0;270,677;;1610,91
214;0,5;21;273,047;270,269;270,1;340;0,289352;0,289352;0;270,676;;1610,91
215;0,5;21;273,047;270,291;270,1;340;0,289352;0,289352;0;270,676;;1610,91
216;0,5;21;273,148;270,284;270,1;340;0,289352;0,289352;0;270,679;;1610,91
217;0,5;25;273,032;270,32;270,1;340;0,289352;0,289352;0;270,678;;1610,91
218;0,5;34;272,931;270,32;270,1;340;0,289352;0,289352;0;270,674;;1610,91
219;0,5;34;272,917;270,305;270,1;340;0,289352;0,289352;0;270,677;;1610,91
220;0,5;31;272,541;270,305;270,1;340;0,289352;0,289352;0;270,676;;1610,91
