Time;[11:7];[31:48];[31:110];[31:112];[31:115];[32:1];[32:80];[32:85];[32:124];[33:108];[ChannelInfoFieldText([10:1], "$PDA_expression")]_text;[Bandlänge auf Abhaspel]
time;Banddicke;Ofenleistung;Wannentemperatur außen;Wannentemperatur innen;Solltemperatur unter Zinnbadrolle;Bandbreite;Abblasung OS Luftdruck;Abblasung US Luftdruck;Bandgeschwindigkeit;Temperatur unter Zinnbadrolle;ChannelInfoFieldText([10:1], "$PDA_expression");Bandlänge auf Abhaspel
sec;mm;kW;°C;°C;°C;mm;mbar;mbar;m/min;°C;;m
13;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;"(( Pi() / ([11:7] * 0.001)) * (Pow(0.5 * [3:10], 2) - Pow(0.5 * 0.48, 2))) / [32:124]";nan
654;0,5;51;274,494;269,994;270,1;340;0,289352;0,289352;-10;271,357;;1610,91
655;0,5;56;275,203;269,965;270,1;340;0,434028;0,289352;-7,7728;271,36;;1610,91
656;0,5;61;275,101;269,936;270,1;340;0,289352;0,289352;-9,616;271,365;;1610,91
657;0,5;59;275,029;269,893;270,1;340;0,289352;0,289352;-4,0928;271,371;;1610,91
658;0,5;55;275,043;269,878;270,1;340;0,144676;0,289352;0;271,392;;1610,91
659;0,5;0;275,116;270,291;270,1;340;0,144676;0,289352;0;271,419;;1610,91
660;0,5;0;275,434;270,327;270,1;340;0,289352;0,289352;0;271,406;;1610,91
661;0,5;0;275,492;270,327;270,1;340;0,144676;0,289352;0;271,402;;1610,91
662;0,5;0;275,42;270,32;270,1;340;0,144676;0,289352;0;271,402;;1610,91
663;0,5;0;275,26;270,146;270,1;340;0,289352;0,289352;0;271,399;;1610,91
664;0,5;0;275,318;270,132;270,1;340;0,289352;0,289352;0;271,397;;1610,91
665;0,5;0;275,405;270,103;270,1;340;0,144676;0,289352;0;271,397;;1610,91
666;0,5;7;275,405;269,886;270,1;340;0,289352;0,289352;0;271,356;;1610,91
667;0,5;0;275,477;269,915;270,1;340;0,289352;0,289352;0;271,351;;1610,91
668;0,5;4;275,405;270,139;270,1;340;0,144676;0,289352;0;271,39;;1610,91
669;0,5;0;275,289;270,117;270,1;340;0,289352;0,289352;0;271,393;;1610,91
670;0,5;0;275,304;270,103;270,1;340;0,289352;0,289352;0;271,402;;1610,91
671;0,5;0;274,942;270,074;270,1;340;0,144676;0,289352;0;271,43;;1610,91
672;0,5;2;275,043;270,038;270,1;340;0,289352;0,289352;0;271,441;;1610,91
673;0,5;2;275,101;270,03;270,1;340;0,289352;0,289352;0;271,411;;1610,91
674;0,5;10;275,145;270,059;270,1;340;0,289352;0,289352;0;271,43;;1610,91
675;0,5;30;275,101;270,045;270,1;340;0,289352;0,289352;0;271,442;;1610,91
676;0,5;44;274,32;270,045;270,1;340;0,289352;0,289352;0;271,448;;1610,91
677;0,5;52;274,262;270,009;270,1;340;0,144676;0,289352;0;271,452;;1610,91
678;0,5;60;274,349;270,327;270,1;340;0,144676;0,289352;0;271,461;;1610,91
679;0,5;49;274,436;270,262;270,1;340;0,144676;0,289352;0;271,469;;1610,91
680;0,5;0;274,494;270,255;270,1;340;0,289352;0,289352;0;271,478;;1610,91
681;0,5;0;274,479;270,291;270,1;340;0,289352;0,434028;0;271,475;;1610,91
682;0,5;0;274,262;270,341;270,1;340;0,289352;0,289352;0;271,466;;1610,91
683;0,5;0;274,277;270,341;270,1;340;0,289352;0,289352;0;271,458;;1610,91
684;0,5;0;274,363;270,305;270,1;340;0,289352;0,289352;0;271,452;;1610,91
685;0,5;0;274,436;270,291;270,1;340;0,289352;0,289352;0;271,452;;1610,91
686;0,5;0;274,494;270,305;270,1;340;0,144676;0,289352;0;271,452;;1610,91
687;0,5;0;274,465;270,291;270,1;340;0,289352;0,289352;0;271,449;;1610,91
688;0,5;0;274,306;270,284;270,1;340;0,289352;0,289352;0;271,452;;1610,91
689;0,5;0;273,568;270,291;270,1;340;56,4236;73,4954;0;271,452;;1610,91
690;0,5;0;273,539;270,327;270,1;340;151,331;164,497;0;271,458;;1610,91
691;0,5;0;273,611;270,341;270,1;340;234,664;226,273;0;271,457;;1610,91
692;0,5;0;273,655;270,32;270,1;340;272,28;266,493;0;271,453;;1610,91
693;0,5;0;273,756;270,284;270,1;340;295,718;298,032;0;271,452;;1610,91
694;0,5;0;274,089;270,262;270,1;340;310,185;311,343;0;271,451;;1610,91
695;0,5;0;273,438;270,291;270,1;340;318,866;319,155;0;271,447;;1610,91
696;0,5;0;273,278;270,327;270,1;340;325,376;324,074;0;271,455;;1610,91
697;0,5;2;273,278;270,349;270,1;340;327,98;327,546;0;271,471;;1610,91
698;0,5;7;273,307;270,312;270,1;340;329,427;328,848;0;271,508;;1610,91
699;0,5;10;273,38;270,298;270,1;340;330,44;329,716;0;271,537;;1610,91
700;0,5;10;273,206;269,922;270,1;340;331,163;330,295;0;271,561;;1610,91
701;0,5;21;273,206;269,907;270,1;340;331,597;330,874;0;271,585;;1610,91
702;0,5;77;273,163;269,857;270,1;340;332,031;331,163;0;271,558;;1610,91
703;0,5;108;273,061;269,907;270,1;340;332,176;331,597;0;271,549;;1610,91
704;0,5;123;272,975;269,944;270,1;340;332,61;331,887;0;271,542;;1610,91
705;0,5;103;272,975;270,327;270,1;340;332,899;332,176;0;271,533;;1610,91
706;0,5;82;273,003;270,312;270,1;340;333,189;332,465;0;271,52;;1610,91
707;0,5;61;272,714;270,305;270,1;340;333,623;332,899;0;271,515;;1610,91
708;0,5;43;273,119;270,276;270,1;340;333,912;333,333;0;271,512;;1610,91
709;0,5;37;273,438;270,284;270,1;340;334,491;333,623;0;271,509;;1610,91
710;0,5;34;273,466;270,312;270,1;340;334,78;333,912;0;271,517;;1610,91
711;0,5;23;273,322;270,334;270,1;340;334,925;334,346;0;271,512;;1610,91
712;0,5;21;273,741;270,334;270,1;340;335,069;334,491;0;271,511;;1610,91
713;0,5;2;273,799;270,32;270,1;340;335,503;334,635;0;271,527;;1610,91
714;0,5;0;273,886;270,312;270,1;340;335,648;334,78;0;271,519;;1610,91
715;0,5;0;273,958;270,298;270,1;340;335,793;334,925;0;271,511;;1610,91
716;0,5;0;274,045;270,298;270,1;340;335,938;335,214;0;271,508;;1610,91
717;0,5;0;274,089;270,341;270,1;340;335,938;335,214;0;271,501;;1610,91
718;0,5;0;274,016;270,363;270,1;340;336,082;335,214;0;271,495;;1610,91
719;0,5;0;274,277;270,349;270,1;340;336,082;335,359;0;271,495;;1610,91
720;0,5;0;273,582;270,298;270,1;340;336,227;335,503;0;271,488;;1610,91
721;0,5;0;273,568;270,298;270,1;340;336,227;335,503;0;271,482;;1610,91
722;0,5;0;273,683;270,284;270,1;340;336,516;335,648;0;271,482;;1610,91
723;0,5;0;273,712;270,284;270,1;340;336,661;335,793;0;271,494;;1610,91
724;0,5;0;273,683;270,334;270,1;340;336,661;335,938;0;271,483;;1610,91
725;0,5;0;273,611;270,341;270,1;340;336,806;336,082;0;271,476;;1610,91
726;0,5;0;273,524;270,32;270,1;340;336,95;336,082;0;271,474;;1610,91
727;0,5;0;273,481;270,312;270,1;340;336,95;336,227;0;271,465;;1610,91
728;0,5;0;273,51;270,298;270,1;340;337,24;336,372;0;271,458;;1610,91
729;0,5;0;273,568;270,262;270,1;340;337,095;336,372;0;271,451;;1610,91
730;0,5;0;273,611;270,291;270,1;340;337,24;336,227;0;271,442;;1610,91
731;0,5;0;273,423;270,341;270,1;340;337,24;336,372;0;271,402;;1610,91
732;0,5;0;273,481;270,349;270,1;340;337,24;336,372;0;271,357;;1610,91
733;0,5;0;273,423;270,327;270,1;340;337,24;336,372;0;271,326;;1610,91
734;0,5;5;273,307;270,312;270,1;340;337,095;336,227;0;271,318;;1610,91
735;0,5;8;273,235;270,305;270,1;340;337,24;336,372;0;271,289;;1610,91
736;0,5;8;273,264;270,291;270,1;340;337,095;336,372;0;271,264;;1610,91
737;0,5;8;272,627;270,298;270,1;340;337,095;336,372;0;271,237;;1610,91
738;0,5;16;272,743;270,312;270,1;340;337,095;336,227;0;271,213;;1610,91
739;0,5;17;272,758;270,334;270,1;340;336,95;336,227;0;271,192;;1610,91
740;0,5;17;272,873;270,32;270,1;340;337,095;336,227;0;271,171;;1610,91
741;0,5;21;272,772;270,305;270,1;340;337,095;336,227;0;271,154;;1610,91
742;0,5;26;272,7;270,291;270,1;340;336,95;336,227;0;271,138;;1610,91
743;0,5;25;272,555;270,276;270,1;340;336,95;336,082;0;271,13;;1610,91
744;0,5;26;272,526;270,291;270,1;340;336,95;336,082;0;271,122;;1610,91
745;0,5;29;272,541;270,341;270,1;340;337,095;336,227;0;271,118;;1610,91
746;0,5;25;272,584;270,334;270,1;340;337,095;336,227;0;271,111;;1610,91
747;0,5;26;272,598;270,305;270,1;340;337,095;336,227;0;271,107;;1610,91
748;0,5;25;272,598;270,298;270,1;340;337,095;336,227;0;271,109;;1610,91
749;0,5;25;272,729;270,284;270,1;340;337,095;336,227;0;271,112;;1610,91
750;0,5;23;272,743;270,276;270,1;340;337,24;336,372;0;271,122;;1610,91
751;0,5;22;272,685;270,341;270,1;340;337,24;336,372;0;271,129;;1610,91
752;0,5;30;272,613;270,341;270,1;340;337,095;336,372;0;271,143;;1610,91
753;0,5;26;272,497;270,327;270,1;340;337,24;336,372;0;271,161;;1610,91
754;0,5;30;272,454;270,312;270,1;340;337,24;336,372;0;271,178;;1610,91
755;0,5;35;273,076;270,276;270,1;340;337,24;336,372;0;271,193;;1610,91
756;0,5;29;273,105;270,262;270,1;340;337,24;336,372;0;271,197;;1610,91
757;0,5;25;273,076;270,276;270,1;340;337,24;336,372;0;271,202;;1610,91
758;0,5;27;273,206;270,334;270,1;340;337,095;336,372;0;271,208;;1610,91
759;0,5;30;273,163;270,327;270,1;340;337,095;336,372;0;271,213;;1610,91
760;0,5;26;273,047;270,32;270,1;340;337,095;336,372;0;271,223;;1610,91
761;0,5;28;272,931;270,305;270,1;340;337,095;336,372;0;271,229;;1610,91
762;0,5;32;272,859;270,291;270,1;340;337,095;336,372;0;271,234;;1610,91
763;0,5;33;272,859;270,276;270,1;340;337,095;336,227;0;271,23;;1610,91
764;0,5;30;272,902;270,276;270,1;340;336,95;336,082;0;271,232;;1610,91
765;0,5;26;272,642;270,327;270,1;340;336,95;336,082;0;271,237;;1610,91
766;0,5;28;273,452;270,32;270,1;340;336,95;335,938;0;271,23;;1610,91
767;0,5;30;273,466;270,305;270,1;340;336,806;335,938;0;271,226;;1610,91
768;0,5;0;273,365;270,291;270,1;340;336,661;335,938;0;271,217;;1610,91
769;0,5;0;273,249;270,276;270,1;340;336,661;335,793;0;271,211;;1610,91
770;0,5;5;273,235;270,262;270,1;340;336,661;335,648;0;271,189;;1610,91
771;0,5;10;273,307;270,262;270,1;340;336,516;335,793;0;271,174;;1610,91
772;0,5;8;273,38;270,305;270,1;340;336,516;335,648;0;271,168;;1610,91
773;0,5;9;273,438;270,32;265;340;336,372;335,648;0,33856;271,158;;1610,91
774;0,5;11;273,466;270,305;265;340;336,516;335,503;3,83374;271,151;;1601,53
775;0,5;12;273,438;270,291;265;340;336,372;335,503;5;271,143;;1613,26
776;0,5;16;273,307;270,269;265;340;336,082;335,359;5;271,125;;1615,14
777;0,5;0;273,249;270,255;265;340;336,082;335,214;5;271,107;;1620,9
778;0,5;0;273,293;270,262;265;340;335,793;334,925;5;271,095;;1633,15
779;0,5;0;273,365;270,298;265;340;335,648;334,78;5,016;271,085;;1638,35
780;0,5;0;273,452;270,32;265;340;335,503;334,635;7,95936;271,075;;1641,18
781;0,5;0;273,249;270,305;265;340;335,359;334,491;16,12;271,068;;1633,36
782;0,5;0;273,249;270,291;265;340;335,214;334,346;24,5767;271,057;;1634,44
783;0,5;0;272,512;270,276;265;340;335,214;334,346;29,5789;271,041;;1643,71
784;0,5;0;272,483;270,262;265;340;334,925;334,201;30;271,028;;1646,22
785;0,5;0;272,555;270,298;265;340;334,925;334,057;30;271,015;;1646,21
786;0,5;0;272,569;270,334;265;340;334,78;334,057;30;271,001;;1648,14
787;0,5;0;272,671;270,32;265;340;334,78;334,057;30;270,99;;1647,13
788;0,5;0;272,7;270,305;265;340;334,635;333,912;30;270,979;;1648,02
789;0,5;0;272,439;270,291;265;340;334,635;333,767;30;270,97;;1647,7
790;0,5;0;272,338;270,276;265;340;334,491;333,767;30;270,962;;1644,39
791;0,5;0;272,208;270,269;265;340;334,491;333,623;30;270,949;;1646,76
792;0,5;0;272,237;270,276;265;340;334,201;333,478;30;270,935;;1642,26
793;0,5;0;272,309;270,32;265;340;334,201;333,478;30;270,92;;1645,22
794;0,5;0;272,41;270,312;265;340;334,201;333,478;30;270,907;;1640,49
795;0,5;0;272,439;270,312;265;340;334,057;333,478;30;270,895;;1637,21
796;0,5;0;272,092;270,305;265;340;334,057;333,333;30;270,884;;1647,55
797;0,5;0;271,962;270,291;265;340;333,912;333,189;30;270,858;;1637,57
798;0,5;10;271,933;270,262;265;340;334,057;333,333;30;270,831;;1642,86
799;0,5;21;271,933;270,262;265;340;334,057;333,189;30;270,809;;1639,03
800;0,5;32;271,933;270,312;265;340;333,912;333,189;30;270,785;;1635,41
801;0,5;39;272,034;270,349;265;340;333,912;333,189;30;270,766;;1639,29
802;0,5;43;271,325;270,334;265;340;333,767;333,189;30;270,738;;1631,95
803;0,5;58;271,369;270,298;265;340;333,767;333,044;30;270,718;;1636,98
804;0,5;72;271,383;270,276;265;340;333,767;332,899;30;270,693;;1638,07
805;0,5;79;271,296;270,284;265;340;333,623;332,755;30;270,66;;1642,41
806;0,5;88;271,152;270,276;265;340;333,623;332,899;30;270,632;;1642,42
807;0,5;94;271,918;270,284;265;340;333,478;332,755;30;270,6;;1635,2
808;0,5;97;271,947;270,32;265;340;333,333;332,755;30;270,567;;1631,96
809;0,5;99;271,976;270,334;265;340;333,333;332,755;30;270,536;;1636,54
810;0,5;106;271,875;270,327;265;340;333,333;332,61;30;270,504;;1634,55
811;0,5;113;272,439;270,312;265;340;333,333;332,61;30;270,47;;1633,62
812;0,5;113;272,338;270,255;265;340;333,189;332,465;30;270,434;;1634,28
813;0,5;116;272,815;270,247;265;340;333,189;332,321;30;270,396;;1627,76
814;0,5;121;272,888;270,305;265;340;333,189;332,321;30;270,361;;1632,65
815;0,5;120;273,278;270,349;265;340;333,189;332,465;30;270,328;;1628,81
816;0,5;120;273,351;270,312;265;340;333,044;332,321;30;270,291;;1624,59
817;0,5;127;274,204;270,298;265;340;332,899;332,321;30;270,257;;1630,25
818;0,5;130;274,161;270,327;265;340;332,899;332,176;30;270,217;;1626,59
819;0,5;126;274,465;270,312;265;340;332,755;332,031;30;270,181;;1634,15
820;0,5;127;275,13;270,298;265;340;332,755;332,031;30;270,144;;1624,86
821;0,5;126;275,275;270,247;265;340;332,61;332,031;30;270,099;;1624,41
822;0,5;124;275,275;270,284;265;340;332,61;331,887;30;270,062;;1627,41
823;0,5;127;276,1;270,356;265;340;332,465;331,887;30;270,022;;1620,27
824;0,5;133;276,447;270,334;265;340;332,465;331,742;30;269,982;;1626,23
825;0,5;134;277,3;270,291;265;340;332,465;331,742;30;269,935;;1625,92
826;0,5;134;277,315;270,276;265;340;332,321;331,597;30;269,895;;1623,02
827;0,5;118;277,488;270,284;265;340;332,321;331,453;30;269,853;;1624,03
828;0,5;126;277,691;270,298;265;340;332,176;331,453;30;269,813;;1622,29
829;0,5;125;278,342;270,341;265;340;332,031;331,308;30;269,774;;1617,47
830;0,5;128;278,834;270,32;265;340;332,031;331,308;30;269,735;;1623,25
831;0,5;122;278,892;270,139;265;340;331,887;331,308;30;269,697;;1616,66
832;0,5;120;279,528;270,11;265;340;332,031;331,163;30;269,654;;1622,36
833;0,5;120;280,093;270,088;265;340;331,887;331,163;30;269,613;;1620,13
834;0,5;120;280,252;270,276;265;340;331,742;331,018;30;269,569;;1608,45
835;0,5;120;280,556;270,262;265;340;331,742;330,874;30;269,524;;1604,23
836;0,5;120;281,033;270,247;265;340;331,597;330,874;30;269,479;;1604,23
837;0,5;120;280,961;270,305;265;340;331,453;330,729;30;269,432;;1601,42
838;0,5;120;281,438;270,334;265;340;331,453;330,729;30;269,386;;1600,95
839;0,5;114;281,843;270,327;265;340;331,308;330,585;30;269,335;;1598,48
840;0,5;118;281,887;270,305;265;340;331,308;330,585;30;269,286;;1598,48
841;0,5;118;282,711;270,298;265;340;331,308;330,44;30;269,234;;1597,54
842;0,5;126;282,624;269,958;265;340;331,163;330,295;30;269,18;;1596,61
843;0,5;129;283,203;269,9;265;340;331,018;330,295;30;269,128;;1596,14
844;0,5;126;283,131;269,929;265;340;331,018;330,295;30;269,075;;1593,8
845;0,5;135;283,449;269,907;265;340;330,874;330,15;30;269,017;;1593,8
846;0,5;148;283,536;269,907;265;340;330,874;330,006;30;268,96;;1593,34
847;0,5;148;284,361;269,9;265;340;330,729;330,006;30;268,901;;1592,87
848;0,5;148;284,462;269,907;265;340;330,729;329,861;30;268,845;;1592,87
849;0,5;154;284,751;269,965;265;340;330,585;329,861;30;268,793;;1591,64
850;0,5;156;284,635;269,958;265;340;330,585;329,716;30;268,741;;1590,7
851;0,5;162;285,272;269,922;265;340;330,44;329,716;30;268,684;;1590,7
852;0,5;175;285,315;269,907;265;340;330,44;329,716;30;268,641;;1590,11
853;0,5;175;285,605;269,907;265;340;330,295;329,572;30;268,587;;1589,17
854;0,5;174;286,502;269,915;265;340;330,295;329,572;30;268,542;;1589,17
855;0,5;183;286,545;269,907;265;340;330,295;329,572;30;268,503;;1589,17
856;0,5;194;286,791;269,871;265;340;330,295;329,572;30;268,466;;1589,17
857;0,5;189;287,442;269,864;265;340;330,295;329,427;30;268,428;;1588,95
858;0,5;192;287,543;270,204;265;340;330,295;329,427;30;268,391;;1587,33
859;0,5;188;287,572;270,204;265;340;330,15;329,427;30;268,358;;1587,33
860;0,5;187;288,035;270,19;265;340;330,15;329,282;30;268,329;;1586,4
861;0,5;187;288,455;269,929;265;340;330,15;329,282;30;268,303;;1586,4
862;0,5;187;288,773;269,915;265;340;330,15;329,282;30;268,279;;1585,93
863;0,5;183;289,149;270,182;265;340;330,006;329,282;30;268,259;;1585
864;0,5;176;289,858;270,161;265;340;330,006;329,138;30;268,236;;1585
865;0,5;174;289,714;270,146;265;340;330,15;329,282;30;268,209;;1584,07
866;0,5;168;289,988;270,11;265;340;330,295;329,572;30;268,177;;1582,67
867;0,5;161;290,639;270,168;265;340;330,585;329,716;30;268,151;;1582,67
868;0,5;157;291,001;269,828;265;340;330,874;329,861;30;268,125;;1582,67
869;0,5;157;291,16;269,821;265;340;330,874;329,861;30;268,094;;1582,67
870;0,5;145;291,898;269,813;265;340;330,874;329,861;30;268,069;;1581,74
871;0,5;150;291,927;269,799;265;340;330,729;329,716;30;268,039;;1581,27
872;0,5;148;292,289;269,784;265;340;330,729;329,716;30;268,006;;1581,27
873;0,5;137;292,144;269,77;265;340;330,585;329,716;30;267,973;;1580,22
874;0,5;141;292,694;269,755;265;340;330,729;329,572;30;267,942;;1580,22
875;0,5;141;292,737;269,777;265;340;330,585;329,572;30;267,91;;1580,22
876;0,5;141;293,171;269,806;265;340;330,585;329,572;30;267,878;;1579,29
877;0,5;140;293,33;269,828;265;340;330,585;329,427;30;267,852;;1578,82
878;0,5;135;293,287;269,821;265;340;330,295;329,282;30;267,821;;1578,14
879;0,5;136;293,953;269,806;265;340;330,295;329,282;30;267,798;;1577,8
880;0,5;137;293,808;269,784;265;340;330,15;329,138;30;267,776;;1577,24
881;0,5;134;293,707;269,777;265;340;330,15;328,993;30;267,762;;1575,38
882;0,5;137;293,851;269,755;265;340;330,006;328,993;30;267,744;;1575,38
883;0,5;137;294,256;269,755;265;340;330,006;328,848;30;267,733;;1574,91
884;0,5;141;294,358;269,77;265;340;329,861;328,848;30;267,724;;1571,66
885;0,5;129;294,43;269,647;265;340;329,861;328,848;30;267,716;;1571,66
886;0,5;128;294,358;269,553;265;340;329,861;328,848;30;267,714;;1569,8
887;0,5;128;294,271;269,546;265;340;329,861;328,704;30;267,713;;1568,41
888;0,5;129;294,17;269,553;265;340;329,861;328,704;30;267,714;;1568,41
889;0,5;135;294,097;269,611;265;340;329,716;328,704;30;267,717;;1568,41
890;0,5;137;294,112;269,567;265;340;329,716;328,704;30;267,723;;1567,48
891;0,5;128;294,141;269,589;265;340;329,572;328,559;30;267,729;;1564,23
892;0,5;122;294,198;269,596;265;340;329,572;328,414;30;267,74;;1564,23
893;0,5;126;294,271;269,575;265;340;329,572;328,414;30,615;267,746;;1564,23
894;0,5;121;295,009;269,582;265;340;329,427;328,27;35,184;267,758;;1563,3
895;0,5;113;294,936;269,596;265;340;329,138;328,27;44,96;267,771;;1563,3
896;0,5;102;294,821;269,611;265;340;329,138;328,125;54,2994;267,784;;1562,38
897;0,5;97;293,981;269,416;265;340;329,282;328,125;59,2542;267,799;;1562,38
898;0,5;104;293,967;269,423;265;340;329,138;328,125;60;267,815;;1562,38
899;0,5;99;294,633;269,408;265;340;329,138;327,98;60;267,839;;1562,38
900;0,5;97;294,141;269,676;265;340;329,138;327,98;60;267,857;;1562,38
901;0,5;95;294,734;269,401;265;340;328,993;327,836;60;267,872;;1561,91
902;0,5;87;294,734;269,387;265;340;328,993;327,691;60;267,886;;1561,91
903;0,5;77;294,575;269,387;265;340;328,848;327,691;60;267,896;;1561,91
904;0,5;65;293,895;269,358;265;340;328,704;327,546;60;267,905;;1560,99
905;0,5;56;293,793;269,358;265;340;328,559;327,402;60;267,913;;1560,99
906;0,5;55;293,736;269,365;265;340;328,414;327,402;60;267,915;;1560,52
907;0,5;55;293,837;269,379;265;340;328,414;327,257;60;267,916;;1559,39
908;0,5;52;293,605;269,401;265;340;328,27;327,257;60;267,915;;1558,46
909;0,5;54;293,634;269,321;265;340;328,27;327,112;60;267,913;;1558
910;0,5;56;292,983;269,307;265;340;328,27;327,112;60;267,909;;1556,61
911;0,5;52;292,867;269,285;265;340;328,125;326,968;60;267,905;;1555,55
912;0,5;51;291,884;269,249;265;340;328,125;326,968;60;267,896;;1553,7
913;0,5;52;292,289;269,256;265;340;328,125;327,112;60;267,891;;1553,7
914;0,5;54;291,739;269,242;265;340;328,125;326,968;60;267,882;;1551,85
915;0,5;55;291,869;269,249;265;340;328,125;326,968;60;267,873;;1550,46
916;0,5;60;291,493;269,3;265;340;327,98;326,968;60;267,864;;1550,46
917;0,5;72;291,479;269,321;265;340;327,98;326,968;60;267,846;;1550,46
918;0,5;78;290,813;269,271;265;340;327,98;326,823;60;267,834;;1550,18
919;0,5;83;290,712;269,256;265;340;327,836;326,678;60;267,817;;1549,26
920;0,5;86;290,292;269,235;265;340;327,836;326,678;60;267,801;;1548,81
921;0,5;93;290,35;269,22;265;340;327,836;326,678;60;267,781;;1545,58
922;0,5;99;289,728;269,227;265;340;327,691;326,534;60;267,761;;1543,4
923;0,5;104;289,815;269,271;265;340;327,691;326,678;60;267,737;;1543,4
924;0,5;114;289,627;269,293;265;340;327,691;326,678;60;267,714;;1542,94
925;0,5;126;289,627;269,271;265;340;327,691;326,678;60;267,686;;1542,02
926;0,5;135;289,019;269,264;265;340;327,836;326,534;60;267,659;;1540,17
927;0,5;137;289,482;268,873;265;340;327,691;326,534;60;267,63;;1540,17
928;0,5;137;288,585;268,859;265;340;327,691;326,534;60;267,598;;1539,25
929;0,5;148;288,715;269,076;265;340;327,691;326,534;60;267,561;;1537,41
930;0,5;154;288,802;269,076;265;340;327,691;326,389;60;267,523;;1537,31
931;0,5;157;288,831;268,887;265;340;327,546;326,389;60;267,487;;1535,93
932;0,5;164;288,773;269,119;265;340;327,691;326,534;60;267,448;;1534,69
933;0,5;174;288,643;269,112;265;340;327,546;326,389;60;267,405;;1533,77
934;0,5;177;288,585;269,097;265;340;327,402;326,244;60;267,359;;1533,31
935;0,5;182;288,657;269,104;265;340;327,257;326,1;60;267,312;;1530,09
936;0,5;192;289,019;269,104;265;340;326,968;325,81;60;267,267;;1529,16
937;0,5;191;289,091;269,097;265;340;326,823;325,521;60;267,222;;1528,7
938;0,5;195;289,135;269,068;265;340;326,678;325,521;60;267,177;;1527,78
939;0,5;203;289,858;268,866;265;340;326,389;325,232;60;267,137;;1525,95
940;0,5;214;289,67;269,054;265;340;326,1;324,942;60;267,096;;1525,95
941;0,5;214;289,569;269,061;265;340;325,955;324,653;60;267,058;;1525,49
942;0,5;214;289,902;269,083;265;340;325,665;324,363;60;267,015;;1524,46
943;0,5;212;290,524;268,924;265;340;325,521;324,219;60;266,978;;1521,39
944;0,5;213;290,885;268,924;265;340;325,376;324,074;60;266,939;;1520,93
945;0,5;214;290,885;268,909;265;340;325,232;323,929;60;266,904;;1520,02
946;0,5;218;291,551;268,895;265;340;325,087;323,785;60;266,87;;1518,46
947;0,5;225;291,696;268,887;265;340;325,087;323,785;60;266,833;;1518
948;0,5;218;291,638;268,873;265;340;325,087;323,785;60;266,807;;1517,09
949;0,5;215;292,477;268,859;265;340;325,087;323,929;60;266,783;;1516,63
950;0,5;219;292,824;268,851;265;340;325,087;323,785;60;266,76;;1514,83
951;0,5;215;292,925;268,736;265;340;325,087;323,929;60;266,738;;1514,83
952;0,5;210;293,736;268,793;265;340;325,232;323,929;60;266,721;;1513,2
953;0,5;210;293,895;268,808;265;340;325,232;323,929;60;266,704;;1510,59
954;0,5;205;293,764;268,786;265;340;325,232;323,929;60;266,691;;1510,59
955;0,5;203;294,068;268,764;265;340;325,087;324,074;60;266,681;;1509,22
956;0,5;191;294,835;268,743;265;340;325,232;324,074;60;266,662;;1508,31
957;0,5;179;294,965;268,728;265;340;325,232;324,074;60;266,651;;1507,85
958;0,5;179;295,385;268,75;265;340;325,376;324,074;60;266,638;;1507,4
959;0,5;170;295,935;268,801;265;340;325,232;324,074;60;266,625;;1506,48
960;0,5;162;295,833;268,808;265;340;325,376;324,074;60;266,61;;1503,07
961;0,5;161;296,108;268,786;265;340;325,376;324,074;60;266,598;;1502,61
962;0,5;161;296,499;268,779;265;340;325,376;324,074;60;266,586;;1501,94
963;0,5;153;296,311;268,75;265;340;325,376;324,074;60;266,574;;1501,49
964;0,5;148;296,991;268,736;265;340;325,376;324,074;60;266,554;;1501,03
965;0,5;145;297,063;268,736;265;340;325,376;324,074;60;266,537;;1500,12
966;0,5;143;297,005;268,757;265;340;325,521;324,219;60;266,517;;1499,21
967;0,5;143;296,875;268,808;265;340;325,521;324,363;60;266,491;;1497,84
968;0,5;141;297,338;268,801;265;340;325,521;324,363;60;266,467;;1497,39
969;0,5;136;297,352;268,779;265;340;325,521;324,219;60;266,439;;1496,47
970;0,5;134;297,381;268,764;265;340;325,521;324,363;60;266,412;;1493,29
971;0,5;136;297,512;268,743;265;340;325,665;324,363;60;266,388;;1492,26
972;0,5;136;297,584;268,736;265;340;325,81;324,508;60;266,362;;1492,26
973;0,5;136;297,714;268,403;265;340;325,81;324,508;60;266,33;;1490,46
974;0,5;136;297,743;268,403;265;340;325,81;324,653;60;266,303;;1489,55
975;0,5;138;297,729;268,403;265;340;325,81;324,653;60;266,268;;1489,28
976;0,5;153;296,947;268,41;265;340;325,81;324,653;60;266,228;;1488,82
977;0,5;163;296,817;268,439;265;340;325,81;324,653;60;266,201;;1487,91
978;0,5;170;296,803;268,439;265;340;325,81;324,653;60;266,166;;1486,1
979;0,5;177;296,904;268,461;265;340;325,81;324,508;60;266,127;;1484,28
980;0,5;185;297,049;268,685;265;340;325,81;324,653;60;266,09;;1482,92
981;0,5;191;297,049;268,67;265;340;325,81;324,508;60;266,049;;1482,46
982;0,5;192;296,976;268,649;265;340;325,81;324,508;60;266,009;;1481,56
983;0,5;198;296,875;268,649;265;340;325,665;324,508;60;265,967;;1481,1
984;0,5;212;296,788;268,641;265;340;325,81;324,363;60;265,931;;1479,59
