time;Banddicke;Verzinnungsstation: Durchflussmenge;Verzinnungsstation: Rücklauftemperatur;Verzinnungsstation: Kühlleistung;Verzinnungsstation FU: Durchflussmenge;Verzinnungsstation FU: Rücklauftemperatur;Ofenleistung;Wannentemperatur außen;Wannentemperatur innen;Solltemperatur unter Zinnbadrolle;Bandbreite;Laufprogramm Online Zinnbad / Anlagenstartwert Rezept;Laufprogramm Online Zinnbad / Anlagenstartwert korrigiert;Abblasung OS Luftdruck;Abblasung US Luftdruck;Bandgeschwindigkeit;Temperatur unter Zinnbadrolle;Legierung;ChannelInfoFieldText([10:1], "$PDA_expression");Bandlänge auf Abhaspel;Hubtraverse unten;Bandtransport
272;0.8;52.7402;31.4;2.46274;40.3964;30.6;161;329.644;282.943;266;355;272;272;437.5;437.355;60;267.271;;;890.958;1;1
273;0.8;52.7431;31.4;2.46287;40.3877;30.6;183;328.704;282.899;266;355;272;272;437.5;437.355;60;267.308;;;889.089;1;1
274;0.8;52.6765;31.4;2.36776;40.5903;30.6;190;327.662;282.899;266;355;272;272;437.355;437.211;60;267.347;;;887.416;1;1
275;0.8;52.6562;31.3;2.00934;40.3877;30.5;199;326.591;282.921;266;355;272;272;437.355;437.211;60;267.379;;;886.723;1;1
276;0.8;52.7402;31.3;2.03097;40.1968;30.5;223;326.201;282.574;266;355;272;272;437.5;437.211;60;267.398;;;885.686;1;1
277;0.8;52.9253;31.3;2.09357;39.9797;30.5;236;325.506;282.559;266;355;272;272;437.5;437.211;60;267.406;;;885.129;1;1
278;0.8;52.6389;31.2;1.68808;39.9797;30.5;250;324.537;282.581;266;355;272;272;437.5;437.355;60;267.405;;;884.294;1;1
279;0.8;52.5376;31.2;1.6481;40.081;30.5;263;324.306;282.581;266;355;272;272;437.355;437.211;60;267.405;;;883.627;1;1
280;0.8;52.5289;31.2;1.57443;40.1418;30.4;268;323.597;282.567;266;355;272;272;437.355;437.211;60;267.396;;;880.957;1;1
281;0.8;52.61;31.1;1.2748;40.3877;30.4;276;323.322;282.567;266;355;272;272;437.355;437.211;60;267.398;"CUSN6       ";;880.562;1;1
282;0.8;52.4421;31.1;1.28906;40.3791;30.4;285;322.569;282.567;266;355;272;272;437.355;437.211;60;267.413;;;880.562;1;1
283;0.8;52.6389;31.1;1.25711;40.2836;30.4;292;322.541;282.574;266;355;272;272;437.5;437.211;60;267.454;;;879.186;1;1
284;0.8;52.8443;31.1;1.2251;40.081;30.4;302;322.135;282.581;266;355;272;272;437.355;437.211;60;267.508;;;877.799;1;1
285;0.8;52.6418;31;0.88139;39.9855;30.4;310;321.991;282.581;266;355;272;272;437.5;437.211;60;267.523;;;876.966;1;1
286;0.8;52.474;31;0.896911;39.9797;30.4;308;322.078;282.588;266;355;272;272;437.355;437.211;60;267.506;;;876.003;1;1
287;0.8;51.9271;31;0.833143;39.8785;30.4;308;322.106;282.574;266;355;272;272;437.355;437.211;60;267.514;;;874.895;1;1
288;0.8;52.0515;30.9;0.481743;39.9797;30.5;302;322.237;282.567;266;355;272;272;437.355;437.066;60;267.532;;;874.34;1;1
289;0.8;52.3351;30.9;0.484367;40.0955;30.5;290;322.295;282.567;266;355;272;272;437.355;437.066;60;267.56;;;873.591;1;1
290;0.8;52.4363;30.9;0.485304;39.9797;30.5;295;322.309;282.574;266;355;272;272;437.355;437.066;60;267.6;;;871.929;1;1
291;0.8;52.8443;30.9;0.452133;39.8785;30.5;295;322.266;282.574;266;355;272;272;437.355;437.066;60;267.644;;;871.376;1;1
292;0.8;52.7431;30.9;0.451267;40.1823;30.5;275;322.208;282.393;266;355;272;272;437.355;437.066;60;267.707;"CUSN6       ";;870.822;1;1
293;0.8;52.7431;30.9;0.414417;40.081;30.6;266;322.164;282.415;266;355;272;272;437.355;437.066;60;267.766;;;869.056;1;1
294;0.8;53.1192;30.8;0.0938397;40.1823;30.6;267;322.41;282.393;266;355;272;272;437.355;437.211;60;267.813;"CUSN6       ";;868.122;1;1
295;0.8;52.8414;30.8;0.0748895;40.3877;30.6;253;322.439;282.386;266;355;272;272;437.355;437.211;60;267.856;;;867.846;1;1
296;0.8;52.4855;30.8;0.0377148;40.3877;30.6;232;322.555;282.4;266;355;272;272;437.355;437.066;60;267.887;;;866.225;1;1
297;0.8;52.6389;30.8;0.0929912;40.081;30.7;215;323.394;282.4;266;355;272;272;437.355;437.066;60;267.919;;;864.122;1;1
298;0.8;52.5145;30.8;0;40.1823;30.7;206;322.83;282.19;266;355;272;272;437.211;437.066;60;267.948;;;863.295;1;1
299;0.8;52.6418;30.8;0.00104752;40.1649;30.7;188;322.786;282.19;266;355;272;272;437.211;437.211;60;267.971;;;863.019;1;1
300;0.8;52.7431;30.8;0;40.1823;30.8;170;322.758;282.19;266;355;272;272;437.355;437.066;60;267.984;;;861.881;1;1
301;0.8;53.0324;30.8;0.0195815;40.1823;30.8;156;322.685;282.19;266;355;272;272;437.355;437.066;60;267.974;;;861.055;1;1
302;0.8;53.0469;30.8;0;40.0897;30.8;146;323.438;282.198;266;355;272;272;437.355;437.066;60;267.977;;;861.055;1;1
303;0.8;53.0498;30.8;0;40.0116;30.8;142;323.524;282.198;266;355;272;272;437.355;437.211;60;267.987;;;859.679;1;1
304;0.8;53.0266;30.8;0;39.9797;30.9;128;322.902;282.205;266;355;272;272;437.5;437.211;60;267.992;;;858.577;1;1
305;0.8;53.1597;30.8;0;40.081;30.9;117;322.902;282.212;266;355;272;272;437.355;437.211;60;267.981;;;858.077;1;1
306;0.8;53.2523;30.8;0;40.1823;30.9;119;322.844;282.198;266;355;272;272;437.211;437.066;60;267.9;;;856.147;1;1
307;0.8;53.0469;30.8;0;40.1823;30.9;114;323.134;282.335;266;355;272;272;437.211;437.066;60;267.762;;;854.006;1;1
308;0.8;52.9745;30.8;0;40.2749;30.9;111;322.729;282.205;266;355;272;272;437.211;436.921;60;267.662;;;853.457;1;1
309;0.8;52.4363;30.8;0;40.3877;31;125;322.454;282.212;266;355;272;272;437.066;437.066;60;267.609;;;852.634;1;1
310;0.8;52.6418;30.8;0;40.489;31;144;322.454;282.075;266;355;272;272;437.211;436.921;60;267.58;;;850.988;1;1
311;0.8;52.5376;30.8;0;40.3877;31;163;321.701;282.075;266;355;272;272;437.211;436.921;60;267.554;;;850.795;1;1
312;0.8;52.6418;30.8;0;40.3212;31;188;322.28;282.06;266;355;272;272;437.211;436.921;60;267.525;;;849.699;1;1
313;0.8;52.5376;30.8;0;40.2836;31;196;321.615;282.06;266;355;272;272;437.211;436.921;60;267.499;;;848.525;1;1
314;0.8;52.7575;30.8;0;40.081;31;219;320.891;282.067;266;355;272;272;437.066;436.921;60;267.474;;;847.415;1;1
315;0.8;52.6418;30.9;0.174528;40.2836;31;240;320.877;282.067;266;355;272;272;437.066;436.921;60;267.485;;;847.025;1;1
316;0.8;52.772;30.9;0.156525;40.081;31;256;320.558;282.067;266;355;272;272;437.211;436.921;60;267.56;;;845.931;1;1
317;0.8;52.7431;30.9;0.174864;40.081;31;277;320.515;282.075;266;355;272;272;437.211;436.921;60;267.653;;;844.837;1;1
318;0.8;52.7431;30.9;0.174864;40.3877;31;289;320.457;282.075;266;355;272;272;437.066;436.777;60;267.61;;;844.837;1;1
319;0.8;52.4306;30.9;0.192144;40.1823;31;297;319.69;282.075;266;355;272;272;437.211;436.777;60;267.552;;;843.98;1;1
320;0.8;52.2338;30.9;0.118408;40.2865;31;304;319.734;281.778;266;355;272;272;437.066;436.777;60;267.501;;;841.048;1;1
321;0.8;52.4768;30.8;0;40.489;31;305;320.023;281.742;266;355;272;272;436.921;436.632;60;267.477;;;840.775;1;1
322;0.8;52.7431;30.8;0;40.3877;31;308;319.936;281.764;266;355;272;272;436.777;436.487;60;267.244;;;840.229;1;1
323;0.8;53.0498;30.8;0;40.2836;31.1;319;320.009;281.735;266;355;272;272;436.632;436.343;60;266.762;;;838.448;1;1
324;0.8;52.7431;30.8;0;40.081;31.1;332;319.907;281.778;266;355;272;272;436.487;436.198;60;266.453;;;838.211;1;1
325;0.8;52.9456;30.8;0;40.081;31.1;366;320.428;281.735;266;355;272;272;436.487;436.198;60;266.284;;;837.939;1;1
326;0.8;52.908;30.8;0;40.081;31.1;406;320.37;281.684;266;355;272;272;436.198;436.053;60;266.216;;;837.121;1;1
327;0.8;52.4334;30.9;0.192154;39.8785;31.1;452;320.37;281.691;266;355;272;272;436.198;435.909;60;266.221;;;835.215;1;1
328;0.8;52.7402;30.9;0.230127;40.0116;31.1;492;320.747;281.691;266;355;272;272;436.198;435.909;60;266.274;;;834.671;1;1
329;0.8;52.7431;30.9;0.193289;40.3877;31.1;520;320.906;281.561;266;355;272;272;435.909;435.764;60;266.348;;;832.767;1;1
330;0.8;52.9543;30.9;0.231061;40.3877;31.2;542;321.629;281.568;266;355;272;272;435.909;435.764;60;266.432;;;831.409;1;1
331;0.8;52.8443;30.9;0.267502;40.2836;31.2;548;321.889;281.561;266;355;272;272;435.909;435.619;60;266.53;;;830.322;1;1
332;0.8;52.5376;30.9;0.26595;40.3848;31.2;542;322.569;281.554;266;355;272;272;435.619;435.619;60;266.647;;;829.973;1;1
333;0.8;52.3351;30.9;0.264924;40.3472;31.2;533;323.582;281.576;266;355;272;272;435.619;435.475;60;266.765;;;828.074;1;1
334;0.8;52.7431;30.9;0.26699;40.1823;31.3;510;323.77;281.561;266;355;272;272;435.619;435.33;60;266.874;;;827.532;1;1
335;0.8;52.6389;30.9;0.266462;40.1823;31.3;480;324.74;281.554;266;355;272;272;435.619;435.33;60;266.974;;;826.718;1;1
336;0.8;52.772;30.9;0.267136;40.1447;31.3;441;325.622;281.561;266;355;272;272;435.475;435.33;60;267.056;;;824.28;1;1
337;0.8;53.044;31;0.610117;40.1823;31.4;421;326.736;281.568;266;355;272;272;435.475;435.475;60;267.121;;;824.009;1;1
338;0.8;52.9456;31;0.701491;40.2865;31.4;385;326.982;281.178;266;355;272;272;435.619;435.619;60;267.178;;;824.009;1;1
339;0.8;52.9109;31;0.737999;40.2836;31.4;352;327.995;281.149;266;355;272;272;435.764;435.619;60;267.207;;;822.62;1;1
340;0.8;53.0671;31;0.703102;40.4282;31.5;314;328.921;281.17;266;355;272;272;435.764;435.764;60;267.226;;;821.268;1;1
341;0.8;53.151;31.1;1.12078;40.489;31.5;269;329.659;281.178;266;355;272;272;435.764;435.619;60;267.236;;;820.631;1;1
342;0.8;52.8443;31.1;1.05893;40.6916;31.6;223;330.628;281.178;266;355;272;272;435.909;435.764;60;267.266;;;819.574;1;1
343;0.8;52.9456;31.2;1.40193;40.489;31.6;184;330.83;281.156;266;355;272;272;436.053;435.764;60;267.302;;;817.953;1;1
344;0.8;52.7286;31.2;1.45144;40.3877;31.7;143;331.742;281.156;266;355;272;272;436.053;435.764;60;267.341;;;817.414;1;1
345;0.8;52.6678;31.2;1.52339;40.5903;31.7;113;332.06;281.17;266;355;272;272;436.053;435.764;60;267.383;;;816.065;1;1
346;0.8;52.8935;31.3;1.87055;40.2894;31.7;82;332.885;281.178;266;355;272;272;436.053;435.764;60;267.402;;;813.639;1;1
347;0.8;52.5376;31.3;1.89467;40.2836;31.8;56;332.841;281.156;266;355;272;272;436.053;435.909;60;267.412;;;813.639;1;1
348;0.8;52.5434;31.4;2.17819;40.191;31.8;2;333.03;281.178;266;355;272;272;436.053;435.909;60;267.38;;;813.639;1;1
349;0.8;52.7431;31.4;2.26017;39.9797;31.9;0;332.986;281.178;266;355;272;272;436.053;435.909;60;267.366;;;811.269;1;1
350;0.8;52.6186;31.5;2.61209;40.1881;31.9;0;332.957;281.178;266;355;272;272;436.053;436.053;60;267.393;;;811.269;1;1
351;0.8;52.9456;31.5;2.64681;40.1852;31.9;0;332.682;281.178;266;355;272;272;436.053;435.909;60;267.446;;;810.731;1;1
352;0.8;53.0382;31.6;2.99301;40.0781;31.9;0;332.682;281.178;266;355;272;272;436.198;436.053;60;267.501;;;810.433;1;1
353;0.8;52.7083;31.6;3.04807;40.2836;31.9;0;331.944;281.156;266;355;272;272;436.198;436.053;60;267.551;;;808.283;1;1
354;0.8;52.5174;31.6;3.07372;40.2865;32;0;331.872;281.431;266;355;272;272;436.198;436.053;60;267.59;;;807.745;1;1
355;0.8;52.7402;31.7;3.38956;40.2402;32;0;331.047;281.17;266;355;272;272;436.343;436.198;60;267.552;;;807.216;1;1
356;0.8;52.9456;31.7;3.45825;40.2865;32;0;330.744;281.438;266;355;272;272;436.343;436.198;60;267.504;;;805.25;1;1
357;0.8;52.8414;31.7;3.52529;40.2836;31.9;0;330.425;281.445;266;355;272;272;436.343;436.053;60;267.487;;;804.714;1;1
358;0.8;52.7431;31.8;3.85838;40.1794;31.9;0;329.369;281.445;266;355;272;272;436.198;436.053;60;267.483;;;803.716;1;1
359;0.8;52.9456;31.8;3.83621;39.9797;31.9;2;328.573;281.445;266;355;272;272;436.198;436.053;60;267.474;;;801.656;1;1
360;0.8;53.2494;31.8;3.95126;39.8785;31.9;12;327.546;281.453;266;355;272;272;436.198;435.909;60;267.435;;;801.656;1;1
361;0.8;52.9861;31.8;3.95023;40.081;31.9;31;327.315;281.46;266;355;272;272;436.198;436.053;60;267.284;;;801.371;1;1
362;0.8;52.6302;31.8;3.94208;40.3877;31.8;65;326.389;281.431;266;355;272;272;436.343;436.198;60;267.189;;;799.539;1;1
363;0.8;52.5376;31.8;3.99021;40.1794;31.8;106;325.694;281.192;266;355;272;272;436.343;436.053;60;267.158;;;799.271;1;1
364;0.8;52.9456;31.8;4.02119;40.1823;31.8;136;324.696;281.185;266;355;272;272;436.198;436.053;60;267.151;;;799.004;1;1
365;0.8;52.5376;31.8;3.99021;40.1823;31.8;178;323.611;281.453;266;355;272;272;436.198;435.909;60;267.146;;;796.331;1;1
366;0.8;52.5376;31.8;4.02694;40.1765;31.7;229;322.526;281.445;266;355;272;272;436.053;435.909;60;267.141;;;795.314;1;1
367;0.8;52.2309;31.8;4.02168;40.1823;31.7;267;322.237;281.453;266;355;272;272;436.198;435.909;60;267.142;;;794.399;1;1
368;0.8;52.5405;31.8;4.08222;40.1823;31.7;292;321.427;281.445;266;355;272;272;436.198;436.053;60;267.151;;;793.866;1;1
369;0.8;52.9109;31.8;4.16645;39.9797;31.6;322;320.327;281.453;266;355;272;272;436.198;436.053;60;267.166;;;792.532;1;1
370;0.8;52.7431;31.8;4.17166;40.081;31.6;337;320.081;281.445;266;355;272;272;436.198;435.909;60;267.188;;;791.765;1;1
371;0.8;52.4363;31.8;4.18406;40.1823;31.6;367;320.197;281.416;266;355;272;272;436.198;435.909;60;267.206;;;790.433;1;1
372;0.8;52.6389;31.8;4.27378;40.2836;31.6;384;319.575;281.453;266;355;272;272;436.198;435.909;60;267.209;;;789.953;1;1
373;0.8;52.3409;31.8;4.26787;40.5758;31.5;393;319.271;281.453;266;355;272;272;436.198;436.053;60;267.205;;;789.42;1;1
374;0.8;52.4363;31.7;3.97461;40.489;31.5;401;319.198;281.453;266;355;272;272;436.343;436.053;60;267.201;;;789.154;1;1
375;0.8;52.8385;31.7;4.04203;40.3877;31.5;412;319.141;281.453;266;355;272;272;436.343;435.909;60;267.201;;;786.228;1;1
376;0.8;52.8443;31.7;4.0794;40.0868;31.5;410;319.097;281.46;266;355;272;272;436.198;436.053;60;267.201;;;785.722;1;1
377;0.8;52.8357;31.7;4.09719;40.2865;31.5;415;319.358;281.453;266;355;272;272;436.198;436.053;60;267.201;;;784.897;1;1
378;0.8;52.6389;31.7;4.11871;40.3877;31.5;411;319.473;281.453;266;355;272;272;436.198;436.053;60;267.204;;;783.004;1;1
379;0.8;52.8443;31.7;4.1717;40.3819;31.5;396;319.56;281.047;266;355;272;272;436.198;435.909;60;267.191;;;782.689;1;1
380;0.8;52.7344;31.7;4.23674;40.081;31.5;384;320.428;281.047;266;355;272;272;436.198;435.909;60;267.166;;;782.159;1;1
381;0.8;52.7431;31.7;4.25586;40.1823;31.5;375;320.558;281.047;266;355;272;272;436.198;435.909;60;267.127;;;780.303;1;1
382;0.8;52.6939;31.7;4.2703;40.2836;31.6;372;320.501;281.047;266;355;272;272;436.198;435.909;60;267.09;;;779.68;1;1
383;0.8;52.3351;31.7;4.29607;40.081;31.6;367;321.238;281.047;266;355;272;272;436.198;436.053;60;267.069;;;779.415;1;1
384;0.8;52.5405;31.7;4.34967;40.2894;31.6;356;321.412;280.924;266;355;272;272;436.198;436.053;60;267.05;;;777.76;1;1
385;0.8;52.6765;31.7;4.43453;40.2836;31.6;344;322.179;280.917;266;355;272;272;436.198;436.053;60;267.042;;;776.437;1;1
386;0.8;52.7431;31.7;4.42171;40.0145;31.7;340;322.555;280.729;266;355;272;272;436.198;435.909;60;267.028;;;776.437;1;1
387;0.8;52.3785;31.7;4.42774;40.0579;31.7;334;322.975;280.707;266;355;272;272;436.198;436.053;60;267.019;;;774.058;1;1
388;0.8;52.1846;31.8;4.85682;40.081;31.7;323;323.452;280.924;266;355;272;272;436.198;436.053;60;267.019;"CUSN6       ";;773.001;1;1
389;0.8;52.2164;31.8;4.8233;40.081;31.8;315;323.669;280.91;266;355;272;272;436.198;435.909;60;267.038;"CUSN6       ";;772.65;1;1
390;0.8;52.3322;31.8;4.90712;40.1823;31.8;303;324.407;280.541;266;355;272;272;436.198;435.909;60;267.07;;;771.594;1;1
391;0.8;52.4363;31.8;5.0085;40.0781;31.8;298;324.494;280.512;266;355;272;272;436.053;435.909;60;267.081;;;769.613;1;1
392;0.8;52.3495;31.8;4.94532;39.8785;31.9;279;324.566;280.541;266;355;272;272;436.198;435.764;60;267.089;;;768.545;1;1
393;0.8;52.4363;31.9;5.34619;40.081;31.9;266;324.754;280.512;266;355;272;272;436.053;435.764;60;267.078;;;768.019;1;1
394;0.8;52.4392;31.9;5.38313;40.1823;31.9;263;325.608;280.512;266;355;272;272;436.053;436.053;60;267.069;;;766.966;1;1
395;0.8;52.5376;31.9;5.46664;40.3877;31.9;251;325.998;280.512;266;355;272;272;436.198;436.053;60;267.059;;;766.966;1;1
396;0.8;52.5752;32;5.80914;40.5527;31.9;237;326.042;280.201;266;355;272;272;436.198;436.053;60;267.052;;;766.164;1;1
397;0.8;52.4219;32;5.88379;40.489;32;217;326.751;280.201;266;355;272;272;436.198;436.053;60;267.039;;;764.06;1;1
398;0.8;52.5376;32;5.91513;40.2836;32;218;326.722;280.201;266;355;272;272;436.198;436.053;60;267.01;;;763.535;1;1
399;0.8;52.6389;32;5.94492;40.3038;32;212;326.968;280.208;266;355;272;272;436.343;436.053;60;266.975;;;762.748;1;1
400;0.8;52.8993;32.1;6.35196;40.4919;32;199;326.91;280.208;266;355;272;272;436.343;436.198;60;266.945;;;761.697;1;1
401;0.8;52.7517;32.1;6.40798;40.5903;32;187;326.881;280.216;266;355;272;272;436.487;436.343;60;267.002;;;761.172;1;1
402;0.8;52.5376;32.1;6.36361;40.2836;32;185;327.575;280.216;266;355;272;272;436.487;436.198;60;267.145;;;760.647;1;1
403;0.8;52.3351;32.1;6.39393;40.3848;32;190;327.648;280.223;266;355;272;272;436.487;436.343;60;267.281;;;759.502;1;1
404;0.8;52.6389;32.2;6.82521;40.3154;32.1;179;327.749;280.23;266;355;272;272;436.343;436.198;60;267.339;;;757.562;1;1
405;0.8;53.0093;32.2;6.85472;40.3877;32.1;165;327.778;280.23;266;355;272;272;436.343;436.198;60;267.32;;;757.038;1;1
406;0.8;52.9456;32.2;6.86498;40.489;32.1;152;327.763;280.237;266;355;272;272;436.343;436.198;60;267.277;;;755.729;1;1
407;0.8;52.7083;32.2;6.9079;40.489;32.1;143;327.069;280.237;266;355;272;272;436.343;436.053;60;267.238;;;753.57;1;1
408;0.8;52.5376;32.2;6.84879;40.489;32.1;135;326.997;280.245;266;355;272;272;436.343;436.053;60;267.2;;;753.309;1;1
409;0.8;52.3553;32.3;7.19879;40.489;32.1;128;326.924;280.223;266;355;272;272;436.198;436.198;60;267.16;;;752.445;1;1
410;0.8;52.5289;32.3;7.25937;40.5903;32.1;137;326.476;280.23;266;355;272;272;436.343;436.198;60.231;267.123;;;750.355;1;1
411;0.8;52.6389;32.3;7.23778;40.1794;32.1;143;326.505;280.23;266;355;272;272;436.487;436.198;64.1826;267.085;;;749.833;1;1
412;0.8;52.4363;32.3;7.30152;40.081;32.1;151;326.071;280.353;266;355;272;272;436.487;436.198;66;267.053;;;748.417;1;1
413;0.8;52.5405;32.3;7.29767;39.9797;32.1;156;326.172;280.266;266;355;272;272;436.632;436.343;67.8843;266.963;;;747.187;1;1
414;0.8;52.6418;32.3;7.33013;40.081;32;171;325.694;280.266;266;355;272;272;436.632;436.343;68;266.662;;;746.926;1;1
415;0.8;52.7431;32.3;7.34423;40.081;32;191;325.637;280.273;266;355;272;272;436.632;436.343;68.0922;266.506;;;746.019;1;1
416;0.8;52.7373;32.4;7.70149;40.081;32;215;325.058;280.281;266;355;272;272;436.487;436.198;69.9748;266.431;;;744.431;1;1
417;0.8;52.8443;32.4;7.79099;40.1823;32;248;324.494;280.317;266;355;272;272;436.487;436.198;70;266.376;;;743.91;1;1
418;0.8;52.5376;32.4;7.72742;40.2836;32;284;324.465;280.31;266;355;272;272;436.343;436.053;70;266.328;;;742.157;1;1
419;0.8;52.4363;32.4;7.65754;39.9797;32;325;323.987;280.31;266;355;272;272;436.198;436.053;70;266.298;;;741.377;1;1
420;0.8;52.5694;32.4;7.67698;39.8785;32;354;323.611;280.281;266;355;272;272;436.343;436.053;70;266.214;;;740.337;1;1
421;0.8;52.3351;32.4;7.69762;40.081;32;384;323.683;280.273;266;355;272;272;436.198;436.053;70;266.097;"CUSN6       ";;738.001;1;1
422;0.8;52.3351;32.4;7.75247;40.2865;32;417;323.669;280.273;266;355;272;272;436.343;436.053;70;265.988;;;737.404;1;1
423;0.8;52.5029;32.4;7.75899;40.2836;31.9;443;323.64;280.346;266;355;272;272;436.343;436.053;70;265.906;;;736.424;1;1
424;0.8;52.6389;32.4;7.7607;40.4919;31.9;469;323.568;280.027;266;355;272;272;436.198;435.909;70;265.86;;;735.387;1;1
425;0.8;52.5376;32.4;7.78248;40.489;31.9;493;323.539;280.027;266;355;272;272;436.198;435.909;70;265.839;;;734.667;1;1
426;0.8;52.5579;32.4;7.8222;40.4022;31.9;519;323.973;280.027;266;355;272;272;436.198;435.909;70;265.827;;;732.596;1;1
427;0.8;52.6418;32.4;7.77952;40.3877;31.9;542;323.987;280.02;266;355;272;272;436.198;436.053;70;265.831;;;731.562;1;1
428;0.8;52.9456;32.4;7.82442;40.2836;31.9;547;324.494;280.027;266;355;272;272;436.198;436.053;70;265.845;;;730.651;1;1
429;0.8;52.9456;32.4;7.86141;40.1794;31.9;551;325.145;280.027;266;355;272;272;436.198;436.053;70;265.851;;;728.843;1;1
430;0.8;52.6215;32.4;7.85005;40.081;31.9;545;325.738;280.02;266;355;272;272;436.343;436.053;70;265.857;;;728.584;1;1
431;0.8;52.7431;32.4;7.84976;40.081;31.9;543;326.157;280.027;266;355;272;272;436.343;436.053;70;265.862;;;727.678;1;1
432;0.8;52.4913;32.4;7.77562;40.2836;31.9;530;326.664;280.02;266;355;272;272;436.198;436.053;70;265.866;;;725.356;1;1
433;0.8;52.4306;32.4;7.76662;40.489;31.9;520;327.619;280.02;266;355;272;272;436.198;436.053;70;265.87;;;724.326;1;1
434;0.8;52.5694;32.4;7.75046;40.489;32;506;328.038;280.02;266;355;272;272;436.343;436.053;70;265.875;"CUSN6       ";;723.038;1;1
435;0.8;52.6128;32.4;7.812;40.2836;32;485;329.065;279.731;266;355;272;272;436.198;436.053;70;265.881;;;722.781;1;1
436;0.8;52.7431;32.4;7.83133;40.081;32;459;329.615;279.709;266;355;272;272;436.198;435.909;70;265.89;;;721.854;1;1
437;0.8;52.5376;32.4;7.78248;40.0579;32.1;430;330.773;279.666;266;355;272;272;436.198;436.053;70;265.894;;;721.076;1;1
438;0.8;52.6418;32.5;8.13691;40.1823;32.1;411;331.236;279.666;266;355;272;272;436.343;436.053;70;265.9;;;719.791;1;1
439;0.8;52.7431;32.5;8.17099;40.2865;32.1;390;332.205;279.716;266;355;272;272;436.343;436.198;70;265.899;;;717.993;1;1
440;0.8;52.636;32.5;8.09924;40.2807;32.2;364;332.798;279.695;266;355;272;272;436.343;436.053;70;265.888;;;715.941;1;1
441;0.8;52.6273;32.5;8.13468;40.489;32.2;339;333.203;279.666;266;355;272;272;436.343;436.198;70;265.875;;;715.685;1;1
442;0.8;52.6389;32.6;8.53062;40.489;32.2;323;334.1;279.651;266;355;272;272;436.487;436.198;70;265.867;;;713.83;1;1
443;0.8;52.6418;32.6;8.47592;40.3877;32.3;301;334.751;279.666;266;355;272;272;436.487;436.198;70;265.865;;;713.318;1;1
444;0.8;52.3351;32.7;8.80015;40.0723;32.3;287;335.156;279.702;266;355;272;272;436.487;436.198;70;265.864;;;712.549;1;1
445;0.8;52.4363;32.7;8.76222;39.8785;32.3;256;335.894;279.507;266;355;272;272;436.487;436.198;70;265.866;;;710.219;1;1
446;0.8;52.7431;32.7;8.85033;39.9797;32.4;249;336.328;279.514;266;355;272;272;436.487;436.198;70;265.87;;;709.57;1;1
447;0.8;52.6418;32.8;9.17234;39.7772;32.4;235;336.965;279.536;266;355;272;272;436.487;436.198;70;265.87;;;707.271;1;1
448;0.8;52.7431;32.8;9.13471;39.673;32.4;219;336.936;279.536;266;355;272;272;436.487;436.198;70;265.876;;;706.546;1;1
449;0.8;52.8443;32.8;9.17071;39.7772;32.5;205;337.254;279.485;266;355;272;272;436.487;436.198;70;265.886;;;706.035;1;1
450;0.8;52.4363;32.9;9.47424;39.6759;32.5;201;337.24;279.485;266;355;272;272;436.487;436.198;70;265.899;;;704.505;1;1
451;0.8;52.2338;32.9;9.4194;39.5718;32.5;191;337.297;279.507;266;355;272;272;436.487;436.198;70;265.91;;;703.995;1;1
452;0.8;52.4363;33;9.84856;39.673;32.5;187;337.24;279.536;266;355;272;272;436.343;436.198;70;265.92;;;702.531;1;1
453;0.8;52.5058;33;9.80658;39.8785;32.5;183;337.312;279.514;266;355;272;272;436.343;436.198;70;265.929;;;700.897;1;1
454;0.8;52.1325;33;9.75508;40.081;32.5;174;337.37;279.485;266;355;272;272;436.343;436.053;70;265.937;;;700.134;1;1
455;0.8;52.0312;33;9.73613;40.1823;32.6;170;337.442;279.507;266;355;272;272;436.343;436.053;70;265.944;;;697.847;1;1
456;0.8;52.3322;33.1;10.1477;40.0521;32.6;166;336.921;279.507;266;355;272;272;436.343;436.198;70;265.95;;;697.507;1;1
457;0.8;52.2309;33.1;10.1281;39.9797;32.6;174;336.936;279.536;266;355;272;272;436.487;436.198;70;265.953;;;696.386;1;1
458;0.8;52.066;33.1;10.0597;39.9826;32.6;175;336.299;279.485;266;355;272;272;436.487;436.198;70;265.965;;;694.61;1;1
459;0.8;52.2338;33.1;10.1469;39.8958;32.5;186;336.299;279.507;266;355;272;272;436.487;436.198;70;265.981;;;694.357;1;1
460;0.8;52.1325;33.2;10.4265;39.9797;32.5;187;335.778;279.492;266;355;272;272;436.487;436.343;70;265.984;;;693.151;1;1
461;0.8;52.3351;33.2;10.4671;40.1823;32.5;194;335.272;279.543;266;355;272;272;436.487;436.343;70;265.981;;;691.772;1;1
462;0.8;52.2193;33.2;10.4257;40.2865;32.5;196;334.968;279.536;266;355;272;272;436.487;436.343;70;265.976;;;691.519;1;1
463;0.8;52.0312;33.2;10.4063;40.2112;32.5;203;334.983;279.492;266;355;272;272;436.487;436.198;70;265.986;;;689.044;1;1
464;0.8;52.1672;33.2;10.4517;40.081;32.5;210;334.361;279.485;266;355;272;272;436.487;436.198;70;266.004;;;688.453;1;1
465;0.8;52.4363;33.2;10.5056;39.9797;32.5;223;333.84;279.536;266;355;272;272;436.632;436.343;70;266.012;;;687.696;1;1
