time;Banddicke;Verzinnungsstation: Durchflussmenge;Verzinnungsstation: Rücklauftemperatur;Verzinnungsstation: Kühlleistung;Verzinnungsstation FU: Durchflussmenge;Verzinnungsstation FU: Rücklauftemperatur;Ofenleistung;Wannentemperatur außen;Wannentemperatur innen;Solltemperatur unter Zinnbadrolle;Bandbreite;Laufprogramm Online Zinnbad / Anlagenstartwert Rezept;Laufprogramm Online Zinnbad / Anlagenstartwert korrigiert;Abblasung OS Luftdruck;Abblasung US Luftdruck;Bandgeschwindigkeit;Temperatur unter Zinnbadrolle;MON Verzinnungseinheit Verzinnungsstation Ofen 1 aktiv;MON Verzinnungseinheit Verzinnungsstation Ofen 2 aktiv;Legierung;ChannelInfoFieldText([10:1], "$PDA_expression");Bandlänge auf Abhaspel;Hubtraverse unten;Bandtransport
105;0.4;51.8287;27;1.15243;40.1071;28.2;0;277.546;277.503;265;360;270;268;297.02;297.164;70;268.921;0;1;;;3040.87;1;1
106;0.4;51.9792;27;1.13761;40.3501;28.2;0;277.575;277.496;265;360;270;268;297.02;297.164;70;268.919;0;1;;;3038.78;1;1
107;0.4;52.3003;27;1.16291;40.1852;28.2;0;277.445;277.445;265;360;270;268;296.875;297.02;70;268.906;0;1;;;3036.68;1;1
108;0.4;52.1383;27;1.21398;40.0839;28.2;0;276.678;277.228;265;360;270;268;296.875;296.875;70;268.894;0;1;;;3036.68;1;1
109;0.4;51.9358;27;1.2274;39.8814;28.2;0;276.635;277.235;265;360;270;268;296.73;296.875;70;268.884;0;1;;;3034.29;1;1
110;0.4;51.8287;27;1.22487;39.6817;28.2;0;276.664;277.25;265;360;270;268;296.73;296.875;70;268.874;0;1;;;3034.29;1;1
111;0.4;51.9647;27;1.24624;39.8814;28.2;0;277.011;277.25;265;360;270;268;296.73;296.875;70;268.865;0;1;;;3034.29;1;1
112;0.4;52.1354;27;1.34143;39.974;28.2;0;276.794;277.257;265;360;270;268;296.73;296.875;70;268.854;0;1;;;3032.72;1;1
113;0.4;52.2367;27;1.34403;40.1881;28.2;0;276.808;276.96;265;360;270;268;296.586;296.73;70;268.836;0;1;;;3030.63;1;1
114;0.4;52.2598;27.1;1.75421;39.9826;28.2;0;276.49;276.953;265;360;270;268;296.586;296.875;70;268.821;0;1;;;3028.9;1;1
115;0.4;52.338;27.1;1.73855;39.89;28.2;0;276.418;276.953;265;360;270;268;296.586;296.73;70;268.808;0;1;;;3028.9;1;1
116;0.4;52.1354;27.1;1.76824;39.8814;28.2;0;276.302;276.975;265;360;270;268;296.586;296.586;70;268.786;0;1;;;3028.2;1;1
117;0.4;51.9444;27.1;1.79806;39.6788;28.2;2;276.389;276.707;265;360;270;268;296.586;296.586;70;268.766;0;1;;;3026.81;1;1
118;0.4;52.0341;27.1;1.81934;39.4734;28.2;2;276.432;276.808;265;360;270;268;296.441;296.586;70;268.747;0;1;;;3025.41;1;1
119;0.4;51.93;27.1;1.85201;39.5775;28.2;2;276.201;276.685;265;360;270;268;296.586;296.586;70;268.73;0;1;;;3024.02;1;1
120;0.4;52.2367;27.1;1.91769;39.8495;28.2;7;276.215;276.685;265;360;270;268;296.586;296.586;70;268.697;0;1;;;3022.63;1;1
121;0.4;52.1325;27.1;1.91387;39.6759;28.2;17;276.157;276.671;265;360;270;268;296.586;296.586;70;268.682;0;1;;;3021.93;1;1
122;0.4;51.8287;27.1;1.92082;39.5747;28.2;26;276.042;276.44;265;360;270;268;296.441;296.586;70;268.67;0;1;;;3021.93;1;1
123;0.4;51.8374;27.1;2.02982;39.7801;28.2;34;275.955;276.44;265;360;270;268;296.441;296.586;70;268.656;0;1;;;3021.93;1;1
124;0.4;51.6262;27.1;2.05762;39.7801;28.2;40;275.998;276.454;265;360;270;268;296.441;296.586;70;268.641;0;1;;;3017.98;1;1
125;0.4;51.4207;27.1;2.0135;39.673;28.2;43;276.056;276.461;265;360;270;268;296.441;296.586;70;268.624;0;1;;;3016.59;1;1
126;0.4;51.6291;27.1;2.11184;39.5775;28.2;39;275.651;276.44;265;360;270;268;296.441;296.441;70;268.606;0;1;;;3015.89;1;1
127;0.4;51.8924;27.1;2.12261;39.5775;28.2;36;276.128;276.208;265;360;270;268;296.296;296.441;70;268.585;0;1;;;3014.5;1;1
128;0.4;52.0255;27.2;2.554;39.6788;28.2;43;276.186;276.201;265;360;270;268;296.296;296.441;70;268.566;0;1;;;3014.5;1;1
129;0.4;51.522;27.2;2.51128;39.6788;28.2;53;276.215;276.186;265;360;270;268;296.296;296.441;70;268.539;0;1;;;3014.5;1;1
130;0.4;51.6262;27.2;2.57046;39.5862;28.2;51;275.767;276.295;265;360;270;268;296.152;296.296;70;268.512;0;1;;;3013.11;1;1
131;0.4;51.9097;27.2;2.58458;39.6788;28.2;48;275.651;275.926;265;360;270;268;296.152;296.296;70;268.488;0;1;;;3007.55;1;1
132;0.4;51.93;27.2;2.64001;39.7801;28.2;51;275.535;275.94;265;360;270;268;296.152;296.296;70;268.464;0;1;;;3007.55;1;1
133;0.4;51.9329;27.2;2.74904;39.673;28.2;52;275.55;275.955;265;360;270;268;296.152;296.296;70;268.439;0;1;"CUS         ";;3007.55;1;1
134;0.4;51.93;27.2;2.69446;39.5775;28.2;54;276.172;275.94;265;360;270;268;296.152;296.296;70;268.413;0;1;"CUSN6       ";;3007.55;1;1
135;0.4;51.9271;27.2;2.71245;39.6788;28.2;65;276.418;275.94;265;360;270;268;296.152;296.296;70;268.385;0;1;;;3007.19;1;1
136;0.4;51.658;27.2;2.8067;39.592;28.3;74;276.548;275.579;265;360;270;268;296.152;296.152;70;268.357;0;1;;;3006.49;1;1
137;0.4;51.93;27.2;2.8759;39.6788;28.3;78;276.505;275.579;265;360;270;268;296.007;296.296;70;268.327;0;1;;;3005.8;1;1
138;0.4;51.8663;27.2;2.87238;39.702;28.3;69;276.36;275.6;265;360;270;268;296.007;296.296;70;268.299;0;1;;;3004.41;1;1
139;0.4;52.1354;27.2;2.9237;39.4994;28.3;69;277.069;275.622;265;360;270;268;296.152;296.152;70;268.267;0;1;;;3003.02;1;1
140;0.4;51.8287;27.2;2.92461;39.6788;28.3;75;277.098;275.622;265;360;270;268;296.007;296.152;70;268.236;0;1;;;3003.02;1;1
141;0.4;51.7274;27.2;3.00927;39.7801;28.3;74;277.156;275.441;265;360;270;268;295.862;296.152;70;268.204;0;1;"CUSN6       ";;3003.02;1;1
142;0.4;51.7274;27.2;3.04541;39.6788;28.3;74;277.488;275.434;265;360;270;268;296.007;296.152;70;268.171;0;1;;;3000.94;1;1
143;0.4;51.7969;27.3;3.41926;39.8409;28.3;77;277.546;275.412;265;360;270;268;296.007;296.152;70;268.136;0;1;;;2998.85;1;1
144;0.4;51.7361;27.3;3.46949;39.6788;28.3;74;277.604;275.412;265;360;270;268;296.007;296.152;70;268.102;0;1;;;2997.47;1;1
145;0.4;51.9329;27.3;3.53711;39.5775;28.3;74;278.27;275.087;265;360;270;268;295.862;296.152;70;268.068;0;1;;;2994.6;1;1
146;0.4;51.3339;27.3;3.53218;39.6788;28.3;74;278.168;275.116;265;360;270;268;295.862;296.007;70;268.034;0;1;;;2993.91;1;1
147;0.4;51.4178;27.3;3.53796;39.6788;28.3;74;278.356;275.109;265;360;270;268;295.862;296.007;70;267.995;0;1;;;2993.91;1;1
148;0.4;51.2182;27.3;3.56;39.7801;28.4;77;278.414;275.058;265;360;270;268;295.862;296.152;70;267.954;0;1;;;2993.23;1;1
149;0.4;51.5249;27.3;3.59932;39.9826;28.4;74;278.487;275.072;265;360;270;268;295.862;295.862;70;267.914;0;1;;;2989.07;1;1
150;0.4;51.6956;27.3;3.68351;40.081;28.4;74;279.355;274.899;265;360;270;268;295.718;296.007;70;267.876;0;1;;;2986.02;1;1
151;0.4;51.3223;27.3;3.7107;39.8785;28.4;72;279.398;274.899;265;360;270;268;295.862;295.862;70;267.833;0;1;;;2986.02;1;1
152;0.4;51.5162;27.3;3.79673;39.6788;28.4;71;279.586;274.92;265;360;270;268;295.718;295.862;70;267.793;0;1;;;2986.02;1;1
153;0.4;51.7274;27.4;4.16349;39.8843;28.4;73;279.427;274.928;265;360;270;268;295.718;295.862;70;267.748;0;1;;;2985.32;1;1
154;0.4;51.3194;27.4;4.13065;39.9826;28.4;77;279.398;274.602;265;360;270;268;295.718;295.862;70;267.707;0;1;;;2985.32;1;1
155;0.4;51.6262;27.4;4.22748;39.9826;28.4;85;280.237;274.573;265;360;270;268;295.718;295.862;70;267.665;0;1;;;2984.63;1;1
156;0.4;51.6753;27.4;4.1593;39.8814;28.4;90;280.208;274.573;265;360;270;268;295.718;295.718;70;267.622;0;1;;;2982.55;1;1
157;0.4;51.7274;27.4;4.32615;39.7801;28.4;83;279.818;274.754;265;360;270;268;295.573;295.718;70;267.589;0;1;;;2979.79;1;1
158;0.4;51.8287;27.4;4.31652;39.7888;28.5;86;280.642;274.79;265;360;270;268;295.573;295.718;70;267.556;0;1;;;2979.09;1;1
159;0.4;51.522;27.4;4.32697;39.9826;28.5;96;280.512;274.436;265;360;270;268;295.573;295.718;70;267.524;0;1;;;2979.09;1;1
160;0.4;51.3194;27.4;4.36374;39.7801;28.5;100;280.425;274.436;265;360;270;268;295.573;295.718;70;267.492;0;1;;;2977.71;1;1
161;0.4;51.6262;27.5;4.77643;39.5775;28.5;104;280.628;274.429;265;360;270;268;295.428;295.718;70;267.459;0;1;;;2975.64;1;1
162;0.4;51.3686;27.5;4.69874;39.6788;28.5;100;280.657;274.414;265;360;270;268;295.428;295.718;70;267.43;0;1;;;2974.25;1;1
163;0.4;51.8345;27.5;4.85002;39.4734;28.5;109;281.539;274.32;265;360;270;268;295.428;295.573;70;267.4;0;1;;;2972.87;1;1
164;0.4;51.6262;27.5;4.88463;39.4763;28.5;110;281.641;274.277;265;360;270;268;295.428;295.573;70;267.375;0;1;;;2970.8;1;1
165;0.4;51.8576;27.5;4.88842;39.6759;28.5;107;281.887;274.277;265;360;270;268;295.428;295.573;70;267.346;0;1;;;2970.8;1;1
166;0.4;51.93;27.5;4.98597;39.6788;28.5;106;281.901;274.284;265;360;270;268;295.428;295.573;70;267.319;0;1;;;2970.8;1;1
167;0.4;51.5249;27.5;4.96508;39.6788;28.6;113;282.668;274.313;265;360;270;268;295.428;295.573;70;267.291;0;1;;;2969.41;1;1
168;0.4;51.3194;27.6;5.34749;39.4734;28.6;118;282.552;273.922;265;360;270;268;295.428;295.428;70;267.264;0;1;;;2964.58;1;1
169;0.4;51.2182;27.6;5.35483;39.4734;28.6;109;282.726;273.893;265;360;270;268;295.428;295.428;70;267.231;0;1;;;2964.58;1;1
170;0.4;51.1169;27.6;5.32638;39.375;28.6;109;282.711;273.879;265;360;270;268;295.428;295.573;70;267.204;0;1;;;2964.58;1;1
171;0.4;51.4207;27.6;5.39397;39.5775;28.6;100;282.784;273.872;265;360;270;268;295.428;295.573;70;267.175;0;1;"CUSN6       ";;2963.89;1;1
172;0.4;51.7274;27.6;5.49845;39.7801;28.6;104;283.652;273.872;265;360;270;268;295.428;295.573;70;267.142;0;1;;;2963.89;1;1
173;0.4;51.7274;27.6;5.53459;39.7222;28.6;96;283.738;273.64;265;360;270;268;295.284;295.573;70;267.108;0;1;;;2963.89;1;1
174;0.4;52.0399;27.6;5.5862;39.7569;28.7;100;284.129;273.64;265;360;270;268;295.428;295.428;70;267.074;0;1;;;2961.13;1;1
175;0.4;52.0312;27.7;5.93853;39.7801;28.7;100;284.057;273.589;265;360;270;268;295.284;295.428;70;267.041;0;1;;;2959.75;1;1
176;0.4;52.0833;27.7;5.99909;39.9074;28.7;95;284.592;273.582;265;360;270;268;295.284;295.428;70;267.008;0;1;;;2959.75;1;1
