time;Banddicke;Verzinnungsstation: Durchflussmenge;Verzinnungsstation: Rücklauftemperatur;Verzinnungsstation: Kühlleistung;Verzinnungsstation FU: Durchflussmenge;Verzinnungsstation FU: Rücklauftemperatur;Ofenleistung;Wannentemperatur außen;Wannentemperatur innen;Solltemperatur unter Zinnbadrolle;Bandbreite;Laufprogramm Online Zinnbad / Anlagenstartwert Rezept;Laufprogramm Online Zinnbad / Anlagenstartwert korrigiert;Abblasung OS Luftdruck;Abblasung US Luftdruck;Bandgeschwindigkeit;Temperatur unter Zinnbadrolle;MON Verzinnungseinheit Verzinnungsstation Ofen 1 aktiv;MON Verzinnungseinheit Verzinnungsstation Ofen 2 aktiv;Legierung;ChannelInfoFieldText([10:1], "$PDA_expression");Bandlänge auf Abhaspel;Hubtraverse unten;Bandtransport
24;0.2;51.6233;31.4;10.9961;39.3721;29.8;148;314.395;281.055;278;340;280;278;546.875;545.284;60;276.526;1;0;;;4195.06;1;1
25;0.2;50.7639;31.4;10.7953;39.3721;29.8;152;313.831;281.055;278;340;280;278;546.73;545.284;60;276.534;1;0;;;4195.06;1;1
26;0.2;50.7089;31.4;10.8013;39.3721;29.8;154;313.86;281.055;278;340;280;278;546.875;545.428;60;276.554;1;0;;;4191.56;1;1
27;0.2;51.1314;31.4;10.927;39.3692;29.8;153;313.802;281.055;278;340;280;278;546.875;545.428;60;276.569;1;0;;;4186.79;1;1
28;0.2;51.1169;31.5;11.2353;39.3721;29.8;159;313.325;281.055;278;340;280;278;546.875;545.428;60;276.592;1;0;;;4186.79;1;1
29;0.2;51.3021;31.5;11.2939;39.3779;29.8;164;313.209;281.055;278;340;280;278;547.02;545.428;60;276.615;1;0;;;4185.6;1;1
30;0.2;50.9115;31.5;11.1546;39.3721;29.8;167;313.194;281.055;278;340;280;278;547.02;545.428;60;276.637;1;0;;;4185.6;1;1
31;0.2;51.0069;31.5;11.1933;39.1725;29.8;167;312.601;281.055;278;340;280;278;547.02;545.428;60;276.668;1;0;;;4185.6;1;1
32;0.2;51.2182;31.5;11.2933;38.9641;29.8;172;312.717;281.055;278;340;280;278;547.02;545.573;60;276.699;1;0;;;4185.6;1;1
33;0.2;51.114;31.5;11.2882;39.1696;29.8;173;312.703;281.055;278;340;280;278;547.02;545.573;60;276.733;1;0;;;4185.6;1;1
34;0.2;51.3194;31.5;11.2798;39.3721;29.7;169;312.789;281.055;278;340;280;278;547.02;545.573;60;276.771;1;0;;;4185.6;1;1
35;0.2;51.0127;31.5;11.2659;39.456;29.7;161;312.804;281.055;278;340;280;278;547.02;545.573;60;276.808;1;0;;;4184.4;1;1
36;0.2;50.7321;31.5;11.2216;39.4734;29.7;152;312.37;281.055;278;340;280;278;547.164;545.573;60;276.844;1;0;;;4184.4;1;1
37;0.2;50.9115;31.5;11.2613;39.6759;29.7;146;312.283;281.055;278;340;280;278;547.164;545.573;60;276.879;1;0;;;4180.83;1;1
38;0.2;50.8102;31.5;11.2744;39.4734;29.7;147;312.182;281.055;278;340;280;278;547.02;545.573;60;276.915;1;0;;;4177.56;1;1
39;0.2;50.7089;31.5;11.2519;39.3721;29.7;143;312.167;281.055;278;340;280;278;547.02;545.428;60;276.948;1;0;;;4173.99;1;1
40;0.2;50.8218;31.5;11.2415;39.1696;29.7;135;312.283;281.055;278;340;280;278;546.875;545.428;60;276.982;1;0;;;4173.99;1;1
41;0.2;50.9115;31.5;11.2969;39.2708;29.7;127;312.428;281.055;278;340;280;278;546.875;545.428;60;277.012;1;0;;;4173.99;1;1
42;0.2;50.8131;31.5;11.3105;39.4676;29.7;125;312.384;281.199;278;340;280;278;546.875;545.428;60;277.045;1;0;;;4173.99;1;1
43;0.2;51.0127;31.5;11.355;39.3027;29.7;116;312.297;281.178;278;340;280;278;547.02;545.573;60;277.081;1;0;;;4173.99;1;1
44;0.2;51.0127;31.5;11.3372;39.3721;29.7;104;311.69;281.178;278;340;280;278;547.02;545.573;60;277.115;1;0;"CUSN8       ";;4173.99;1;1
45;0.2;51.2182;31.5;11.4186;39.3721;29.7;104;311.632;281.17;278;340;280;278;547.02;545.573;60;277.147;1;0;;;4173.99;1;1
46;0.2;51.4091;31.5;11.4432;39.2708;29.7;105;311.646;281.207;278;340;280;278;547.02;545.573;60;277.183;1;0;;;4172.8;1;1
47;0.2;51.114;31.5;11.4311;39.1696;29.7;95;311.285;281.387;278;340;280;278;546.875;545.573;60;277.217;1;0;;;4172.8;1;1
48;0.2;50.8102;31.5;11.3454;39.2708;29.7;91;311.4;281.387;278;340;280;278;546.875;545.573;60;277.257;1;0;;;4169.37;1;1
49;0.2;50.8102;31.5;11.4164;39.3721;29.7;87;311.372;281.344;278;340;280;278;547.02;545.573;60;277.293;1;0;;;4169.37;1;1
50;0.2;51.0127;31.5;11.3906;39.3721;29.7;83;310.648;281.402;278;340;280;278;547.02;545.573;60;277.328;1;0;;;4169.37;1;1
51;0.2;51.0156;31.5;11.4448;39.4734;29.7;80;310.576;281.387;278;340;280;278;547.02;545.573;60;277.359;1;0;;;4169.37;1;1
52;0.2;50.8102;31.5;11.3987;39.6759;29.7;78;310.098;281.387;278;340;280;278;547.164;545.573;60;277.392;1;0;;;4169.37;1;1
53;0.2;51.0388;31.5;11.4678;39.6759;29.7;74;310.156;281.387;278;340;280;278;547.164;545.718;60;277.421;1;0;;;4169.37;1;1
54;0.2;50.7089;31.5;11.4468;39.3721;29.7;72;309.679;281.395;278;340;280;278;547.164;545.718;60;277.45;1;0;;;4169.37;1;1
55;0.2;50.7089;31.5;11.3937;39.2274;29.7;64;309.679;281.402;278;340;280;278;547.164;545.718;60;277.482;1;0;;;4168.18;1;1
56;0.2;50.8102;31.5;11.4164;39.4734;29.7;62;309.346;281.51;278;340;280;278;547.02;545.573;60;277.504;1;0;"CUSN8       ";;4165.8;1;1
57;0.2;51.0127;31.5;11.4797;39.3721;29.7;60;309.317;281.59;278;340;280;278;547.164;545.718;60;277.526;1;0;;;4164.61;1;1
58;0.2;50.9115;31.5;11.4925;39.1696;29.7;58;308.767;281.547;278;340;280;278;547.164;545.718;60;277.546;1;0;;;4162.24;1;1
59;0.2;51.0156;31.5;11.5695;39.4734;29.7;59;308.579;281.547;278;340;280;278;547.164;545.573;60;277.563;1;0;;;4161.05;1;1
60;0.2;51.1169;31.5;11.5746;39.4734;29.7;60;308.03;281.583;278;340;280;278;547.02;545.573;60;277.572;1;0;;;4158.67;1;1
61;0.2;50.7755;31.5;11.4973;39.3171;29.7;65;307.509;281.576;278;340;280;278;547.02;545.573;60;277.575;1;0;;;4158.67;1;1
62;0.2;50.7089;31.4;11.1734;39.3721;29.7;67;307.668;281.583;278;340;280;278;547.02;545.573;60;277.578;1;0;;;4158.67;1;1
63;0.2;50.4832;31.4;11.1589;39.4734;29.7;68;307.205;281.547;278;340;280;278;547.02;545.573;60;277.578;1;0;;;4158.67;1;1
64;0.2;50.9115;31.4;11.2892;39.5747;29.7;73;306.771;281.554;278;340;280;278;547.02;545.573;60;277.579;1;0;;;4158.67;1;1
65;0.2;50.9954;31.4;11.29;39.4734;29.7;83;306.771;281.583;278;340;280;278;547.164;545.718;60;277.571;1;0;;;4158.46;1;1
66;0.2;51.114;31.4;11.3341;39.2708;29.6;88;306.12;281.554;278;340;280;278;547.164;545.718;60;277.566;1;0;;;4153.59;1;1
67;0.2;50.9491;31.4;11.2975;39.2679;29.6;94;306.134;281.539;278;340;280;278;547.164;545.718;60;277.559;1;0;;;4153.59;1;1
68;0.2;51.0156;31.4;11.3657;39.3721;29.6;99;305.498;281.547;278;340;280;278;547.02;545.573;60;277.553;1;0;;;4153.59;1;1
69;0.2;50.9115;31.4;11.3425;39.2679;29.6;111;305.049;281.554;278;340;280;278;547.164;545.718;60;277.55;1;0;;;4153.59;1;1
70;0.2;50.9086;31.4;11.3597;39.4502;29.6;117;305.208;281.554;278;340;280;278;547.164;545.718;60;277.542;1;0;;;4151.21;1;1
71;0.2;51.4207;31.3;11.1608;39.3721;29.6;124;304.47;281.554;278;340;280;278;547.309;545.718;60;277.534;1;0;;;4151.21;1;1
72;0.2;51.522;31.3;11.1827;39.2708;29.6;131;304.427;281.547;278;340;280;278;547.309;545.862;60;277.531;1;0;;;4151.21;1;1
73;0.2;50.8073;31.3;11.0454;39.2708;29.6;140;304.21;281.539;278;340;280;278;547.309;545.862;60;277.528;1;0;;;4150.02;1;1
74;0.2;50.8854;31.3;11.1157;39.2708;29.6;147;303.979;281.539;278;340;280;278;547.309;545.862;60;277.528;1;0;;;4150.02;1;1
75;0.2;50.8102;31.3;11.0638;39.1927;29.6;160;303.935;281.539;278;340;280;278;547.309;545.862;60;277.525;1;0;;;4150.02;1;1
76;0.2;50.5064;31.3;11.0858;39.1696;29.6;165;303.993;281.539;278;340;280;278;547.309;545.862;60;277.522;1;0;;;4146.46;1;1
77;0.2;50.706;31.3;11.1119;39.3721;29.6;167;304.109;281.547;278;340;280;278;547.309;545.718;60;277.52;1;0;;;4144.09;1;1
78;0.2;50.5035;31.3;11.0676;39.2824;29.6;166;303.443;281.547;278;340;280;278;547.164;545.573;60;277.518;1;0;;;4144.09;1;1
79;0.2;50.9115;31.2;10.8469;39.5573;29.6;176;303.429;281.547;278;340;280;278;547.164;545.573;60;277.516;1;0;;;4144.09;1;1
80;0.2;50.8073;31.2;10.8602;39.5747;29.5;179;303.964;281.937;278;340;280;278;547.164;545.573;60;277.515;1;0;;;4141.71;1;1
81;0.2;50.8073;31.2;10.8424;39.4734;29.5;180;303.284;281.793;278;340;280;278;547.02;545.573;60;277.514;1;0;;;4141.71;1;1
82;0.2;50.9115;31.2;10.8825;39.6672;29.5;183;303.979;281.908;278;340;280;278;547.164;545.573;60;277.512;1;0;;;4141.71;1;1
83;0.2;50.7089;31.2;10.8569;39.8785;29.5;190;303.979;281.8;278;340;280;278;547.164;545.573;60;277.508;1;0;;;4141.71;1;1
84;0.2;50.7986;31.2;10.8939;39.9826;29.5;183;304.094;281.836;278;340;280;278;547.02;545.573;60;277.507;1;0;;;4141.71;1;1
85;0.2;50.8102;31.2;10.8608;39.9826;29.6;182;304.181;281.894;278;340;280;278;547.164;545.573;60;277.507;1;0;;;4140.53;1;1
86;0.2;51.1111;31.2;10.9787;39.5804;29.6;181;304.977;281.879;278;340;280;278;547.164;545.718;60;277.506;1;0;;;4139.34;1;1
87;0.2;50.9115;31.2;10.9536;39.3721;29.6;165;304.962;281.894;278;340;280;278;547.309;545.718;60;277.506;1;0;;;4135.78;1;1
88;0.2;50.7812;31.2;10.9788;39.5747;29.6;166;305.064;281.85;278;340;280;278;547.164;545.718;60;277.506;1;0;;;4134.6;1;1
89;0.2;51.1256;31.2;11.0533;39.4763;29.6;173;304.991;281.858;278;340;280;278;547.164;545.718;60;277.506;1;0;;;4134.6;1;1
90;0.2;50.8102;31.1;10.6224;39.5747;29.6;170;305.049;281.879;278;340;280;278;547.164;545.573;60;277.506;1;0;;;4134.6;1;1
91;0.2;50.5845;31.1;10.5752;39.3721;29.6;161;305.613;281.887;278;340;280;278;547.02;545.573;60;277.506;1;0;;;4133.19;1;1
92;0.2;50.6076;31.1;10.58;39.2708;29.6;163;305.671;281.887;278;340;280;278;547.164;545.718;60;277.506;1;0;"CUSN8       ";;4133.19;1;1
93;0.2;50.8131;31.1;10.6585;39.3721;29.6;156;305.642;281.872;278;340;280;278;547.164;545.718;60;277.508;1;0;;;4133.19;1;1
94;0.2;51.0098;31.1;10.7354;39.4734;29.6;149;306.134;281.872;278;340;280;278;547.164;545.718;60;277.516;1;0;;;4130.09;1;1
95;0.2;51.114;31.1;10.7395;39.4878;29.6;147;306.047;281.865;278;340;280;278;547.164;545.718;60;277.526;1;0;;;4127.72;1;1
96;0.2;51.114;31.1;10.7752;39.375;29.6;145;305.975;281.865;278;340;280;278;547.164;545.718;60;277.534;1;0;;;4127.72;1;1
97;0.2;51.1545;31.1;10.8016;39.2708;29.6;144;306.409;281.872;278;340;280;278;547.164;545.718;60;277.542;1;0;;;4127.72;1;1
98;0.2;51.1024;31.1;10.7906;39.4734;29.7;139;306.481;281.843;278;340;280;278;547.164;545.718;60;277.551;1;0;;;4126.14;1;1
99;0.2;51.0156;31.1;10.7901;39.5747;29.7;135;306.612;281.85;278;340;280;278;547.164;545.862;60;277.568;1;0;;;4122.96;1;1
100;0.2;50.8102;31.1;10.7466;39.5747;29.7;135;307.306;281.85;278;340;280;278;547.164;545.862;60;277.582;1;0;"CUSN8       ";;4122.96;1;1
101;0.2;50.9143;31.1;10.7687;39.5747;29.7;130;307.19;281.865;278;340;280;278;547.309;545.862;60;277.596;1;0;;;4120.59;1;1
102;0.2;51.0156;31.1;10.7545;39.4734;29.7;115;307.089;281.829;278;340;280;278;547.309;545.862;60;277.61;1;0;;;4120.59;1;1
103;0.2;50.9143;31.2;11.1321;39.3721;29.7;113;307.046;281.836;278;340;280;278;547.309;545.862;60;277.623;1;0;;;4120.59;1;1
104;0.2;51.1169;31.2;11.1764;39.566;29.7;110;307.118;281.879;278;340;280;278;547.309;545.862;60;277.639;1;0;;;4120.59;1;1
105;0.2;51.3657;31.2;11.2488;39.5747;29.7;105;307.248;282.082;278;340;280;278;547.309;545.862;60;277.656;1;0;;;4120.59;1;1
106;0.2;51.3194;31.2;11.2028;39.4734;29.7;101;307.306;282.082;278;340;280;278;547.309;545.862;60;277.671;1;0;;;4115.85;1;1
107;0.2;51.0909;31.2;11.2064;39.5775;29.7;101;307.205;282.082;278;340;280;278;547.309;545.862;60;277.686;1;0;;;4115.85;1;1
108;0.2;51.0127;31.2;11.1893;39.7164;29.7;100;307.118;282.082;278;340;280;278;547.309;545.862;60;277.699;1;0;;;4114.67;1;1
109;0.2;50.8102;31.2;11.1449;39.5747;29.7;96;307.046;282.075;278;340;280;278;547.309;545.862;60;277.711;1;0;;;4113.49;1;1
110;0.2;50.9433;31.2;11.1741;39.4792;29.7;93;307.118;282.067;278;340;280;278;547.309;546.007;60;277.721;1;0;;;4113.49;1;1
111;0.2;51.1169;31.2;11.2657;39.5775;29.7;92;307.263;282.075;278;340;280;278;547.309;545.862;60;277.73;1;0;;;4113.49;1;1
112;0.2;51.2182;31.2;11.2701;39.5747;29.7;91;307.017;282.075;278;340;280;278;547.309;546.007;60;277.744;1;0;;;4113.49;1;1
113;0.2;51.2182;31.2;11.2344;39.4734;29.7;88;306.93;282.075;278;340;280;278;547.309;545.862;60;277.759;1;0;;;4113.49;1;1
114;0.2;51.3194;31.2;11.3104;39.3721;29.7;91;306.843;282.082;278;340;280;278;547.309;545.862;60;277.772;1;0;;;4113.49;1;1
115;0.2;50.8565;31.2;11.155;39.4734;29.7;89;306.771;282.082;278;340;280;278;547.454;546.007;60;277.79;1;0;;;4111.12;1;1
116;0.2;50.9115;31.2;11.2205;39.5747;29.7;86;306.019;282.082;278;340;280;278;547.454;546.007;60;277.809;1;0;;;4111.12;1;1
117;0.2;50.7089;31.2;11.1581;39.6759;29.7;87;306.105;282.082;278;340;280;278;547.454;546.007;60;277.831;1;0;;;4108.75;1;1
118;0.2;50.6597;31.2;11.1827;39.7801;29.7;91;306.207;282.082;278;340;280;278;547.598;546.007;60;277.857;1;0;;;4108.75;1;1
119;0.2;50.8131;31.2;11.1988;39.7772;29.7;91;306.019;282.075;278;340;280;278;547.454;546.007;60;277.882;1;0;;;4107;1;1
120;0.2;51.0764;31.2;11.2211;39.6759;29.7;87;305.961;282.075;278;340;280;278;547.454;546.007;60;277.904;1;0;;;4105.82;1;1
121;0.2;51.0156;31.2;11.2256;39.5747;29.7;87;305.859;282.067;278;340;280;278;547.454;546.007;60;277.926;1;0;;;4105.82;1;1
122;0.2;50.9115;31.2;11.1671;39.5747;29.7;88;305.078;282.075;278;340;280;278;547.598;546.007;60;277.946;1;0;;;4105.82;1;1
123;0.2;51.0156;31.2;11.2612;39.3721;29.7;91;304.991;282.082;278;340;280;278;547.309;545.862;60;277.966;1;0;;;4105.82;1;1
124;0.2;51.2153;31.2;11.3232;39.4271;29.7;91;305.035;282.082;278;340;280;278;547.164;545.718;60;277.992;1;0;;;4105.82;1;1
125;0.2;51.0127;31.2;11.2784;39.4734;29.7;91;304.745;282.082;278;340;280;278;547.164;545.573;60;278.015;1;0;;;4105.82;1;1
126;0.2;51.2182;31.2;11.3238;39.3721;29.7;91;304.847;282.082;278;340;280;278;547.164;545.718;60;278.037;1;0;;;4099.56;1;1
127;0.2;50.9115;31.2;11.2382;39.4734;29.7;91;304.789;282.082;278;340;280;278;547.164;545.718;60;278.057;1;0;;;4097.19;1;1
128;0.2;50.8015;31.2;11.1785;39.4734;29.7;85;304.109;282.067;278;340;280;278;547.309;545.862;60;278.082;1;0;;;4097.19;1;1
129;0.2;51.2182;31.2;11.2522;39.5399;29.7;85;303.993;282.067;278;340;280;278;547.309;545.862;60;278.105;1;0;;;4097.19;1;1
130;0.2;50.8999;31.2;11.2535;39.6962;29.7;89;303.95;282.075;278;340;280;278;547.454;546.007;60;278.129;1;0;;;4093.72;1;1
131;0.2;51.0127;31.2;11.2784;39.6759;29.7;84;304.051;282.075;278;340;280;278;547.454;546.007;60;278.15;1;0;;;4093.72;1;1
132;0.2;51.1169;31.2;11.3014;39.4705;29.7;81;303.573;282.227;278;340;280;278;547.454;546.007;60;278.17;1;0;;;4093.72;1;1
133;0.2;51.2182;31.2;11.3596;39.6065;29.7;89;303.631;282.219;278;340;280;278;547.454;546.007;60;278.191;1;0;;;4093.72;1;1
134;0.2;51.4207;31.2;11.4045;39.4734;29.7;90;303.704;282.234;278;340;280;278;547.454;546.007;60;278.21;1;0;;;4093.72;1;1
135;0.2;51.114;31.2;11.3187;39.5515;29.7;78;303.646;282.234;278;340;280;278;547.454;546.152;60;278.226;1;0;;;4091.99;1;1
136;0.2;50.706;31.1;10.8309;39.6759;29.7;73;303.053;282.248;278;340;280;278;547.454;546.007;60;278.24;1;0;;;4091.99;1;1
137;0.2;50.7089;31.1;10.8847;39.673;29.7;67;302.951;282.234;278;340;280;278;547.454;546.152;60;278.258;1;0;;;4087.27;1;1
138;0.2;51.1111;31.1;10.9532;39.6759;29.7;70;303.053;282.487;278;340;280;278;547.454;546.007;60;278.274;1;0;;;4087.02;1;1
139;0.2;50.8796;31.1;10.9036;39.6759;29.7;70;303.168;282.48;278;340;280;278;547.598;546.007;60;278.288;1;0;;;4087.02;1;1
140;0.2;50.897;31.1;10.9073;39.6788;29.7;71;302.705;282.234;278;340;280;278;547.454;545.862;60;278.301;1;0;;;4087.02;1;1
141;0.2;51.114;31.1;10.9716;39.8814;29.7;74;302.691;282.227;278;340;280;278;547.309;545.862;60;278.31;1;0;;;4086.94;1;1
142;0.2;51.1169;31.1;11.0258;39.9797;29.7;71;302.633;282.219;278;340;280;278;547.164;545.862;60;278.32;1;0;;;4086.94;1;1
143;0.2;50.9115;31.1;10.9282;39.9826;29.7;69;302.025;282.219;278;340;280;278;547.164;545.718;60;278.329;1;0;;;4086.94;1;1
144;0.2;50.9288;31.1;10.9675;40.0839;29.7;67;301.924;282.219;278;340;280;278;547.309;545.862;60;278.345;1;0;;;4086.94;1;1
145;0.2;50.9115;31.1;10.9282;40.0839;29.7;73;302.054;282.458;278;340;280;278;547.309;545.718;60;278.365;1;0;;;4086.94;1;1
146;0.2;51.2182;31.1;11.0119;40.0839;29.7;69;302.17;282.458;278;340;280;278;547.164;545.718;60;278.384;1;0;;;4086.94;1;1
147;0.2;50.9115;31.1;10.9815;39.8814;29.7;65;301.939;282.48;278;340;280;278;547.309;545.862;60;278.399;1;0;;;4082.41;1;1
148;0.2;50.7089;31.1;10.8847;39.7772;29.7;65;301.881;282.487;278;340;280;278;547.454;546.007;60;278.422;1;0;;;4077.69;1;1
149;0.2;50.6973;31.1;10.8999;39.6759;29.7;65;301.808;282.603;278;340;280;278;547.454;546.007;60;278.442;1;0;;;4075.33;1;1
150;0.2;51.0127;31.1;10.9677;39.7772;29.7;65;300.955;282.588;278;340;280;278;547.454;546.007;60;278.46;1;0;;;4075.33;1;1
151;0.2;51.2182;31.1;11.0656;39.8611;29.7;67;300.883;282.588;278;340;280;278;547.454;546.152;60;278.474;1;0;;;4075.33;1;1
152;0.2;51.114;31.1;10.9895;39.6759;29.7;74;300.926;282.588;278;340;280;278;547.454;546.152;60;278.495;1;0;;;4075.33;1;1
153;0.2;51.114;31.1;11.0073;39.4734;29.7;73;301.042;282.588;278;340;280;278;547.454;546.007;60;278.515;1;0;;;4075.33;1;1
154;0.2;50.9115;31.1;10.9815;39.3287;29.7;69;300.897;282.581;278;340;280;278;547.454;546.007;60;278.534;1;0;;;4075.33;1;1
155;0.2;50.9115;31.1;10.9815;39.3721;29.7;65;300.926;282.559;278;340;280;278;547.454;546.007;60;278.552;1;0;;;4075.33;1;1
156;0.2;51.3194;31;10.7569;39.5747;29.7;64;300.868;282.603;278;340;280;278;547.309;546.007;60;278.569;1;0;;;4068.26;1;1
157;0.2;51.4207;31;10.7243;39.4734;29.7;62;300.014;282.603;278;340;280;278;547.309;546.007;60;278.584;1;0;;;4068.26;1;1
158;0.2;51.2153;31;10.7351;39.4734;29.7;62;299.913;282.603;278;340;280;278;547.309;545.862;60;278.597;1;0;;;4067.08;1;1
159;0.2;51.2153;31;10.753;39.5747;29.7;65;299.884;282.581;278;340;280;278;547.309;545.862;60;278.609;1;0;;;4067.08;1;1
160;0.2;51.114;31;10.696;39.7801;29.7;66;299.971;282.574;278;340;280;278;547.454;545.862;60;278.615;1;0;;;4066.55;1;1
161;0.2;51.1082;31;10.677;39.5457;29.7;67;299.826;282.595;278;340;280;278;547.309;545.862;60;278.622;1;0;;;4066.55;1;1
162;0.2;51.2182;31;10.6999;39.4705;29.6;64;299.899;282.595;278;340;280;278;547.454;545.862;60;278.627;1;0;;;4065.38;1;1
163;0.2;51.0156;31;10.6576;39.6759;29.6;70;299.928;282.964;278;340;280;278;547.454;545.862;60;278.624;1;0;;;4062.94;1;1
164;0.2;51.2182;31;10.7357;39.6759;29.6;71;299.899;282.964;278;340;280;278;547.309;545.862;60;278.624;1;0;;;4062.94;1;1
165;0.2;51.1111;31;10.6776;39.6644;29.6;68;298.958;282.718;278;340;280;278;547.454;545.862;60;278.622;1;0;;;4055.88;1;1
166;0.2;51.0127;31;10.6748;39.6759;29.6;69;298.843;282.726;278;340;280;278;547.454;546.007;60;278.622;1;0;"CUSN8       ";;4049.02;1;1
167;0.2;50.9346;31;10.6763;39.6759;29.6;71;298.857;282.726;278;340;280;278;547.309;546.007;60;278.617;1;0;;;4047.85;1;1
168;0.2;51.1169;31;10.7681;39.7222;29.6;75;298.9;282.697;278;340;280;278;547.598;546.007;60;278.615;1;0;;;4044.32;1;1
169;0.2;50.9115;31;10.6892;39.6759;29.6;78;299.074;282.718;278;340;280;278;547.454;546.152;60;278.614;1;0;;;4040.79;1;1
170;0.2;51.0127;31;10.6927;39.6759;29.6;79;298.293;282.74;278;340;280;278;547.454;546.152;60;278.615;1;0;;;4038.44;1;1
171;0.2;50.923;31;10.6739;39.4734;29.6;78;298.206;282.74;278;340;280;278;547.598;546.152;60;278.619;1;0;;;4037.27;1;1
172;0.2;51.1169;31;10.7323;39.4734;29.6;83;298.163;282.747;278;340;280;278;547.598;546.152;60;278.625;1;0;;;4037.27;1;1
