Time;[11:7];[31:42];[31:47];[32:1];[32:90];[32:124];[33:142];[33:146];[33:337];[33:338];[33:339];[33:340];[33:341];[33:342];[33:343];[33:344];[33:345]
72;0,35;6,24366;2,66206;355;750;0;0,434028;0,72338;290,435;276,19;275;275;0;-85,0564;0;19,7258;259,079
73;0,35;6,2361;2,65164;355;750;0;0,578704;0,72338;289,454;276,133;275,051;275,038;0;-74,4376;0;21,228;261,145
74;0,35;6,32449;2,7057;355;750;0;0,434028;0,578704;289,454;276,133;275,051;275,038;0;-74,4376;0;21,228;261,145
75;0,35;6,27519;2,65432;355;750;0;0,578704;0,72338;289,454;276,133;275,051;275,038;0;-74,4376;0;21,228;261,145
76;0,35;6,32307;2,6776;355;750;0;0,434028;0,72338;289,454;276,133;275,051;275,038;0;-74,4376;0;21,228;261,145
77;0,35;5,8493;2,64382;355;750;0;0,434028;0,578704;288,703;276,1;275,099;275,1;0;-64,0857;0;20,8449;263,183
78;0,35;5,87121;2,69823;355;750;0;0,578704;0,72338;288,703;276,1;275,099;275,1;0;-64,0857;0;20,8449;263,183
79;0,35;5,77269;2,31528;355;750;0;0,434028;0,72338;288,703;276,1;275,099;275,1;0;-64,0857;0;20,8449;263,183
80;0,35;5,87145;2,37891;355;750;0;0,578704;0,72338;288,703;276,1;275,099;275,1;0;-64,0857;0;20,8449;263,183
81;0,35;5,8482;2,33627;355;750;0;0,434028;0,72338;288,02;276,19;275,162;275,15;0;-54,308;0;19,8397;265,226
82;0,35;5,86255;2,31025;355;750;0;0,434028;0,72338;288,02;276,19;275,162;275,15;0;-54,308;0;19,8397;265,226
83;0,35;5,88964;2,34642;355;750;0;0,434028;0,72338;288,02;276,19;275,162;275,15;0;-54,308;0;19,8397;265,226
84;0,35;5,85909;2,32872;355;750;0;0,434028;0,578704;288,02;276,19;275,162;275,15;0;-54,308;0;19,8397;265,226
85;0,35;5,9115;2,34209;355;750;0;0,434028;0,72338;287,364;276,13;275,199;275,2;0;-43,6502;0;21,2189;267,302
86;0,35;5,39775;2,32404;355;750;0;0,578704;0,578704;287,364;276,13;275,199;275,2;0;-43,6502;0;21,2189;267,302
87;0,35;5,37463;2,35127;355;750;0;0,434028;0,72338;287,364;276,13;275,199;275,2;0;-43,6502;0;21,2189;267,302
88;0,35;5,34197;2,30999;355;750;0;0,434028;0,72338;287,364;276,13;275,199;275,2;0;-43,6502;0;21,2189;267,302
89;0,35;5,39886;2,34078;355;750;0;0,434028;0,72338;286,663;276,1;275,2;275,138;0;-33,079;0;20,8355;269,384
90;0,35;5,36649;2,32859;355;750;0;0,434028;0,72338;286,663;276,1;275,2;275,138;0;-33,079;0;20,8355;269,384
91;0,35;5,34197;2,32871;355;750;0;0,434028;0,72338;286,663;276,1;275,2;275,138;0;-33,079;0;20,8355;269,384
92;0,35;5,31648;2,28739;355;750;0;0,434028;0,578704;286,663;276,1;275,2;275,138;0;-33,079;0;20,8355;269,384
93;0,35;5,4473;2,36477;355;750;0;0,434028;0,72338;286,102;276,1;275,186;275,1;0,465437;-22,6833;-0,0112554;20,6631;271,463
94;0,35;5,34197;2,31502;355;750;0;0,434028;0,72338;286,102;276,1;275,186;275,1;0,465437;-22,6833;-0,0112554;20,6631;271,463
95;0,35;4,88743;2,29695;355;750;0;0,434028;0,72338;286,102;276,1;275,186;275,1;0,465437;-22,6833;-0,0112554;20,6631;271,463
96;0,35;4,86277;2,28396;355;750;0;0,578704;0,578704;286,102;276,1;275,186;275,1;0,465437;-22,6833;-0,0112554;20,6631;271,463
97;0,35;4,86236;2,29242;355;750;0;0,434028;0,72338;285,597;276,04;275,128;275,095;9,1135;-12,052;-0,173707;21,3392;273,53
98;0,35;4,76202;2,23813;355;750;0;0,434028;0,72338;285,597;276,04;275,128;275,095;9,1135;-12,052;-0,173707;21,3392;273,53
99;0,35;4,82022;2,29242;355;750;0;0,434028;0,578704;285,597;276,04;275,128;275,095;9,1135;-12,052;-0,173707;21,3392;273,53
100;0,35;4,83886;1,9629;355;750;0;0,434028;0,72338;285,597;276,04;275,128;275,095;9,1135;-12,052;-0,173707;21,3392;273,53
101;0,35;4,82847;1,93038;355;750;0;0,434028;0,578704;285,196;276;275,03;275,02;8,03933;-4,7322;-0,275996;13,0475;274,954
102;0,35;4,85985;1,95234;355;750;0;0,434028;0,578704;285,196;276;275,03;275,02;8,03933;-4,7322;-0,275996;13,0475;274,954
103;0,35;4,90128;1,98478;355;750;0;0,434028;0,72338;285,196;276;275,03;275,02;8,03933;-4,7322;-0,275996;13,0475;274,954
104;0,35;4,92287;1,98102;355;750;0;0,434028;0,578704;285,196;276;275,03;275,02;8,03933;-4,7322;-0,275996;13,0475;274,954
105;0,35;4,46632;1,98489;355;750;0;0,578704;0,578704;285,431;276,055;275,092;275,062;0;-4,76252;0;1,31487;275
106;0,35;4,42352;1,95234;355;750;0;0,434028;0,578704;285,431;276,055;275,092;275,062;0;-4,76252;0;1,31487;275
107;0,35;4,39872;1,9292;355;750;0;0,434028;0,72338;285,431;276,055;275,092;275,062;0;-4,76252;0;1,31487;275
108;0,35;4,44337;1,97793;355;750;0;0,578704;0,578704;285,431;276,055;275,092;275,062;0;-4,76252;0;1,31487;275
109;0,35;4,42204;1,95512;355;750;0;0,434028;0,72338;285,519;276,1;275,074;275;0;-5,00003;0;-0,0336619;275
110;0,35;4,38098;1,89296;355;750;0;0,578704;0,72338;285,519;276,1;275,074;275;0;-5,00003;0;-0,0336619;275
111;0,35;4,43492;1,95501;355;750;0;0,434028;0,578704;285,519;276,1;275,074;275;0;-5,00003;0;-0,0336619;275
112;0,35;4,38635;1,93027;355;750;0;0,434028;0,578704;285,519;276,1;275,074;275;0;-5,00003;0;-0,0336619;275
113;0,35;4,29317;1,89396;355;750;0;0,578704;0,578704;285,204;276,135;275,003;275;0;-5,17504;0;-0,510184;275
114;0,35;4,32832;1,90094;355;750;0;0,434028;0,72338;285,204;276,135;275,003;275;0;-5,17504;0;-0,510184;275
115;0,35;4,33628;1,89711;355;750;0;0,434028;0,578704;285,204;276,135;275,003;275;0;-5,17504;0;-0,510184;275
116;0,35;4,44633;1,98036;355;750;0;0,434028;0,578704;285,204;276,135;275,003;275;0;-5,17504;0;-0,510184;275
117;0,35;4,39271;1,92426;355;750;0;0,434028;0,578704;284,789;276,307;275,044;275;0;-6,03755;0;-1,65121;275
118;0,35;4,35577;1,92275;355;750;0;0,434028;0,72338;284,789;276,307;275,044;275;0;-6,03755;0;-1,65121;275
119;0,35;4,38399;1,94084;355;750;0;0,434028;0,578704;284,789;276,307;275,044;275;0;-6,03755;0;-1,65121;275
120;0,35;4,37795;1,94084;355;750;0;0,434028;0,72338;284,789;276,307;275,044;275;0;-6,03755;0;-1,65121;275
121;0,35;4,35102;1,95512;355;750;0;0,578704;0,72338;284,451;276,457;275,099;275,065;0;-6,78749;0;-1,41491;275
122;0,35;4,23476;1,88583;355;750;0;0,434028;0,72338;284,451;276,457;275,099;275,065;0;-6,78749;0;-1,41491;275
123;0,35;4,18871;1,83944;355;750;0;0,578704;0,578704;284,451;276,457;275,099;275,065;0;-6,78749;0;-1,41491;275
124;0,35;4,33169;1,94746;355;750;0;0,434028;0,72338;284,451;276,457;275,099;275,065;0;-6,78749;0;-1,41491;275
125;0,35;3,87495;1,93336;355;750;0;0,578704;0,72338;284,118;276,51;275,1;275,1;0;-7,05;0;-0,563274;275
126;0,35;3,89221;1,94475;355;750;0;0,434028;0,578704;284,118;276,51;275,1;275,1;0;-7,05;0;-0,563274;275
127;0,35;3,90716;1,95245;355;750;0;0,578704;0,72338;284,118;276,51;275,1;275,1;0;-7,05;0;-0,563274;275
128;0,35;3,88645;1,93759;355;750;0;0,578704;0,72338;284,118;276,51;275,1;275,1;0;-7,05;0;-0,563274;275
129;0,35;3,82023;1,87551;355;750;0;0,434028;0,578704;283,881;276,6;275,129;275,1;0;-7,50003;0;-0,746941;275
130;0,35;3,87382;1,92275;355;750;0;0,434028;0,72338;283,881;276,6;275,129;275,1;0;-7,50003;0;-0,746941;275
131;0,35;3,86827;1,93414;355;750;0;0,434028;0,72338;283,881;276,6;275,129;275,1;0;-7,50003;0;-0,746941;275
132;0,35;3,86827;1,93092;355;750;0;0,434028;0,72338;283,881;276,6;275,129;275,1;0;-7,50003;0;-0,746941;275
133;0,35;3,83604;1,89396;355;750;0;0,578704;0,72338;283,583;276,65;275,197;275,18;0;-7,73755;0;-0,709861;275
134;0,35;3,89237;1,92935;355;750;0;0,434028;0,72338;283,583;276,65;275,197;275,18;0;-7,73755;0;-0,709861;275
135;0,35;3,87154;1,91663;355;750;0;0,434028;0,72338;283,583;276,65;275,197;275,18;0;-7,73755;0;-0,709861;275
136;0,35;3,80191;1,86629;355;750;0;0,434028;0,72338;283,583;276,65;275,197;275,18;0;-7,73755;0;-0,709861;275
137;0,35;3,8557;1,91222;355;750;0;0,434028;0,578704;283,322;276,608;275,235;275,2;0;-7,53753;0;0,519925;275
138;0,35;3,84433;1,90466;355;750;0;0,434028;0,578704;283,322;276,608;275,235;275,2;0;-7,53753;0;0,519925;275
139;0,35;3,81475;1,89016;355;750;0;0,434028;0,578704;283,322;276,608;275,235;275,2;0;-7,53753;0;0,519925;275
140;0,35;3,87039;1,92651;355;750;0;0,578704;0,578704;283,322;276,608;275,235;275,2;0;-7,53753;0;0,519925;275
141;0,35;3,86827;1,92275;355;750;0;0,434028;0,72338;283,111;276,6;275,298;275,293;0;-7,50003;0;0,091784;275
142;0,35;3,81169;1,86483;355;750;0;0,434028;0,72338;283,111;276,6;275,298;275,293;0;-7,50003;0;0,091784;275
143;0,35;3,84895;1,86802;355;750;0;0,578704;0,578704;283,111;276,6;275,298;275,293;0;-7,50003;0;0,091784;275
144;0,35;3,82072;1,87182;355;750;0;0,434028;0,578704;283,111;276,6;275,298;275,293;0;-7,50003;0;0,091784;275
145;0,35;3,8913;1,91899;355;750;0;0,578704;0,72338;282,841;276,535;275,301;275,3;0;-7,17501;0;0,76072;275
146;0,35;3,82467;1,87225;355;750;0;0,578704;0,578704;282,841;276,535;275,301;275,3;0;-7,17501;0;0,76072;275
147;0,35;3,83169;1,89765;355;750;0;0,434028;0,72338;282,841;276,535;275,301;275,3;0;-7,17501;0;0,76072;275
148;0,35;3,83733;1,89775;355;750;0;0,434028;0,578704;282,841;276,535;275,301;275,3;0;-7,17501;0;0,76072;275
149;0,35;3,82039;1,88658;355;750;0;0,434028;0,578704;282,661;276,462;275,383;275,3;0;-6,81249;0;0,795494;275
150;0,35;3,80191;1,86118;355;750;0;0,434028;0,578704;282,661;276,462;275,383;275,3;0;-6,81249;0;0,795494;275
151;0,35;3,85602;1,92275;355;750;0;0,434028;0,72338;282,661;276,462;275,383;275,3;0;-6,81249;0;0,795494;275
152;0,35;3,85018;1,9085;355;750;0;0,434028;0,72338;282,661;276,462;275,383;275,3;0;-6,81249;0;0,795494;275
153;0,35;3,35519;1,86859;355;750;0;0,434028;0,72338;282,49;276,4;275,4;275,365;0;-6,49997;0;0,456819;275
154;0,35;3,38255;1,89396;355;750;0;0,434028;0,72338;282,49;276,4;275,4;275,365;0;-6,49997;0;0,456819;275
155;0,35;3,36014;1,87945;355;750;0;0,434028;0,72338;282,49;276,4;275,4;275,365;0;-6,49997;0;0,456819;275
156;0,35;3,28971;1,83712;355;750;0;0,434028;0,72338;282,49;276,4;275,4;275,365;0;-6,49997;0;0,456819;275
157;0,35;3,3702;1,86546;355;750;0;0,434028;0,578704;282,34;276,4;275,4;275,4;0;-6,49997;0;0,0605914;275
158;0,35;3,42743;1,91899;355;750;0;0,289352;0,578704;282,34;276,4;275,4;275,4;0;-6,49997;0;0,0605914;275
159;0,35;3,38397;1,87182;355;750;0;0,289352;0,578704;282,34;276,4;275,4;275,4;0;-6,49997;0;0,0605914;275
160;0,35;3,38497;1,87698;355;750;0;0,434028;0,72338;282,34;276,4;275,4;275,4;0;-6,49997;0;0,0605914;275
161;0,35;3,3214;1,84678;355;750;0;0,289352;0,578704;282,189;276,435;275,4;275,4;0;-6,67498;0;-0,495456;275
162;0,35;3,26396;1,80702;355;750;0;0,289352;0,578704;282,189;276,435;275,4;275,4;0;-6,67498;0;-0,495456;275
163;0,35;3,17817;1,75305;355;750;0;0,434028;0,578704;282,189;276,435;275,4;275,4;0;-6,67498;0;-0,495456;275
164;0,35;3,41687;1,92662;355;750;0;0,434028;0,72338;282,189;276,435;275,4;275,4;0;-6,67498;0;-0,495456;275
165;0,35;3,29308;1,82142;355;750;0;0,434028;0,578704;282,035;276,527;275,4;275,4;0;-7,13751;0;-0,862191;275
166;0,35;3,36581;1,86118;355;750;0;0,289352;0,578704;282,035;276,527;275,4;275,4;0;-7,13751;0;-0,862191;275
167;0,35;3,34602;1,83944;355;750;0;0,289352;0,578704;282,035;276,527;275,4;275,4;0;-7,13751;0;-0,862191;275
168;0,35;3,37078;1,84316;355;750;0;0,434028;0,578704;282,035;276,527;275,4;275,4;0;-7,13751;0;-0,862191;275
169;0,35;3,38041;1,87945;355;750;0;0,289352;0,72338;281,929;276,6;275,425;275,4;0;-7,50003;0;-0,582359;275
170;0,35;3,38494;1,8758;355;750;0;0,434028;0,578704;281,929;276,6;275,425;275,4;0;-7,50003;0;-0,582359;275
171;0,35;3,26535;1,80713;355;750;0;0,289352;0,72338;281,929;276,6;275,425;275,4;0;-7,50003;0;-0,582359;275
172;0,35;3,34045;1,87392;355;750;0;0,434028;0,72338;281,929;276,6;275,425;275,4;0;-7,50003;0;-0,582359;275
173;0,35;3,33674;1,8504;355;750;0;0,434028;0,578704;281,835;276,6;275,496;275,4;0;-7,50003;0;-0,0777541;275
174;0,35;3,35038;1,84306;355;750;0;0,289352;0,72338;281,835;276,6;275,496;275,4;0;-7,50003;0;-0,0777541;275
175;0,35;3,3753;1,86483;355;750;0;0,434028;0,578704;281,835;276,6;275,496;275,4;0;-7,50003;0;-0,0777541;275
176;0,35;3,37559;1,86483;355;750;0;0,289352;0,72338;281,835;276,6;275,496;275,4;0;-7,50003;0;-0,0777541;275
177;0,35;3,35759;1,86494;355;750;0;0,434028;0,578704;281,759;276,6;275,5;275,4;0;-7,50003;0;-0,0102257;275
178;0,35;3,3214;1,84678;355;750;0;0,434028;0,72338;281,759;276,6;275,5;275,4;0;-7,50003;0;-0,0102257;275
179;0,35;3,28776;1,82156;355;750;0;0,434028;0,72338;281,759;276,6;275,5;275,4;0;-7,50003;0;-0,0102257;275
180;0,35;3,37006;1,86849;355;750;0;0,578704;0,72338;281,759;276,6;275,5;275,4;0;-7,50003;0;-0,0102257;275
181;0,35;3,30778;1,82497;355;750;0;0,289352;0,578704;281,714;276,6;275,42;275,328;0;-7,50003;0;-0,00139944;275
182;0,35;3,3591;1,87098;355;750;0;0,289352;0,72338;281,714;276,6;275,42;275,328;0;-7,50003;0;-0,00139944;275
183;0,35;3,35235;1,8686;355;750;0;0,434028;0,578704;281,714;276,6;275,42;275,328;0;-7,50003;0;-0,00139944;275
184;0,35;3,32633;1,85774;355;750;0;0,434028;0,72338;281,714;276,6;275,42;275,328;0;-7,50003;0;-0,00139944;275
185;0,35;3,33125;1,8686;355;750;0;0,434028;0,578704;281,622;276,6;275,4;275,3;0;-7,50003;0;-0,000195387;275
186;0,35;3,32126;1,85774;355;750;0;0,434028;0,72338;281,622;276,6;275,4;275,3;0;-7,50003;0;-0,000195387;275
187;0,35;3,29628;1,83231;355;750;0;0,434028;0,72338;281,622;276,6;275,4;275,3;0;-7,50003;0;-0,000195387;275
188;0,35;3,36585;1,88289;355;750;0;0,434028;0,72338;281,622;276,6;275,4;275,3;0;-7,50003;0;-0,000195387;275
189;0,35;3,24499;1,79613;355;750;0;0,289352;0,578704;281,492;276,6;275,4;275,3;0;-7,50003;0;-2,60516e-05;275
190;0,35;3,33082;1,85972;355;750;0;0,434028;0,578704;281,492;276,6;275,4;275,3;0;-7,50003;0;-2,60516e-05;275
191;0,35;3,37427;1,87192;355;750;0;0,289352;0,72338;281,492;276,6;275,4;275,3;0;-7,50003;0;-2,60516e-05;275
192;0,35;2,89436;1,83954;355;750;0;0,434028;0,72338;281,492;276,6;275,4;275,3;0;-7,50003;0;-2,60516e-05;275
193;0,35;2,8618;1,82873;355;750;0;0,289352;0,72338;281,387;276,6;275,4;275,3;0;-7,50003;0;-3,44253e-06;275
194;0,35;2,86748;1,83815;355;750;0;0,289352;0,72338;281,387;276,6;275,4;275,3;0;-7,50003;0;-3,44253e-06;275
195;0,35;2,92597;1,86483;355;750;0;0,434028;0,578704;281,387;276,6;275,4;275,3;0;-7,50003;0;-3,44253e-06;275
196;0,35;2,90315;1,84316;355;750;0;0,434028;0,578704;281,387;276,6;275,4;275,3;0;-7,50003;0;-3,44253e-06;275
197;0,35;2,82732;1,79262;355;750;0;0,434028;0,72338;281,296;276,6;275,4;275,3;0;-7,50003;0;-4,65207e-08;275
198;0,35;2,90034;1,84316;355;750;0;0,434028;0,578704;281,296;276,6;275,4;275,3;0;-7,50003;0;-4,65207e-08;275
199;0,35;2,8589;1,81067;355;750;0;0,289352;0,72338;281,296;276,6;275,4;275,3;0;-7,50003;0;-4,65207e-08;275
200;0,35;2,8958;1,836;355;750;0;0,434028;0,72338;281,296;276,6;275,4;275,3;0;-7,50003;0;-4,65207e-08;275
201;0,35;2,89302;1,83651;355;750;0;0,434028;0,72338;281,182;276,562;275,4;275,3;0;-7,31252;0;0,188443;275
